Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-01-20,68.09,2021-05-11,76.0,2020-11-04-2020-12-31,53.0-70.0,Buy,79 days,11.62%,Rise by 1.45%,11.62%,
2021-09-22,93.92,2021-09-22,93.92,2020-11-05-2021-09-01,53.24-99.78,Buy,0 days,0.0%,Rise by 0%,11.62%,
2021-10-15,87.25,2021-11-24,92.07,2020-11-05-2021-09-01,53.24-99.78,Sell,28 days,-5.52%,Fall by 10.94%,6.09%,
2021-11-18,90.31,2021-11-24,92.07,2021-09-01-2021-09-20,91.99-94.0,Sell,4 days,-1.95%,Fall by 10.94%,4.14%,
2021-12-02,89.45,2021-12-02,89.45,2021-09-01-2021-11-04,87.89-94.0,Sell,0 days,-0.0%,Fall by 0%,4.14%,
2021-12-24,91.0,2021-12-24,91.0,2021-11-04-2021-12-13,85.9-94.99,Buy,0 days,0.0%,Rise by 0%,4.14%,
2022-01-24,85.5,2022-01-26,86.51,2021-11-04-2021-12-13,85.9-94.99,Sell,2 days,-1.18%,Fall by 12.15%,2.96%,
2022-02-10,86.81,2022-02-10,86.81,2021-09-01-2022-01-24,87.01-94.0,Sell,0 days,-0.0%,Fall by 0%,2.96%,
2022-03-10,78.3,2022-03-16,76.4,2021-12-13-2022-02-25,78.5-90.56,Sell,4 days,2.43%,Fall by 5.45%,5.39%,
2022-04-04,81.5,2022-04-19,79.9,2021-12-13-2022-03-14,77.4-90.56,Sell,11 days,1.96%,Fall by 9.59%,7.35%,
2022-06-13,72.8,2022-06-13,72.8,2021-06-08-2022-05-19,74.5-76.5,Sell,0 days,-0.0%,Fall by 0%,7.35%,
2022-07-06,70.5,2022-07-06,70.5,2021-06-08-2022-06-22,69.05-76.5,Sell,0 days,-0.0%,Fall by 0%,7.35%,
2022-07-20,70.06,2022-08-03,78.68,2022-03-28-2022-06-22,69.05-80.0,Sell,10 days,-12.3%,Fall by 11.03%,-4.95%,
2022-08-24,77.5,2022-08-24,77.5,2022-06-22-2022-08-04,66.11-80.0,Buy,0 days,0.0%,Rise by 0%,-4.95%,
2022-10-03,66.2,2022-10-05,67.3,2022-06-22-2022-08-04,66.11-80.0,Sell,2 days,-1.66%,Fall by 3.42%,-6.61%,
2022-11-04,73.4,2022-11-04,73.4,2021-09-27-2022-10-19,65.75-94.0,Sell,0 days,-0.0%,Fall by 0%,-6.61%,
2022-11-08,73.47,2024-07-22,74.58,2022-10-19-2022-10-28,64.5-76.9,Buy,444 days,1.51%,Rise by 3.11%,-5.1%,
2022-12-01,70.5,2022-12-01,70.5,2022-06-03-2022-10-19,65.75-79.48,Sell,0 days,-0.0%,Fall by 0%,-5.1%,
