Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2021-03-01,49.76,2021-06-23,45.41,Buy,82 Days,-3.07,Rise by -29.24%,-8.74%,-8.74%,
2022-11-01,9.71,2023-07-18,10.42,Buy,185 Days,-10.23,Rise by 38.11%,7.31%,-1.43%,
2024-02-01,5.71,2024-05-20,5.22,Buy,77 Days,-6.63,Rise by 6.48%,-8.58%,-10.01%,
2024-04-01,4.64,2024-09-16,5.4,Buy,120 Days,-5.05,Rise by 1.51%,16.38%,6.37%,
2025-05-01,3.93,2025-07-28,4.83,Buy,62 Days,-4.94,Rise by 6.87%,22.9%,29.27%,
