Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-12-06,1.6766,2016-04-10,1.5226,2015-11-29,Buy,18 Weeks,-9.19%,Rise by -14.03%,-9.19%,Normal Case
2016-01-10,1.5953,2016-04-10,1.5226,2015-12-27,Buy,13 Weeks,-4.56%,Rise by -16.89%,-13.74%,Absolute Extrema Case
2016-05-08,1.5611,2017-03-12,1.1291,2016-05-01,Buy,44 Weeks,-27.67%,Rise by -27.12%,-41.42%,Normal Case
2016-08-21,1.1633,2017-03-12,1.1291,2016-08-14,Buy,29 Weeks,-2.94%,Rise by -33.09%,-44.36%,Normal Case
2016-10-16,0.7741,2017-03-12,1.1291,2016-10-09,Buy,21 Weeks,45.86%,Rise by -21.55%,1.5%,Normal Case
2017-01-01,0.7143,2017-03-12,1.1291,2016-12-18,Buy,10 Weeks,58.07%,Rise by 58.07%,59.58%,Normal Case
2017-04-16,1.0265,2017-07-16,1.1035,2017-04-09,Buy,13 Weeks,7.5%,Rise by 8.33%,67.08%,Normal Case
2017-07-02,1.112,2017-12-10,0.7164,2017-06-25,Buy,23 Weeks,-35.58%,Rise by -32.31%,31.5%,Normal Case
2017-08-13,0.7827,2017-12-10,0.7164,2017-07-30,Buy,17 Weeks,-8.47%,Rise by -10.94%,23.03%,Normal Case
2017-12-31,0.7217,2018-04-01,0.8661,2017-12-24,Buy,13 Weeks,20.01%,Rise by 24.46%,43.04%,Normal Case
2018-02-11,0.6897,2018-05-27,0.8661,2017-11-19,Buy,15 Weeks,25.58%,Rise by 30.23%,68.62%,Local Extrema Case
2018-02-25,0.7164,2018-05-27,0.8661,2018-02-04,Buy,13 Weeks,20.9%,Rise by 25.38%,89.51%,Normal Case
2018-03-04,0.7805,2018-05-27,0.8661,2018-02-25,Buy,12 Weeks,10.97%,Rise by 15.08%,100.48%,Normal Case
2018-03-25,0.8875,2018-05-27,0.8661,2018-03-18,Buy,9 Weeks,-2.41%,Rise by 1.21%,98.07%,Normal Case
2018-04-01,0.8661,2018-06-03,0.8126,2018-03-11,Buy,9 Weeks,-6.18%,Rise by 3.71%,91.89%,Normal Case
2018-04-29,0.8554,2018-08-05,0.7912,2018-04-22,Buy,14 Weeks,-7.51%,Rise by -2.5%,84.38%,Normal Case
2018-05-06,0.8714,2018-08-05,0.7912,2018-04-15,Buy,13 Weeks,-9.2%,Rise by -4.29%,75.18%,Normal Case
2018-07-08,0.818,2018-10-07,0.8233,2018-06-24,Buy,13 Weeks,0.65%,Rise by 5.88%,75.83%,Normal Case
2018-09-16,0.818,2019-03-03,0.7378,2018-09-02,Buy,24 Weeks,-9.8%,Rise by 0.65%,66.02%,Normal Case
2018-10-07,0.8233,2019-03-03,0.7378,2018-09-23,Buy,21 Weeks,-10.39%,Rise by 0.0%,55.64%,Normal Case
2018-10-28,0.7966,2019-03-03,0.7378,2018-08-05,Buy,18 Weeks,-7.38%,Rise by -10.07%,48.26%,Local Extrema Case
2018-10-28,0.7966,2019-03-03,0.7378,2018-10-21,Buy,18 Weeks,-7.38%,Rise by -10.07%,40.88%,Normal Case
2018-11-04,0.8126,2019-03-03,0.7378,2018-08-26,Buy,17 Weeks,-9.21%,Rise by -11.84%,31.67%,Local Extrema Case
2018-12-09,0.7966,2019-03-03,0.7378,2018-12-02,Buy,12 Weeks,-7.38%,Rise by -10.07%,24.29%,Normal Case
2018-12-16,0.7966,2019-03-03,0.7378,2018-12-09,Buy,11 Weeks,-7.38%,Rise by -10.07%,16.91%,Normal Case
2018-12-30,0.7966,2019-03-03,0.7378,2018-12-23,Buy,9 Weeks,-7.38%,Rise by -10.07%,9.53%,Normal Case
2019-05-12,0.8287,2019-09-22,0.8233,2019-05-05,Buy,19 Weeks,-0.65%,Rise by 3.22%,8.88%,Normal Case
2019-05-19,0.834,2019-09-22,0.8233,2019-05-12,Buy,18 Weeks,-1.28%,Rise by 2.57%,7.59%,Normal Case
2019-06-02,0.8447,2019-09-22,0.8233,2019-05-26,Buy,16 Weeks,-2.53%,Rise by 1.27%,5.06%,Normal Case
2019-08-18,0.8019,2019-12-15,0.8,2019-08-04,Buy,17 Weeks,-0.24%,Rise by 5.3%,4.82%,Normal Case
2019-10-06,0.7611,2019-12-15,0.8,2019-09-29,Buy,10 Weeks,5.11%,Rise by 10.94%,9.93%,Normal Case
2019-12-08,0.8167,2020-03-08,0.7556,2019-11-24,Buy,13 Weeks,-7.48%,Rise by 1.36%,2.45%,Normal Case
2020-03-01,0.7778,2020-06-14,0.6778,2020-02-09,Buy,15 Weeks,-12.86%,Rise by -14.28%,-10.4%,Normal Case
2020-05-10,0.7111,2020-10-18,0.65,2020-05-03,Buy,23 Weeks,-8.59%,Rise by -10.15%,-19.0%,Normal Case
2020-05-17,0.6889,2020-10-18,0.65,2020-05-10,Buy,22 Weeks,-5.65%,Rise by -3.22%,-24.64%,Normal Case
2020-06-21,0.6889,2020-10-18,0.65,2020-06-14,Buy,17 Weeks,-5.65%,Rise by -3.22%,-30.29%,Normal Case
2020-06-28,0.6889,2020-10-18,0.65,2020-06-07,Buy,16 Weeks,-5.65%,Rise by -3.22%,-35.94%,Normal Case
2020-09-20,0.6444,2020-12-27,0.7889,2020-09-13,Buy,14 Weeks,22.42%,Rise by 25.87%,-13.51%,Normal Case
2021-01-10,0.8111,2021-03-14,0.8278,2021-01-03,Buy,9 Weeks,2.06%,Rise by 20.55%,-11.45%,Normal Case
2021-02-28,0.8278,2021-05-16,0.9556,2021-02-21,Buy,11 Weeks,15.44%,Rise by 18.12%,3.98%,Normal Case
2021-03-07,0.8278,2021-05-16,0.9556,2021-02-28,Buy,10 Weeks,15.44%,Rise by 18.12%,19.42%,Normal Case
2021-03-28,0.8889,2022-01-16,0.7944,2015-12-20,Buy,42 Weeks,-10.63%,Rise by -10.63%,8.79%,Tangent Case
2021-03-28,0.8889,2022-01-16,0.7944,2021-03-21,Buy,42 Weeks,-10.63%,Rise by -10.63%,-1.84%,Normal Case
2021-06-20,0.8611,2022-01-16,0.7944,2021-06-13,Buy,30 Weeks,-7.75%,Rise by -10.32%,-9.58%,Normal Case
2021-08-22,0.7833,2022-01-16,0.7944,2021-08-08,Buy,21 Weeks,1.42%,Rise by 3.55%,-8.17%,Normal Case
2021-09-19,0.7778,2022-01-16,0.7944,2021-09-12,Buy,17 Weeks,2.13%,Rise by 4.28%,-6.03%,Normal Case
2021-11-28,0.7667,2022-01-30,0.75,2021-11-21,Buy,9 Weeks,-2.18%,Rise by 4.34%,-8.21%,Normal Case
2021-12-05,0.7889,2022-03-27,0.7722,2021-11-28,Buy,16 Weeks,-2.12%,Rise by 1.41%,-10.33%,Normal Case
2021-12-26,0.8,2022-03-27,0.7722,2021-12-19,Buy,13 Weeks,-3.48%,Rise by 0.0%,-13.8%,Normal Case
2022-01-09,0.8056,2022-03-27,0.7722,2022-01-02,Buy,11 Weeks,-4.15%,Rise by -0.7%,-17.95%,Normal Case
2022-02-13,0.7667,2022-05-29,0.7556,2022-02-06,Buy,15 Weeks,-1.45%,Rise by -10.88%,-19.4%,Normal Case
2022-03-06,0.7778,2022-05-29,0.7556,2022-02-20,Buy,12 Weeks,-2.85%,Rise by -10.72%,-22.25%,Normal Case
2022-03-13,0.8,2022-05-29,0.7556,2022-03-06,Buy,11 Weeks,-5.55%,Rise by -10.41%,-27.8%,Normal Case
2022-07-24,0.7056,2022-10-02,0.7111,2016-01-03,Buy,10 Weeks,0.78%,Rise by 3.93%,-27.02%,Tangent Case
2022-08-28,0.7111,2023-01-08,0.8167,2022-08-14,Buy,19 Weeks,14.85%,Rise by 16.41%,-12.17%,Normal Case
2022-09-18,0.7222,2023-01-08,0.8167,2022-09-11,Buy,16 Weeks,13.09%,Rise by 14.62%,0.91%,Normal Case
2022-09-25,0.7333,2023-01-08,0.8167,2022-09-18,Buy,15 Weeks,11.37%,Rise by 12.89%,12.29%,Normal Case
2022-10-02,0.7111,2023-01-08,0.8167,2022-07-24,Buy,14 Weeks,14.85%,Rise by 16.41%,27.14%,Local Extrema Case
2022-11-06,0.7278,2023-01-08,0.8167,2022-10-30,Buy,9 Weeks,12.21%,Rise by -1.53%,39.35%,Normal Case
2022-12-11,0.7778,2023-04-30,0.7111,2022-12-04,Buy,20 Weeks,-8.58%,Rise by -14.28%,30.78%,Normal Case
2022-12-18,0.8278,2023-04-30,0.7111,2022-12-11,Buy,19 Weeks,-14.1%,Rise by -12.08%,16.68%,Normal Case
2022-12-25,0.7778,2023-04-30,0.7111,2022-12-18,Buy,18 Weeks,-8.58%,Rise by -14.28%,8.1%,Normal Case
2023-03-05,0.6778,2023-07-16,0.6889,2023-02-26,Buy,19 Weeks,1.64%,Rise by 4.1%,9.74%,Normal Case
2023-03-12,0.6889,2023-07-16,0.6889,2023-03-05,Buy,18 Weeks,0.0%,Rise by 2.42%,9.74%,Normal Case
2023-04-30,0.7111,2023-07-16,0.6889,2023-04-23,Buy,11 Weeks,-3.12%,Rise by -0.77%,6.62%,Normal Case
2023-05-28,0.6778,2023-09-17,0.6833,2023-05-21,Buy,16 Weeks,0.81%,Rise by 3.28%,7.43%,Normal Case
2023-07-02,0.7056,2023-09-17,0.6833,2023-06-25,Buy,11 Weeks,-3.16%,Rise by -0.79%,4.27%,Normal Case
2023-08-06,0.7,2023-11-05,0.7111,2023-07-30,Buy,13 Weeks,1.59%,Rise by 3.17%,5.86%,Normal Case
2023-10-29,0.7222,2024-03-10,0.7833,2023-07-23,Buy,19 Weeks,8.46%,Rise by 9.24%,14.32%,Local Extrema Case
2023-10-29,0.7222,2024-03-10,0.7833,2023-10-22,Buy,19 Weeks,8.46%,Rise by 9.24%,22.78%,Normal Case
2024-01-07,0.6778,2024-03-10,0.7833,2023-12-31,Buy,9 Weeks,15.57%,Rise by 16.39%,38.34%,Normal Case
2024-04-07,0.7722,2024-08-18,1.2389,2024-03-31,Buy,19 Weeks,60.44%,Rise by 101.45%,98.78%,Normal Case
2024-04-21,0.9167,2024-08-18,1.2389,2024-04-14,Buy,17 Weeks,35.15%,Rise by 69.7%,133.93%,Normal Case
2024-06-02,0.9222,2024-08-18,1.2389,2024-05-26,Buy,11 Weeks,34.34%,Rise by 68.68%,168.27%,Normal Case
2024-07-07,1.0111,2024-11-03,1.4444,2024-06-30,Buy,17 Weeks,42.85%,Rise by 53.85%,211.12%,Normal Case
2024-07-21,1.0611,2024-11-03,1.4444,2024-07-14,Buy,15 Weeks,36.12%,Rise by 46.6%,247.25%,Normal Case
2024-07-28,1.1611,2024-11-03,1.4444,2024-07-21,Buy,14 Weeks,24.4%,Rise by 33.98%,271.65%,Normal Case
2024-08-04,1.2667,2024-11-03,1.4444,2024-07-28,Buy,13 Weeks,14.03%,Rise by 22.81%,285.67%,Normal Case
2024-08-11,1.2389,2024-11-03,1.4444,2024-05-19,Buy,12 Weeks,16.59%,Rise by 25.56%,302.26%,Local Extrema Case
2024-08-11,1.2389,2024-11-03,1.4444,2024-08-04,Buy,12 Weeks,16.59%,Rise by 25.56%,318.85%,Normal Case
2024-09-08,1.2667,2025-01-26,1.4111,2024-09-01,Buy,20 Weeks,11.4%,Rise by 20.17%,330.25%,Normal Case
2024-10-06,1.5333,2025-01-26,1.4111,2024-09-29,Buy,16 Weeks,-7.97%,Rise by -0.72%,322.28%,Normal Case
2024-11-03,1.4444,2025-01-26,1.4111,2024-10-27,Buy,12 Weeks,-2.31%,Rise by 5.39%,319.97%,Normal Case
2024-11-24,1.4333,2025-01-26,1.4111,2016-02-14,Buy,9 Weeks,-1.55%,Rise by 12.8%,318.42%,Tangent Case
2024-12-22,1.5,2025-03-02,1.5722,2024-12-01,Buy,10 Weeks,4.81%,Rise by 7.78%,323.24%,Normal Case
2024-12-29,1.4778,2025-03-02,1.5722,2024-12-15,Buy,9 Weeks,6.39%,Rise by 9.4%,329.63%,Normal Case
2025-01-05,1.5222,2025-06-08,1.53,2024-12-29,Buy,22 Weeks,0.51%,Rise by 6.21%,330.14%,Normal Case
2025-01-12,1.5167,2025-06-08,1.53,2025-01-05,Buy,21 Weeks,0.88%,Rise by 6.59%,331.01%,Normal Case
2025-02-09,1.5444,2025-06-08,1.53,2025-02-02,Buy,17 Weeks,-0.93%,Rise by -11.62%,330.08%,Normal Case
2025-02-16,1.5778,2025-06-08,1.53,2025-01-26,Buy,16 Weeks,-3.03%,Rise by -13.49%,327.05%,Normal Case
2025-03-02,1.5722,2025-06-08,1.53,2025-02-09,Buy,14 Weeks,-2.68%,Rise by -12.22%,324.37%,Normal Case
2025-03-09,1.6111,2025-06-08,1.53,2024-11-24,Buy,13 Weeks,-5.03%,Rise by -16.21%,319.33%,Local Extrema Case
2025-03-09,1.6111,2025-06-08,1.53,2025-03-02,Buy,13 Weeks,-5.03%,Rise by -16.21%,314.3%,Normal Case
2025-03-30,1.485,2025-06-08,1.53,2025-03-23,Buy,10 Weeks,3.03%,Rise by 16.5%,317.33%,Normal Case
2025-05-25,1.51,2025-08-17,1.7,2025-05-18,Buy,12 Weeks,12.58%,Rise by 14.57%,329.91%,Normal Case
2025-06-29,1.59,2025-09-28,1.735,2025-06-22,Buy,13 Weeks,9.12%,Rise by 16.35%,339.03%,Normal Case
2025-08-03,1.71,2025-08-03,1.71,2025-07-27,Buy,0 Weeks,0.0%,Rise by 0%,339.03%,Normal Case
2025-08-24,1.68,2025-08-24,1.68,2025-08-17,Buy,0 Weeks,0.0%,Rise by 0%,339.03%,Normal Case
2025-09-07,1.71,2025-09-07,1.71,2025-08-31,Buy,0 Weeks,0.0%,Rise by 0%,339.03%,Normal Case
2025-10-12,1.82,2025-10-12,1.82,2025-10-05,Buy,0 Weeks,0.0%,Rise by 0%,339.03%,Normal Case
2025-10-19,1.82,2025-10-19,1.82,2016-02-28,Buy,0 Weeks,0.0%,Rise by 0%,339.03%,Tangent Case
