Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-09 - 2019-12-10,1 days,2019-12-16,4.91,2019-12-24,5.1,6 days,-3.9%,Fall by -7.13%,-3.9%,
Sell,2019-12-27 - 2019-12-30,1 days,2020-01-20,5.33,2020-01-23,5.485,3 days,-2.9%,Fall by 10.13%,-6.8%,
Sell,2020-01-16 - 2020-01-29,9 days,2020-02-03,5.26,2020-02-04,5.395,1 days,-2.6%,Fall by 11.03%,-9.3%,
Buy,2020-02-27 - 2020-03-10,8 days,2020-03-18,4.0,2020-03-23,3.16,3 days,-21.0%,Rise by 17.5%,-30.3%,
Sell,2020-04-20 - 2020-04-30,8 days,2020-05-05,4.47,2020-05-06,4.595,1 days,-2.8%,Fall by -4.03%,-33.1%,
Sell,2020-05-27 - 2020-05-28,1 days,2020-06-10,4.97,2020-06-15,4.86,3 days,2.2%,Fall by 5.43%,-30.9%,
Sell,2020-08-24 - 2020-08-25,1 days,2020-09-02,4.88,2020-09-25,4.875,17 days,0.1%,Fall by 0.82%,-30.8%,
Sell,2020-10-09 - 2020-10-12,1 days,2020-10-16,5.31,2020-10-22,5.49,4 days,-3.4%,Fall by -34.84%,-34.2%,
Sell,2020-12-23 - 2020-12-24,1 days,2021-01-12,7.41,2021-01-13,7.3,1 days,1.5%,Fall by 7.29%,-32.7%,
Sell,2021-03-02 - 2021-03-15,9 days,2021-03-23,7.0,2021-05-04,7.27,30 days,-3.9%,Fall by -7.43%,-36.6%,
Sell,2021-04-12 - 2021-04-14,2 days,2021-04-23,7.1,2021-04-29,7.05,4 days,0.7%,Fall by -5.92%,-35.9%,
Sell,2021-05-06 - 2021-05-12,4 days,2021-05-18,7.3,2021-05-19,7.29,1 days,0.1%,Fall by -3.01%,-35.7%,
Sell,2021-05-12 - 2021-05-21,7 days,2021-06-01,7.61,2021-06-04,7.825,3 days,-2.8%,Fall by 1.18%,-38.6%,
Buy,2021-07-20 - 2021-07-27,5 days,2021-07-29,7.4,2021-09-13,7.775,32 days,5.1%,Rise by 8.78%,-33.5%,
Sell,2021-09-27 - 2021-09-28,1 days,2021-10-07,8.345,2021-10-15,8.28,6 days,0.8%,Fall by 3.71%,-32.7%,
Buy,2022-05-16 - 2022-06-13,20 days,2022-06-15,7.53,2022-08-05,9.075,37 days,20.5%,Rise by 26.76%,-12.2%,
Buy,2022-06-15 - 2022-06-17,2 days,2022-06-23,7.7,2022-07-18,8.09,17 days,5.1%,Rise by 23.96%,-7.1%,
Sell,2022-07-14 - 2022-07-18,2 days,2022-07-22,7.965,2022-07-28,8.3,4 days,-4.2%,Fall by -12.99%,-11.3%,
Sell,2022-08-01 - 2022-08-05,4 days,2022-08-10,9.0,2022-09-02,9.23,17 days,-2.6%,Fall by 0.0%,-13.9%,
Sell,2022-08-18 - 2022-08-22,2 days,2022-09-01,9.015,2022-09-05,9.545,2 days,-5.9%,Fall by 10.15%,-19.8%,
Sell,2022-11-02 - 2022-11-22,14 days,2022-12-02,8.8,2022-12-23,8.55,15 days,2.8%,Fall by 3.41%,-16.9%,
Sell,2023-01-27 - 2023-02-01,3 days,2023-02-08,8.97,2023-02-22,8.68,10 days,3.2%,Fall by 5.46%,-13.7%,
Buy,2023-02-22 - 2023-02-27,3 days,2023-03-01,8.8,2023-04-04,9.28,24 days,5.5%,Rise by 7.05%,-8.3%,
Buy,2023-03-10 - 2023-03-13,1 days,2023-03-24,8.87,2023-04-12,9.35,13 days,5.4%,Rise by 6.2%,-2.8%,
Sell,2023-04-13 - 2023-04-14,1 days,2023-04-20,9.215,2023-04-28,9.55,6 days,-3.6%,Fall by -4.4%,-6.5%,
Sell,2023-05-29 - 2023-05-31,2 days,2023-06-09,9.85,2023-06-13,9.79,2 days,0.6%,Fall by 1.32%,-5.9%,
Buy,2023-07-21 - 2023-07-27,4 days,2023-07-31,9.95,2023-11-15,10.6,77 days,6.5%,Rise by 4.92%,0.7%,
Buy,2023-10-02 - 2023-10-04,2 days,2023-10-18,10.28,2024-01-29,10.87,73 days,5.7%,Rise by 3.11%,6.4%,
Sell,2023-11-07 - 2023-11-09,2 days,2023-11-20,9.92,2023-11-28,9.875,6 days,0.5%,Fall by -2.12%,6.9%,
Sell,2024-01-04 - 2024-01-05,1 days,2024-01-16,10.195,2024-01-23,10.45,5 days,-2.5%,Fall by 0.64%,4.4%,
Sell,2024-01-25 - 2024-01-29,2 days,2024-02-01,10.53,2024-02-02,10.5,1 days,0.3%,Fall by 3.8%,4.6%,
Sell,2024-04-10 - 2024-04-17,5 days,2024-04-22,10.81,2024-04-29,11.11,5 days,-2.8%,Fall by 4.35%,1.9%,
Buy,2024-06-14 - 2024-06-21,5 days,2024-07-03,11.18,2024-09-05,11.895,46 days,6.4%,Rise by 10.91%,8.3%,
Buy,2024-07-17 - 2024-08-05,13 days,2024-08-07,10.54,2024-09-09,12.04,23 days,14.2%,Rise by 17.65%,22.5%,
Sell,2024-09-04 - 2024-09-05,1 days,2024-09-18,12.17,2024-10-03,12.16,11 days,0.1%,Fall by 1.4%,22.6%,
Sell,2024-09-12 - 2024-09-27,11 days,2024-10-02,12.24,2024-10-03,12.16,1 days,0.7%,Fall by 0.49%,23.2%,
Sell,2024-10-23 - 2024-10-24,1 days,2024-10-31,12.6,2024-11-13,12.41,9 days,1.5%,Fall by 4.76%,24.7%,
Buy,2024-11-13 - 2024-11-20,5 days,2024-11-22,12.73,2025-01-28,11.2,47 days,-12.0%,Rise by -0.08%,12.7%,
Sell,2024-11-27 - 2024-11-28,1 days,2024-12-03,12.55,2024-12-06,12.48,3 days,0.6%,Fall by 10.76%,13.3%,
