Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-25,330.55,2021-03-31,327.0,2021-01-14-2021-01-29,277.4-303.54,Sell,4 days,1.07%,Fall by -6.68%,1.07%,
2021-06-22,357.53,2021-08-18,398.8,2020-11-04-2021-06-07,194.9-393.26,Buy,41 days,11.54%,Rise by 6.28%,12.62%,
2021-09-22,385.47,2024-05-24,461.18,2020-11-04-2021-08-30,194.9-420.76,Buy,697 days,19.64%,Rise by 9.07%,32.26%,
2021-10-05,385.81,2021-10-06,388.05,2021-08-30-2021-09-20,380.86-412.72,Sell,1 days,-0.58%,Fall by 2.98%,31.68%,
2021-12-06,389.3,2021-12-06,389.3,2020-11-04-2021-11-02,194.9-426.16,Buy,0 days,0.0%,Rise by 0%,31.68%,
2022-01-12,390.31,2022-01-18,354.4,2021-11-02-2021-12-20,375.63-412.79,Sell,4 days,9.2%,Fall by 9.32%,40.88%,
2022-01-18,354.4,2022-01-18,354.4,2020-11-04-2021-11-02,194.9-426.16,Sell,0 days,-0.0%,Fall by 0%,40.88%,
2022-02-17,349.06,2022-02-17,349.06,2021-06-07-2022-01-24,344.07-387.55,Sell,0 days,-0.0%,Fall by 0%,40.88%,
2022-03-01,328.2,2022-03-10,329.9,2020-11-04-2021-06-07,194.9-393.26,Sell,7 days,-0.52%,Fall by 4.77%,40.36%,
2022-03-25,337.49,2022-04-05,323.96,2022-02-10-2022-03-08,330.56-368.83,Sell,7 days,4.01%,Fall by 7.58%,44.37%,
2022-04-28,318.41,2022-04-28,318.41,2021-06-07-2022-04-07,315.83-387.55,Sell,0 days,-0.0%,Fall by 0%,44.37%,
2022-06-07,321.51,2022-06-07,321.51,2021-11-02-2022-05-12,302.89-412.79,Sell,0 days,-0.0%,Fall by 0%,44.37%,
2022-07-06,293.76,2022-07-06,293.76,2021-08-30-2022-06-17,286.26-412.72,Sell,0 days,-0.0%,Fall by 0%,44.37%,
2022-07-15,293.87,2022-07-15,293.87,2021-07-13-2022-06-17,286.26-372.01,Sell,0 days,-0.0%,Fall by 0%,44.37%,
2022-08-22,342.42,2022-08-22,342.42,2021-11-02-2022-07-14,284.24-412.79,Sell,0 days,-0.0%,Fall by 0%,44.37%,
2022-09-09,340.1,2024-02-28,393.18,2022-07-14-2022-08-15,277.84-358.62,Buy,383 days,15.61%,Rise by 6.23%,59.98%,
2022-11-22,383.87,2022-12-05,371.54,2022-08-15-2022-10-13,308.76-349.05,Sell,9 days,3.21%,Fall by 8.25%,63.19%,
2022-12-02,380.58,2024-01-12,377.75,2022-01-24-2022-11-15,326.23-389.58,Buy,290 days,-0.74%,Rise by 3.94%,62.44%,
2022-12-12,363.18,2025-10-03,789.98,2022-10-13-2022-11-15,287.75-389.58,Buy,734 days,117.52%,Rise by -0.08%,179.96%,
2023-02-16,370.2,2023-02-24,363.85,2022-11-15-2022-12-28,342.85-380.65,Sell,6 days,1.72%,Fall by 13.29%,181.68%,
2023-02-24,363.85,2024-01-25,382.7,2023-01-23-2023-02-09,336.16-379.68,Buy,239 days,5.18%,Rise by 2.6%,186.86%,
2023-03-10,327.67,2023-03-13,315.51,2023-01-23-2023-02-09,336.16-379.68,Sell,1 days,3.71%,Fall by -1.26%,190.57%,
2023-03-13,315.51,2023-03-17,303.54,2022-01-24-2022-11-15,326.23-389.58,Sell,4 days,3.79%,Fall by -5.26%,194.36%,
2023-05-08,326.51,2023-05-08,326.51,2023-01-13-2023-03-17,310.4-362.36,Sell,0 days,-0.0%,Fall by 0%,194.36%,
2023-05-12,319.5,2023-05-16,320.81,2022-10-13-2022-11-15,287.75-389.58,Sell,2 days,-0.41%,Fall by 1.37%,193.95%,
2023-06-26,312.36,2023-06-29,323.09,2022-07-14-2022-11-15,277.84-389.58,Sell,3 days,-3.44%,Fall by 1.33%,190.52%,
2023-07-11,320.88,2023-07-24,358.93,2023-05-01-2023-06-01,324.68-340.37,Sell,9 days,-11.86%,Fall by 10.27%,178.66%,
2023-07-31,355.87,2023-08-09,342.69,2023-05-01-2023-06-27,315.68-340.37,Sell,7 days,3.7%,Fall by 10.67%,182.36%,
2023-08-01,357.72,2024-01-25,382.7,2023-03-17-2023-07-24,301.87-361.62,Buy,127 days,6.98%,Rise by 2.6%,189.35%,
2023-09-22,327.89,2023-09-29,323.57,2023-07-24-2023-08-23,322.45-352.0,Sell,5 days,1.32%,Fall by 10.4%,190.66%,
2023-10-19,299.19,2023-10-24,299.18,2023-03-17-2023-07-24,301.87-361.62,Sell,3 days,0.0%,Fall by -25.98%,190.67%,
2023-11-21,334.97,2023-11-21,334.97,2022-11-15-2023-10-27,298.27-380.65,Sell,0 days,-0.0%,Fall by 0%,190.67%,
2023-12-21,380.57,2023-12-21,380.57,2023-07-24-2023-10-27,298.27-352.0,Sell,0 days,-0.0%,Fall by 0%,190.67%,
2024-06-03,454.98,2024-07-22,487.04,2023-01-23-2024-05-20,336.16-471.48,Buy,35 days,7.05%,Rise by 4.77%,197.71%,
2024-06-18,457.43,2024-08-05,459.02,2023-03-17-2024-05-20,301.87-471.48,Buy,34 days,0.35%,Rise by 11.16%,198.06%,
2024-07-24,486.7,2024-08-02,470.64,2024-05-20-2024-06-14,448.23-462.6,Sell,7 days,3.3%,Fall by 0.75%,201.36%,
2024-08-07,473.01,2024-10-24,524.5,2023-10-27-2024-05-20,289.36-471.48,Buy,56 days,10.89%,Rise by 16.03%,212.25%,
2024-09-10,467.13,2024-09-13,478.99,2023-01-23-2024-07-31,336.16-517.26,Sell,3 days,-2.54%,Fall by -1.48%,209.71%,
2024-09-13,478.99,2024-10-22,518.3,2023-10-27-2024-07-31,289.36-517.26,Buy,27 days,8.21%,Rise by 17.42%,217.91%,
2024-10-22,518.3,2024-10-24,524.5,2024-08-26-2024-09-11,471.89-505.32,Sell,2 days,-1.2%,Fall by -4.91%,216.72%,
2024-12-12,591.61,2025-02-05,645.45,2024-08-05-2024-11-29,437.37-612.73,Buy,39 days,9.1%,Rise by -12.05%,225.82%,
2024-12-20,566.1,2025-01-28,637.8,2023-10-27-2024-11-29,289.36-612.73,Buy,27 days,12.67%,Rise by 5.39%,238.48%,
2025-02-14,660.55,2025-02-21,625.6,2024-11-29-2024-12-18,579.47-607.06,Sell,5 days,5.29%,Fall by 10.54%,243.78%,
2025-02-27,608.0,2025-02-27,608.0,2024-08-05-2025-02-18,437.37-672.19,Buy,0 days,0.0%,Rise by 0%,243.78%,
2025-03-03,605.26,2025-03-04,581.14,2024-08-05-2025-02-18,437.37-672.19,Sell,1 days,3.99%,Fall by 12.03%,247.76%,
2025-03-04,581.14,2025-03-07,559.67,2023-03-17-2025-02-18,301.87-672.19,Sell,3 days,3.69%,Fall by 15.88%,251.46%,
2025-03-06,567.67,2025-03-10,531.66,2023-10-27-2025-02-18,289.36-672.19,Sell,2 days,6.34%,Fall by 11.45%,257.8%,
2025-03-07,559.67,2025-03-10,531.66,2022-07-14-2025-02-18,277.84-672.19,Sell,1 days,5.0%,Fall by 11.45%,262.8%,
2025-03-10,531.66,2025-03-25,585.94,2023-03-17-2024-11-29,301.87-612.73,Sell,11 days,-10.21%,Fall by 21.11%,252.59%,
2025-03-12,535.71,2025-03-12,535.71,2023-10-27-2025-02-18,289.36-672.19,Buy,0 days,0.0%,Rise by 0%,252.59%,
2025-03-13,524.81,2025-03-24,580.1,2023-10-27-2024-11-29,289.36-612.73,Sell,7 days,-10.54%,Fall by 19.75%,242.06%,
2025-04-02,563.1,2025-04-03,511.23,2025-02-18-2025-03-13,538.14-661.02,Sell,1 days,9.21%,Fall by -37.42%,251.27%,
2025-04-04,470.81,2025-04-09,516.87,2022-01-24-2024-07-31,326.23-517.26,Sell,3 days,-9.78%,Fall by -36.59%,241.49%,
2025-04-08,462.22,2025-04-09,516.87,2023-03-17-2024-07-31,301.87-517.26,Sell,1 days,-11.82%,Fall by -36.59%,229.66%,
