Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-04,144.77,2021-05-12,135.94,2020-12-04-2021-01-29,119.97-132.77,Sell,49 days,6.1%,Fall by 0.69%,6.1%
2021-03-09,147.0,2021-03-23,142.42,2021-01-29-2021-02-25,115.5-159.98,Buy,10 days,-3.12%,Rise by 6.05%,2.98%
2021-04-15,149.18,2021-04-21,144.76,2020-11-04-2021-02-25,95.13-159.98,Buy,4 days,-2.96%,Rise by 0.75%,0.02%
2021-06-08,145.72,2021-06-18,138.83,2021-02-25-2021-05-12,141.31-148.8,Sell,8 days,4.73%,Fall by 5.75%,4.75%
2021-07-19,130.85,2021-07-21,140.36,2021-02-25-2021-06-29,136.81-148.8,Sell,2 days,-7.27%,Fall by 7.38%,-2.52%
2021-08-05,141.72,2021-08-05,141.72,2021-04-29-2021-07-19,132.9-148.75,Sell,0 days,-0.0%,Fall by 0%,-2.52%
2021-08-06,141.59,2022-02-23,167.97,2021-07-19-2021-07-29,127.23-149.8,Buy,143 days,18.63%,Rise by 6.16%,16.11%
2021-08-17,130.36,2021-08-23,134.15,2021-01-29-2021-02-25,115.5-159.98,Sell,4 days,-2.91%,Fall by -14.25%,13.21%
2021-08-31,135.14,2021-09-08,133.78,2021-06-01-2021-07-19,132.9-144.31,Sell,6 days,1.01%,Fall by -14.57%,14.21%
2021-10-22,154.75,2021-11-23,157.44,2021-07-29-2021-08-19,130.38-143.34,Sell,22 days,-1.74%,Fall by 4.93%,12.47%
2021-11-23,157.44,2023-08-17,202.33,2021-07-19-2021-11-05,127.23-171.68,Buy,452 days,28.51%,Rise by 3.26%,40.99%
2021-12-03,149.98,2021-12-22,162.58,2020-11-04-2021-11-05,95.13-171.68,Sell,13 days,-8.4%,Fall by 5.46%,32.58%
2022-01-11,165.2,2022-01-13,164.51,2021-11-05-2021-11-26,147.76-166.23,Sell,2 days,0.42%,Fall by 10.0%,33.0%
2022-01-19,154.2,2022-01-27,153.71,2021-01-29-2021-11-05,115.5-171.68,Sell,6 days,0.32%,Fall by 3.68%,33.32%
2022-02-24,168.75,2022-02-28,170.14,2022-01-04-2022-01-25,158.25-165.8,Sell,2 days,-0.82%,Fall by 4.52%,32.5%
2022-02-28,170.14,2022-04-26,177.25,2021-11-26-2022-02-16,140.55-184.99,Buy,41 days,4.18%,Rise by -13.11%,36.68%
2022-03-01,164.91,2022-03-04,159.28,2021-01-29-2022-02-16,115.5-184.99,Sell,3 days,3.41%,Fall by -1.99%,40.09%
2022-03-04,159.28,2022-03-07,148.06,2020-11-04-2022-02-16,95.13-184.99,Sell,1 days,7.04%,Fall by -9.72%,47.13%
2022-03-10,162.56,2022-03-10,162.56,2021-07-19-2022-02-16,127.23-184.99,Buy,0 days,0.0%,Rise by 0%,47.13%
2022-03-25,171.52,2022-04-26,177.25,2021-01-29-2022-02-16,115.5-184.99,Buy,22 days,3.34%,Rise by -13.11%,50.47%
2022-04-07,164.66,2022-04-13,175.54,2022-02-16-2022-03-08,159.11-178.0,Sell,4 days,-6.61%,Fall by 12.26%,43.87%
2022-04-13,175.54,2024-02-14,235.39,2020-11-04-2022-02-16,95.13-184.99,Buy,480 days,34.09%,Rise by 8.45%,77.96%
2022-04-29,177.52,2024-02-29,249.87,2021-07-19-2022-04-21,127.23-195.9,Buy,479 days,40.76%,Rise by 2.16%,118.72%
2022-05-03,173.04,2022-05-09,163.85,2021-01-29-2022-04-21,115.5-195.9,Sell,4 days,5.31%,Fall by 6.84%,124.03%
2022-05-05,177.66,2024-02-14,235.39,2022-03-08-2022-04-21,146.07-195.9,Buy,464 days,32.49%,Rise by 8.45%,156.52%
2022-05-09,163.85,2022-05-16,162.33,2020-11-04-2022-04-21,95.13-195.9,Sell,5 days,0.93%,Fall by 10.58%,157.45%
2022-06-13,152.1,2022-06-16,145.16,2022-04-21-2022-05-24,156.69-183.7,Sell,3 days,4.56%,Fall by -4.97%,162.01%
2022-06-16,145.16,2022-06-22,136.46,2022-03-08-2022-04-21,146.07-195.9,Sell,4 days,5.99%,Fall by -11.66%,168.01%
2022-06-17,145.23,2022-06-22,136.46,2021-11-26-2022-04-21,140.55-195.9,Sell,3 days,6.04%,Fall by -11.66%,174.05%
2022-06-21,141.58,2022-06-22,136.46,2021-11-26-2022-02-16,140.55-184.99,Sell,1 days,3.62%,Fall by -11.66%,177.66%
