Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
FRACTAL TRACK,VGT,Long,Daily,2025-02-05,624.69,2025-08-05,683.55,9.422273447630008,129,92.59,27,177
FRACTAL TRACK,VGT,Long,Daily,2025-01-06,641.58,2025-07-24,687.13,7.0996602138470575,143,92.59,27,177
