Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-05-12,9.05,2020-05-19,8.19,Sell,4 days,Fall by -6.080000%,9.5
2020-09-30,11.08,2020-10-07,11.52,Sell,4 days,Fall by -14.260000%,-3.97
2020-10-05,11.32,2020-10-14,11.52,Buy,6 days,Rise by 21.910000%,1.77
2020-12-08,12.93,2020-12-24,13.17,Sell,11 days,Fall by 8.120000%,-1.86
2021-01-29,11.88,2021-02-02,12.3,Sell,1 days,Fall by -1.010000%,-3.54
2021-05-13,13.48,2021-05-14,14.1,Sell,0 days,Fall by 0.150000%,-4.6
2021-06-07,13.46,2021-06-18,13.95,Sell,8 days,Fall by -3.190000%,-3.64
2021-07-19,13.89,2021-08-11,14.39,Sell,16 days,Fall by 0.790000%,-3.6
2021-07-27,14.03,2021-08-23,13.9,Sell,18 days,Fall by 1.780000%,0.93
2021-08-18,13.86,2021-09-02,14.36,Sell,10 days,Fall by 9.450000%,-3.61
2021-09-01,14.2,2022-05-24,13.73,Buy,188 days,Rise by -10.420000%,-3.31
2021-09-13,13.95,2021-09-21,13.23,Sell,5 days,Fall by 10.040000%,5.16
2021-09-16,13.66,2021-09-23,12.99,Sell,4 days,Fall by 9.810000%,4.9
2021-09-20,13.13,2021-09-29,12.68,Sell,6 days,Fall by 6.170000%,3.43
2022-02-18,12.39,2022-03-02,12.67,Sell,7 days,Fall by 3.150000%,-2.26
2022-03-08,12.01,2022-03-16,12.71,Sell,5 days,Fall by 0.080000%,-5.83
2022-03-22,12.15,2022-04-11,11.81,Sell,13 days,Fall by 7.980000%,2.8
2022-05-11,12.47,2022-05-18,13.7,Buy,4 days,Rise by 13.630000%,9.86
2022-05-16,13.49,2022-05-27,14.03,Buy,8 days,Rise by 5.040000%,4.0
2022-07-20,14.42,2022-08-04,15.16,Buy,10 days,Rise by 21.360000%,5.13
2022-07-29,14.7,2022-08-09,15.0,Buy,6 days,Rise by 19.050000%,2.04
2022-08-04,15.16,2022-08-16,17.49,Buy,7 days,Rise by 11.410000%,15.37
2022-08-12,17.25,2022-10-19,17.73,Buy,47 days,Rise by -2.090000%,2.78
2022-10-07,16.46,2022-10-13,17.57,Sell,3 days,Fall by -6.930000%,-6.74
2022-10-18,18.43,2022-11-28,18.69,Buy,28 days,Rise by -0.270000%,1.41
2023-01-24,19.06,2023-02-01,18.63,Sell,5 days,Fall by 5.560000%,2.26
2023-01-27,18.47,2023-02-07,19.33,Sell,6 days,Fall by 2.540000%,-4.66
2023-01-30,18.3,2023-02-07,19.33,Sell,5 days,Fall by 1.640000%,-5.63
2023-02-22,19.32,2023-03-14,18.35,Sell,13 days,Fall by 6.830000%,5.02
2023-03-09,18.66,2023-03-16,18.64,Sell,4 days,Fall by 6.380000%,0.11
2023-03-27,17.62,2023-04-13,17.79,Sell,12 days,Fall by 2.500000%,-0.96
2023-04-17,17.5,2023-04-27,17.8,Sell,7 days,Fall by -14.060000%,-1.71
2023-04-25,17.01,2023-04-27,17.8,Sell,1 days,Fall by -17.340000%,-4.64
2023-05-10,20.35,2023-07-17,21.37,Buy,47 days,Rise by 1.570000%,5.01
2023-07-12,21.01,2023-07-31,21.27,Buy,12 days,Rise by 3.520000%,1.24
2023-09-27,19.15,2023-10-06,20.0,Sell,6 days,Fall by 2.300000%,-4.44
2023-11-06,19.81,2023-11-10,20.51,Buy,3 days,Rise by 11.860000%,3.53
2023-11-29,21.5,2023-12-06,21.99,Buy,4 days,Rise by 7.630000%,2.28
2023-12-01,22.16,2024-01-17,22.26,Buy,32 days,Rise by 4.420000%,0.45
2024-02-12,22.0,2024-02-14,22.53,Sell,1 days,Fall by -1.000000%,-2.41
2024-03-25,21.78,2024-04-17,21.32,Sell,16 days,Fall by 2.620000%,2.11
2024-04-08,22.06,2024-05-08,23.25,Buy,21 days,Rise by 12.150000%,5.39
2024-06-17,23.98,2024-06-26,24.74,Sell,6 days,Fall by -4.590000%,-3.17
2024-10-31,28.49,2024-11-18,28.31,Sell,11 days,Fall by 4.980000%,0.63
2024-11-13,28.26,2024-11-18,28.31,Sell,2 days,Fall by 0.000000%,-0.18
2025-01-08,28.7,2025-01-22,29.26,Sell,9 days,Fall by 2.440000%,-1.95
2025-01-22,29.26,2025-04-21,29.84,Buy,62 days,Rise by 0.550000%,1.98
2025-02-05,28.06,2025-02-18,29.19,Sell,8 days,Fall by 3.310000%,-4.03
2025-03-11,27.82,2025-03-21,28.11,Sell,7 days,Fall by 3.090000%,-1.04
2025-03-27,29.25,2025-04-21,29.84,Buy,16 days,Rise by 12.990000%,2.02
2025-04-01,29.2,2025-04-21,29.84,Buy,13 days,Rise by 13.180000%,2.19
2025-06-16,32.24,2025-06-23,33.4,Sell,4 days,Fall by -11.880000%,-3.6
2025-09-24,35.95,2025-10-15,37.42,Sell,14 days,Fall by -5.230000%,-4.09
2025-10-29,37.08,2025-10-29,37.08,Sell,0 days,Fall by -2.020000%,0.0
