Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2013-08-04,13.01,2013-12-15,14.36,Buy,94 days,Rise by 12.300000%,10.38
2015-03-01,16.02,2015-04-19,17.49,Buy,34 days,Rise by 23.970000%,9.18
2015-03-08,16.2,2015-04-19,17.49,Buy,29 days,Rise by 22.590000%,7.96
2015-12-13,15.7,2015-12-27,17.0,Sell,9 days,Fall by 14.010000%,-8.28
2016-01-17,15.21,2016-02-21,14.02,Sell,24 days,Fall by 9.930000%,7.82
2016-05-22,15.02,2018-11-11,7.42,Buy,644 days,Rise by -10.190000%,-50.6
2016-06-19,14.14,2016-07-24,14.89,Sell,24 days,Fall by 5.520000%,-5.3
2016-09-25,15.95,2018-11-11,7.42,Buy,554 days,Rise by -23.950000%,-53.48
2017-09-24,9.24,2017-11-05,10.01,Buy,29 days,Rise by 8.770000%,8.33
2018-09-09,7.01,2018-11-04,8.0,Buy,39 days,Rise by -11.980000%,14.12
2019-01-13,7.64,2019-04-07,8.36,Buy,59 days,Rise by 10.600000%,9.42
2019-03-10,7.88,2019-04-14,8.03,Buy,24 days,Rise by 26.270000%,1.9
2019-05-19,9.88,2019-08-11,10.47,Buy,59 days,Rise by 9.010000%,5.97
2019-10-06,10.5,2019-11-03,11.3,Sell,19 days,Fall by -4.670000%,-7.62
2019-11-03,11.3,2020-02-09,13.19,Buy,69 days,Rise by 16.900000%,16.73
2020-03-22,8.03,2020-03-29,8.9,Sell,4 days,Fall by -47.950000%,-10.83
2021-01-24,12.3,2021-03-07,13.14,Sell,29 days,Fall by -9.430000%,-6.83
2021-08-08,14.15,2021-10-10,13.07,Sell,44 days,Fall by 9.820000%,7.63
2022-05-22,13.69,2022-08-14,17.25,Buy,59 days,Rise by 26.000000%,26.0
2022-08-07,15.11,2022-09-11,16.43,Buy,24 days,Rise by 27.800000%,8.74
2022-12-11,19.3,2023-06-11,19.96,Buy,129 days,Rise by 1.240000%,3.42
2023-01-22,19.52,2023-06-11,19.96,Buy,99 days,Rise by -12.140000%,2.25
2024-03-24,21.99,2024-05-19,24.38,Sell,39 days,Fall by -23.280000%,-10.87
2024-04-28,21.35,2024-05-19,24.38,Sell,14 days,Fall by -26.980000%,-14.19
2024-07-21,26.17,2024-09-15,28.44,Buy,39 days,Rise by 12.720000%,8.67
2024-08-25,27.75,2024-10-13,29.5,Buy,34 days,Rise by 6.310000%,6.31
2025-03-09,28.18,2025-04-20,30.09,Sell,29 days,Fall by -27.790000%,-6.78
2025-04-20,30.09,2025-06-01,32.7,Buy,29 days,Rise by 23.930000%,8.67
2025-07-13,35.15,2025-08-24,36.63,Buy,29 days,Rise by 8.140000%,4.21
2025-08-03,35.99,2025-08-03,35.99,Buy,0 days,Rise by 5.610000%,0.0
2025-10-26,37.71,2025-10-26,37.71,Buy,0 days,Rise by 0.320000%,0.0
