Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-16 - 2020-01-17,1 days,2020-01-31,29.0955,2020-02-04,29.929,2 days,-2.9%,Fall by 20.2%,-2.9%,
Sell,2020-02-14 - 2020-02-21,5 days,2020-02-26,30.4249,2020-03-02,29.6488,3 days,2.6%,Fall by 13.33%,-0.3%,
Buy,2020-03-11 - 2020-03-18,5 days,2020-03-24,20.1707,2020-03-25,22.0174,1 days,9.2%,Rise by 31.24%,8.8%,
Sell,2020-04-08 - 2020-04-09,1 days,2020-04-15,25.1792,2020-04-22,24.4462,5 days,2.9%,Fall by 10.74%,11.8%,
Sell,2020-04-24 - 2020-05-04,6 days,2020-05-14,23.2067,2020-05-15,22.7594,1 days,1.9%,Fall by -1.97%,13.7%,
Buy,2020-06-30 - 2020-07-07,5 days,2020-07-10,24.069,2020-07-15,25.384,3 days,5.5%,Rise by 2.22%,19.1%,
Buy,2020-08-12 - 2020-08-17,3 days,2020-08-24,24.3061,2020-10-28,21.7246,47 days,-10.6%,Rise by 3.95%,8.5%,
Sell,2020-08-28 - 2020-09-03,4 days,2020-09-30,23.7456,2020-10-05,24.4301,3 days,-2.9%,Fall by 10.15%,5.6%,
Buy,2020-09-10 - 2020-09-24,10 days,2020-09-28,24.1283,2020-10-29,21.6276,23 days,-10.4%,Rise by -10.36%,-4.7%,
Sell,2020-10-05 - 2020-10-08,3 days,2020-10-14,24.1013,2020-10-16,23.972,2 days,0.5%,Fall by 11.47%,-4.2%,
Sell,2020-11-18 - 2020-11-24,4 days,2020-11-27,28.72,2020-12-01,28.2673,2 days,1.6%,Fall by 8.97%,-2.6%,
Buy,2020-12-16 - 2020-12-18,2 days,2020-12-22,27.5451,2021-02-11,29.1727,37 days,5.9%,Rise by 9.25%,3.3%,
Buy,2021-01-13 - 2021-01-14,1 days,2021-01-25,26.4888,2021-02-04,28.1056,8 days,6.1%,Rise by 13.61%,9.4%,
