Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
FRACTAL TRACK,DIS,Long,Daily,2025-06-25,119.42,2025-07-11,119.87,0.37682130296433,12,96.0,25,59,
FRACTAL TRACK,DIS,Long,Daily,2024-12-19,111.37,2025-06-13,117.94,5.899254736464033,126,96.0,25,59,
