Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2023-10-01,53.52,2024-01-14,70.0,2023-09-24,Buy,15 Weeks,30.79%,Rise by 164.61%,30.79%,Absolute Extrema Case,
2023-10-08,54.08,2024-01-14,70.0,2023-10-01,Buy,14 Weeks,29.44%,Rise by 161.87%,60.23%,Normal Case,
2023-11-05,53.49,2024-01-14,70.0,2023-10-22,Buy,10 Weeks,30.87%,Rise by 164.76%,91.1%,Normal Case,
2024-04-14,126.33,2024-07-28,149.0,2024-04-07,Buy,15 Weeks,17.95%,Rise by 43.43%,109.04%,Normal Case,
2024-06-02,120.52,2024-10-13,151.46,2024-05-26,Buy,19 Weeks,25.67%,Rise by 26.97%,134.71%,Normal Case,
2024-07-07,181.19,2024-10-13,151.46,2024-06-30,Buy,14 Weeks,-16.41%,Rise by -25.14%,118.3%,Normal Case,
2024-08-11,117.0,2024-10-13,151.46,2024-04-21,Buy,9 Weeks,29.45%,Rise by 30.79%,147.76%,Local Extrema Case,
2024-11-03,141.48,2025-02-09,162.51,2024-10-27,Buy,14 Weeks,14.86%,Rise by 14.87%,162.62%,Normal Case,
2024-12-15,151.91,2025-07-20,156.74,2024-12-08,Buy,31 Weeks,3.18%,Rise by -13.31%,165.8%,Normal Case,
2025-01-12,140.49,2025-07-20,156.74,2025-01-05,Buy,27 Weeks,11.57%,Rise by -10.63%,177.37%,Normal Case,
2025-02-09,162.51,2025-07-20,156.74,2025-02-02,Buy,23 Weeks,-3.55%,Rise by -33.67%,173.82%,Normal Case,
2025-02-16,159.54,2025-07-20,156.74,2025-01-26,Buy,22 Weeks,-1.76%,Rise by -45.02%,172.06%,Normal Case,
2025-05-25,127.18,2025-05-25,127.18,2025-05-18,Buy,0 Weeks,0.0%,Rise by 0%,172.06%,Normal Case,
2025-06-22,145.04,2025-06-22,145.04,2025-06-15,Buy,0 Weeks,0.0%,Rise by 0%,172.06%,Normal Case,
2025-06-29,165.46,2025-06-29,165.46,2025-06-22,Buy,0 Weeks,0.0%,Rise by 0%,172.06%,Normal Case,
2025-10-12,154.81,2025-10-12,154.81,2025-10-05,Buy,0 Weeks,0.0%,Rise by 0%,172.06%,Normal Case,
