Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-01-19,133.6,2021-07-22,137.8,131 days,3.140000%,3.140000%,Rise by 2.970000%,3.140000%
Buy,2021-09-29,142.02,2022-01-10,160.52,72 days,13.030000%,13.030000%,Rise by 1.690000%,16.170000%
Buy,2022-03-09,148.77,2022-12-20,150.46,203 days,1.140000%,1.140000%,Rise by 10.000000%,17.310000%
Buy,2023-01-20,142.97,2024-02-14,155.63,277 days,8.860000%,8.860000%,Rise by -1.410000%,26.160000%
Buy,2024-04-05,156.1,2024-12-09,170.79,175 days,9.410000%,9.410000%,Rise by 7.850000%,35.570000%
Buy,2025-01-07,161.3,2025-01-07,161.3,0 days,0.00%,0.00%,Rise by 0%,35.570000%
