Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-02-24,114.74,2021-02-24,114.74,2020-11-04-2021-01-26,107.78-118.99,Buy,0 days,0.0%,Rise by 0%,0.0%
2021-04-06,116.75,2021-06-07,122.53,2021-01-26-2021-03-04,112.8-117.86,Sell,44 days,-4.95%,Fall by -3.87%,-4.95%
2021-09-15,133.21,2024-07-30,150.18,2021-03-04-2021-09-03,109.93-137.04,Buy,749 days,12.74%,Rise by 4.67%,7.79%
2021-09-22,131.57,2021-09-22,131.57,2020-11-04-2021-09-03,107.78-137.04,Buy,0 days,0.0%,Rise by 0%,7.79%
2021-11-10,133.54,2021-11-26,131.97,2021-09-03-2021-10-06,126.02-135.91,Sell,12 days,1.18%,Fall by 3.36%,8.96%
2021-11-18,133.78,2021-11-18,133.78,2021-10-06-2021-11-03,124.5-135.34,Buy,0 days,0.0%,Rise by 0%,8.96%
2022-01-06,135.04,2022-01-12,136.42,2021-11-03-2021-12-02,130.66-133.74,Sell,4 days,-1.02%,Fall by 7.24%,7.94%
2022-01-12,136.42,2024-07-22,148.72,2021-03-04-2021-12-30,109.93-141.98,Buy,658 days,9.02%,Rise by 5.7%,16.96%
2022-01-26,127.54,2022-01-26,127.54,2021-10-06-2021-12-30,124.5-141.98,Buy,0 days,0.0%,Rise by 0%,16.96%
2022-02-16,130.57,2022-02-23,126.55,2021-12-30-2022-01-24,129.26-141.31,Sell,5 days,3.08%,Fall by 0.41%,20.04%
2022-03-11,128.94,2022-04-07,141.98,2021-12-30-2022-02-24,127.32-141.31,Sell,19 days,-10.11%,Fall by 10.96%,9.92%
2022-03-28,137.26,2022-04-20,140.28,2022-02-09-2022-02-24,127.32-133.65,Sell,17 days,-2.2%,Fall by 10.16%,7.72%
2022-04-20,140.28,2022-04-20,140.28,2021-03-04-2022-04-08,109.93-143.42,Buy,0 days,0.0%,Rise by 0%,7.72%
2022-05-04,132.77,2024-07-22,148.72,2022-02-24-2022-04-08,124.06-143.42,Buy,578 days,12.01%,Rise by 5.7%,19.74%
2022-06-06,129.84,2022-06-10,125.49,2022-04-08-2022-05-12,127.33-141.78,Sell,4 days,3.35%,Fall by -1.31%,23.09%
