Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2022-02-01,7.64,2022-04-04,8.18,Buy,44 Days,-3.83,Rise by 4.58%,7.07%,7.07%,
2022-06-01,7.77,2022-08-25,9.06,Buy,61 Days,-4.92,Rise by 0.9%,16.6%,23.67%,
2022-07-01,7.55,2022-08-25,9.06,Buy,39 Days,-3.71,Rise by 5.83%,20.0%,43.67%,
2022-10-18,8.05,2022-12-14,8.83,Buy,41 Days,-3.52,Rise by 8.57%,9.69%,53.36%,
2023-12-01,9.795,2024-02-01,10.53,Buy,44 Days,-3.4,Rise by 2.6%,7.5%,60.86%,
2024-08-01,10.7,2024-10-30,12.9,Buy,64 Days,-4.42,Rise by 2.8%,20.56%,81.42%,
2025-02-11,11.1,2025-05-12,11.64,Buy,64 Days,-3.73,Rise by 0.72%,4.86%,86.29%,
2025-03-06,10.5,2025-05-12,11.64,Buy,47 Days,-4.53,Rise by 3.33%,10.86%,97.15%,
2025-04-01,10.14,2025-08-04,11.425,Buy,89 Days,-7.43,Rise by 4.83%,12.67%,109.82%,
