Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2022-05-02,120.45,2022-11-16,133.12,Buy,142 Days,-5.94,Rise by 1.44%,10.52%,10.52%,
2025-04-01,243.66,2025-07-09,283.16,Buy,71 Days,-6.56,Rise by -10.99%,16.21%,26.73%,
