Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2006-12-31,12.33,2008-12-31,7.93,522 days,2000-12-31/12.1186,-35.66%,-35.66%,Rise by -14.97%,-35.66%,
Buy,2025-11-03,6.63,2025-11-03,6.63,0 days,2023-12-31/6.56,0.00%,0.00%,Rise by 0%,-35.66%,
