Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-01-16 - 2020-01-21,3 days,2020-02-03,66.36,2020-02-21,69.7,14 days,5.0%,Rise by 20.89%,5.0%
Sell,2020-02-26 - 2020-02-27,1 days,2020-03-10,72.34,2020-03-17,74.52,5 days,-3.0%,Fall by 0.0%,2.0%
Sell,2020-03-06 - 2020-03-19,9 days,2020-03-26,73.86,2020-03-27,72.85,1 days,1.4%,Fall by 2.06%,3.4%
Sell,2020-04-02 - 2020-04-07,3 days,2020-04-21,78.53,2020-04-22,81.31,1 days,-3.5%,Fall by 7.88%,-0.2%
Sell,2020-07-02 - 2020-07-06,2 days,2020-07-15,76.65,2020-07-27,74.54,8 days,2.8%,Fall by 10.23%,2.6%
Buy,2020-08-07 - 2020-08-11,2 days,2020-08-14,68.5,2020-10-19,60.57,46 days,-11.6%,Rise by -5.77%,-9.0%
Buy,2020-08-28 - 2020-09-01,2 days,2020-09-11,65.58,2020-10-28,58.72,33 days,-10.5%,Rise by -1.57%,-19.4%
Buy,2020-10-20 - 2020-10-28,6 days,2020-10-30,58.15,2021-01-06,61.95,48 days,6.5%,Rise by 5.86%,-12.9%
Sell,2020-11-18 - 2020-12-01,9 days,2020-12-11,60.76,2020-12-23,57.38,8 days,5.6%,Fall by 6.76%,-7.3%
Sell,2021-01-08 - 2021-01-11,1 days,2021-01-21,66.98,2021-01-26,66.7,3 days,0.4%,Fall by 8.33%,-6.9%
Sell,2021-01-21 - 2021-01-26,3 days,2021-01-29,65.6,2021-02-01,65.1,1 days,0.8%,Fall by 6.4%,-6.2%
Sell,2021-01-26 - 2021-02-05,8 days,2021-02-17,65.1,2021-02-24,63.71,5 days,2.1%,Fall by 2.5%,-4.0%
Sell,2021-03-30 - 2021-04-01,2 days,2021-04-07,65.6,2021-04-12,64.66,3 days,1.4%,Fall by 3.25%,-2.6%
Sell,2021-04-06 - 2021-04-16,8 days,2021-04-23,65.48,2021-05-10,67.48,11 days,-3.1%,Fall by 0.24%,-5.6%
Sell,2021-05-17 - 2021-05-18,1 days,2021-05-25,66.23,2021-05-27,65.9,2 days,0.5%,Fall by -1.81%,-5.1%
