Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
FRACTAL TRACK,MA,Long,Daily,2024-04-23,462.82,2025-08-28,590.48,27.583077654379675,352,93.1,29,397
FRACTAL TRACK,MA,Long,Daily,2023-06-02,373.73,2025-06-16,568.67,52.160650737163174,531,93.1,29,397
