Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-04-09 - 2020-04-14,3 days,2020-04-22,20.46,2020-04-27,21.47,3 days,-4.9%,Fall by -0.68%,-4.9%,
Sell,2020-06-02 - 2020-06-04,2 days,2020-06-12,23.7,2020-06-16,23.23,2 days,2.0%,Fall by -24.35%,-3.0%,
Sell,2020-07-06 - 2020-07-13,5 days,2020-07-17,29.98,2020-07-21,29.95,2 days,0.1%,Fall by 1.7%,-2.9%,
Sell,2020-07-30 - 2020-08-03,2 days,2020-08-06,30.99,2020-08-10,30.73,2 days,0.8%,Fall by 12.81%,-2.0%,
Buy,2020-08-18 - 2020-08-21,3 days,2020-09-09,27.01,2020-09-14,29.67,3 days,9.8%,Rise by 27.21%,7.8%,
Sell,2020-10-07 - 2020-10-08,1 days,2020-10-21,33.93,2020-10-27,33.04,4 days,2.6%,Fall by 8.22%,10.5%,
Buy,2020-11-03 - 2020-11-10,5 days,2020-11-16,32.39,2020-11-27,34.79,9 days,7.4%,Rise by 26.43%,17.9%,
Sell,2020-12-03 - 2020-12-10,5 days,2020-12-23,39.06,2020-12-28,37.15,3 days,4.9%,Fall by 0.38%,22.8%,
Buy,2021-01-04 - 2021-01-11,5 days,2021-01-13,40.35,2021-01-21,42.75,6 days,5.9%,Rise by 22.68%,28.7%,
Sell,2021-02-19 - 2021-02-22,1 days,2021-03-05,46.75,2021-03-12,47.93,5 days,-2.5%,Fall by 11.14%,26.2%,
Sell,2021-04-13 - 2021-04-15,2 days,2021-04-20,44.73,2021-04-21,46.75,1 days,-4.5%,Fall by 13.53%,21.7%,
Sell,2021-04-15 - 2021-04-22,5 days,2021-04-28,45.4,2021-05-03,45.31,3 days,0.2%,Fall by 12.33%,21.9%,
Buy,2021-05-27 - 2021-06-02,4 days,2021-06-04,37.5,2021-07-06,33.58,22 days,-10.5%,Rise by -10.45%,11.4%,
