Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-22 - 2020-01-24,2 days,2020-02-03,48.02,2020-02-04,49.45,1 days,-3.0%,Fall by 18.76%,-3.0%,
Buy,2020-02-27 - 2020-02-28,1 days,2020-03-13,43.9,2020-03-16,38.71,1 days,-11.8%,Rise by 29.77%,-14.8%,
Buy,2020-03-16 - 2020-03-18,2 days,2020-03-20,39.61,2020-03-23,41.64,1 days,5.1%,Rise by 43.83%,-9.7%,
Sell,2020-03-30 - 2020-03-31,1 days,2020-04-03,42.59,2020-04-06,47.52,1 days,-11.6%,Fall by -17.12%,-21.3%,
Sell,2020-04-15 - 2020-04-16,1 days,2020-04-22,55.92,2020-04-23,55.9,1 days,0.0%,Fall by 7.47%,-21.2%,
Sell,2020-08-06 - 2020-08-07,1 days,2020-08-17,82.42,2020-08-25,86.35,6 days,-4.8%,Fall by 9.33%,-26.0%,
Buy,2020-10-22 - 2020-11-02,7 days,2020-11-17,83.36,2020-11-30,92.66,9 days,11.2%,Rise by 16.51%,-14.8%,
Sell,2020-12-01 - 2020-12-02,1 days,2020-12-09,89.83,2020-12-14,94.78,3 days,-5.5%,Fall by 4.66%,-20.3%,
Sell,2020-12-02 - 2020-12-15,9 days,2020-12-21,93.23,2020-12-23,91.55,2 days,1.8%,Fall by 8.14%,-18.5%,
Buy,2021-01-29 - 2021-02-01,1 days,2021-02-08,91.47,2021-03-03,80.86,17 days,-11.6%,Rise by -11.6%,-30.1%,
Sell,2021-04-09 - 2021-04-15,4 days,2021-04-20,79.27,2021-04-21,81.61,1 days,-3.0%,Fall by 7.8%,-33.1%,
Sell,2021-04-27 - 2021-04-28,1 days,2021-05-03,78.55,2021-05-05,77.83,2 days,0.9%,Fall by -9.34%,-32.2%,
Buy,2021-05-05 - 2021-05-06,1 days,2021-05-12,74.64,2021-05-27,78.42,11 days,5.1%,Rise by 9.82%,-27.1%,
Sell,2021-07-02 - 2021-07-07,3 days,2021-07-14,89.05,2021-07-20,87.11,4 days,2.2%,Fall by -16.16%,-24.9%,
Sell,2021-08-03 - 2021-08-04,1 days,2021-08-09,107.58,2021-08-12,106.5,3 days,1.0%,Fall by 6.73%,-23.9%,
Buy,2021-08-20 - 2021-09-13,16 days,2021-09-21,102.82,2021-10-21,119.33,22 days,16.1%,Rise by 57.47%,-7.9%,
Sell,2021-11-22 - 2021-11-30,6 days,2021-12-03,144.01,2021-12-16,138.64,9 days,3.7%,Fall by 10.93%,-4.1%,
Buy,2021-12-13 - 2021-12-14,1 days,2021-12-21,144.25,2021-12-27,154.36,4 days,7.0%,Rise by -11.08%,2.9%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-01-31,114.25,2022-02-02,122.76,2 days,7.4%,Rise by -10.5%,10.3%,
Sell,2022-03-28 - 2022-03-30,2 days,2022-04-04,110.53,2022-04-13,97.74,7 days,11.6%,Fall by 18.71%,21.9%,
Buy,2022-04-12 - 2022-04-14,2 days,2022-04-19,96.93,2022-04-26,85.16,5 days,-12.1%,Rise by -10.9%,9.7%,
Buy,2022-04-27 - 2022-05-12,11 days,2022-05-26,98.75,2022-06-13,86.99,12 days,-11.9%,Rise by -11.91%,-2.2%,
Sell,2022-05-17 - 2022-05-18,1 days,2022-05-23,95.07,2022-05-26,98.75,3 days,-3.9%,Fall by 13.7%,-6.0%,
Sell,2022-06-02 - 2022-06-06,2 days,2022-06-09,98.8,2022-06-15,89.3,4 days,9.6%,Fall by 18.24%,3.6%,
Buy,2022-07-01 - 2022-07-05,2 days,2022-07-27,89.82,2022-07-29,94.47,2 days,5.2%,Rise by -10.67%,8.8%,
Sell,2022-08-01 - 2022-08-02,1 days,2022-08-08,100.07,2022-08-10,99.05,2 days,1.0%,Fall by 11.57%,9.8%,
Buy,2022-08-30 - 2022-09-07,6 days,2022-09-09,85.45,2022-09-15,76.66,4 days,-10.3%,Rise by -21.39%,-0.5%,
Buy,2022-09-22 - 2022-09-29,5 days,2022-10-03,66.11,2022-10-07,58.44,4 days,-11.6%,Rise by -13.43%,-12.1%,
Sell,2022-11-14 - 2022-11-15,1 days,2022-11-28,73.19,2022-11-30,77.63,2 days,-6.1%,Fall by 10.63%,-18.2%,
Buy,2022-12-20 - 2022-12-28,6 days,2023-01-09,67.24,2023-01-17,71.59,6 days,6.5%,Rise by 31.34%,-11.7%,
Sell,2023-01-13 - 2023-01-18,3 days,2023-01-25,74.91,2023-02-01,84.64,5 days,-13.0%,Fall by -2.27%,-24.7%,
Sell,2023-01-25 - 2023-01-26,1 days,2023-02-06,83.68,2023-02-07,85.91,1 days,-2.7%,Fall by 2.46%,-27.4%,
Buy,2023-02-23 - 2023-02-28,3 days,2023-03-03,81.52,2023-03-14,87.45,7 days,7.3%,Rise by 23.01%,-20.1%,
Sell,2023-03-17 - 2023-03-23,4 days,2023-03-28,94.56,2023-03-30,97.88,2 days,-3.5%,Fall by 11.38%,-23.6%,
Sell,2023-05-02 - 2023-05-04,2 days,2023-05-12,95.26,2023-05-16,101.48,2 days,-6.5%,Fall by -12.86%,-30.1%,
Sell,2023-05-18 - 2023-05-23,3 days,2023-06-01,119.47,2023-06-02,117.86,1 days,1.3%,Fall by 10.01%,-28.8%,
Buy,2023-07-06 - 2023-07-11,3 days,2023-07-25,113.0,2023-09-15,101.49,38 days,-10.2%,Rise by -1.96%,-39.0%,
Buy,2023-08-18 - 2023-08-25,5 days,2023-08-29,105.92,2023-10-26,93.67,42 days,-11.6%,Rise by 2.92%,-50.5%,
Sell,2023-08-23 - 2023-08-24,1 days,2023-09-07,106.59,2023-09-08,106.09,1 days,0.5%,Fall by 9.97%,-50.1%,
Buy,2023-09-22 - 2023-09-25,1 days,2023-10-04,104.07,2023-11-03,112.25,22 days,7.9%,Rise by 73.28%,-42.2%,
Sell,2023-10-10 - 2023-10-12,2 days,2023-10-17,105.14,2023-10-18,102.17,1 days,2.8%,Fall by -11.11%,-39.4%,
Sell,2023-11-20 - 2023-11-22,2 days,2023-12-01,121.39,2023-12-05,118.38,2 days,2.5%,Fall by -11.48%,-36.9%,
Sell,2023-12-28 - 2023-12-29,1 days,2024-01-12,146.56,2024-01-16,158.74,2 days,-8.3%,Fall by -12.1%,-45.2%,
Sell,2024-01-19 - 2024-01-22,1 days,2024-01-29,177.83,2024-02-01,170.48,3 days,4.1%,Fall by 7.61%,-41.1%,
Sell,2024-02-16 - 2024-02-22,4 days,2024-02-27,178.0,2024-02-28,176.54,1 days,0.8%,Fall by 13.47%,-40.3%,
Sell,2024-03-04 - 2024-03-06,2 days,2024-03-12,202.76,2024-03-15,191.06,3 days,5.8%,Fall by 10.98%,-34.5%,
Buy,2024-03-21 - 2024-04-01,7 days,2024-04-03,180.77,2024-04-15,160.32,8 days,-11.3%,Rise by -18.88%,-45.8%,
Buy,2024-03-25 - 2024-04-05,9 days,2024-04-09,170.78,2024-04-19,146.64,8 days,-14.1%,Rise by -15.52%,-59.9%,
Buy,2024-04-25 - 2024-05-02,5 days,2024-05-06,155.78,2024-05-17,164.47,9 days,5.6%,Rise by 10.16%,-54.4%,
Sell,2024-05-21 - 2024-05-23,2 days,2024-06-10,160.34,2024-06-12,160.24,2 days,0.1%,Fall by 13.73%,-54.3%,
Buy,2024-06-12 - 2024-06-18,4 days,2024-06-21,161.23,2024-07-05,171.9,10 days,6.6%,Rise by 14.1%,-47.7%,
Buy,2024-07-26 - 2024-07-30,2 days,2024-08-06,130.18,2024-08-12,136.77,4 days,5.1%,Rise by 32.74%,-42.6%,
Sell,2024-10-08 - 2024-10-09,1 days,2024-10-14,165.27,2024-10-17,156.25,3 days,5.5%,Fall by 10.09%,-37.2%,
Buy,2024-10-17 - 2024-10-23,4 days,2024-10-25,156.23,2024-10-29,166.25,2 days,6.4%,Rise by -10.84%,-30.7%,
