Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-06 - 2020-01-09,3 days,2020-01-14,93.472,2020-01-28,92.6625,10 days,0.9%,Fall by 10.31%,0.9%,
Sell,2020-02-10 - 2020-02-11,1 days,2020-02-14,106.7435,2020-02-26,98.9795,8 days,7.3%,Fall by 10.95%,8.1%,
Buy,2020-02-28 - 2020-03-09,6 days,2020-03-17,90.392,2020-03-24,97.005,5 days,7.3%,Rise by 36.85%,15.5%,
Sell,2020-03-30 - 2020-03-31,1 days,2020-04-03,95.3295,2020-04-06,99.8795,1 days,-4.8%,Fall by -19.9%,10.7%,
Sell,2020-04-13 - 2020-04-16,3 days,2020-04-22,118.1745,2020-04-30,123.7,6 days,-4.7%,Fall by -25.02%,6.0%,
Sell,2020-05-20 - 2020-05-21,1 days,2020-05-27,120.5195,2020-05-28,120.055,1 days,0.4%,Fall by -22.59%,6.4%,
Sell,2020-07-10 - 2020-07-13,1 days,2020-07-16,149.995,2020-07-17,148.0985,1 days,1.3%,Fall by 1.5%,7.7%,
Sell,2020-07-21 - 2020-07-31,8 days,2020-08-10,157.408,2020-08-18,165.6245,6 days,-5.2%,Fall by 6.14%,2.4%,
Sell,2020-08-20 - 2020-08-24,2 days,2020-09-04,164.731,2020-09-08,157.492,2 days,4.4%,Fall by 8.81%,6.8%,
Sell,2020-10-09 - 2020-10-12,1 days,2020-10-15,166.9325,2020-10-19,160.3605,2 days,3.9%,Fall by 10.01%,10.8%,
Buy,2021-02-23 - 2021-02-26,3 days,2021-03-08,147.5975,2021-03-11,155.6795,3 days,5.5%,Rise by 17.59%,16.2%,
Sell,2021-04-13 - 2021-04-19,4 days,2021-05-04,165.5935,2021-05-07,164.5805,3 days,0.6%,Fall by 3.77%,16.9%,
Sell,2021-06-16 - 2021-06-18,2 days,2021-06-28,172.1945,2021-06-30,172.008,2 days,0.1%,Fall by 7.44%,17.0%,
Buy,2021-09-30 - 2021-10-04,2 days,2021-10-21,171.7505,2021-11-18,184.803,20 days,7.6%,Rise by 7.6%,24.6%,
Sell,2021-10-19 - 2021-10-20,1 days,2021-10-25,166.0185,2021-10-28,172.3285,3 days,-3.8%,Fall by 14.08%,20.8%,
Sell,2021-11-09 - 2021-11-10,1 days,2021-11-23,179.002,2021-11-29,178.0785,4 days,0.5%,Fall by 11.22%,21.3%,
Buy,2021-12-03 - 2021-12-14,7 days,2021-12-16,168.871,2022-01-20,151.6675,25 days,-10.2%,Rise by -10.19%,11.1%,
Buy,2021-12-07 - 2021-12-16,7 days,2021-12-21,170.417,2022-01-20,151.6675,22 days,-11.0%,Rise by -11.0%,0.1%,
Sell,2021-12-23 - 2021-12-27,2 days,2021-12-30,168.6445,2022-01-04,167.522,3 days,0.7%,Fall by 10.07%,0.8%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-01-31,149.5735,2022-02-04,157.6395,4 days,5.4%,Rise by 13.2%,6.1%,
Sell,2022-03-21 - 2022-03-23,2 days,2022-03-31,162.9975,2022-04-04,168.3465,2 days,-3.3%,Fall by 11.44%,2.9%,
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-25,106.775,2022-05-27,115.1465,2 days,7.8%,Rise by 35.59%,10.7%,
Sell,2022-06-02 - 2022-06-06,2 days,2022-06-09,116.15,2022-06-15,107.67,4 days,7.3%,Fall by 7.96%,18.0%,
Sell,2022-08-08 - 2022-08-10,2 days,2022-08-18,142.3,2022-08-23,133.62,3 days,6.1%,Fall by 11.38%,24.1%,
Buy,2022-09-23 - 2022-10-12,13 days,2022-10-14,106.9,2022-11-02,92.12,13 days,-13.8%,Rise by -13.83%,10.3%,
Buy,2022-11-03 - 2022-11-09,4 days,2022-11-11,100.79,2022-12-06,88.25,17 days,-12.4%,Rise by -12.44%,-2.2%,
Sell,2022-11-28 - 2022-12-01,3 days,2022-12-06,88.25,2022-12-12,90.55,4 days,-2.6%,Fall by 7.29%,-4.8%,
Buy,2022-12-07 - 2022-12-20,9 days,2022-12-23,85.25,2023-01-11,95.09,13 days,11.5%,Rise by 32.45%,6.8%,
Buy,2022-12-28 - 2023-01-06,7 days,2023-01-20,97.25,2023-02-01,105.15,8 days,8.1%,Rise by 6.89%,14.9%,
Sell,2023-01-13 - 2023-01-18,3 days,2023-02-06,102.18,2023-02-08,100.05,2 days,2.1%,Fall by 11.21%,17.0%,
Buy,2023-02-22 - 2023-03-01,5 days,2023-03-03,94.9,2023-03-16,100.04,9 days,5.4%,Rise by 9.54%,22.4%,
Sell,2023-03-07 - 2023-03-09,2 days,2023-03-20,97.71,2023-03-21,100.61,1 days,-3.0%,Fall by -4.44%,19.4%,
Sell,2023-03-17 - 2023-03-22,3 days,2023-04-06,102.06,2023-04-21,106.96,11 days,-4.8%,Fall by 0.01%,14.6%,
Sell,2023-04-24 - 2023-04-27,3 days,2023-05-02,103.63,2023-05-09,106.62,5 days,-2.9%,Fall by -27.22%,11.7%,
Sell,2023-05-18 - 2023-05-30,8 days,2023-06-08,124.25,2023-06-09,123.43,1 days,0.7%,Fall by -6.11%,12.4%,
Buy,2023-07-27 - 2023-08-03,5 days,2023-08-10,138.56,2023-10-25,121.39,54 days,-12.4%,Rise by 4.54%,0.0%,
Sell,2023-09-13 - 2023-09-14,1 days,2023-09-19,137.63,2023-09-25,131.27,4 days,4.6%,Fall by 11.8%,4.6%,
Buy,2023-09-25 - 2023-09-28,3 days,2023-10-02,129.46,2023-11-01,137.0,22 days,5.8%,Rise by 14.11%,10.5%,
Sell,2023-11-14 - 2023-11-15,1 days,2023-12-11,145.89,2023-12-15,149.97,4 days,-2.8%,Fall by 0.9%,7.7%,
Sell,2023-12-19 - 2023-12-20,1 days,2023-12-29,151.94,2024-01-05,145.24,5 days,4.4%,Fall by -13.18%,12.1%,
Sell,2023-12-20 - 2024-01-11,16 days,2024-01-17,151.71,2024-01-23,156.02,4 days,-2.8%,Fall by -13.35%,9.2%,
Sell,2024-01-29 - 2024-01-30,1 days,2024-02-16,169.51,2024-02-21,168.59,3 days,0.5%,Fall by -1.45%,9.8%,
Sell,2024-05-07 - 2024-05-09,2 days,2024-05-14,187.07,2024-05-16,183.63,2 days,1.8%,Fall by 5.68%,11.6%,
Buy,2024-05-24 - 2024-05-31,5 days,2024-06-04,179.34,2024-06-21,189.08,13 days,5.4%,Rise by 11.52%,17.0%,
Sell,2024-06-12 - 2024-06-24,8 days,2024-07-01,197.2,2024-07-12,194.49,9 days,1.4%,Fall by 14.86%,18.4%,
Sell,2024-07-05 - 2024-07-08,1 days,2024-07-15,192.72,2024-07-22,182.55,5 days,5.3%,Fall by 12.88%,23.7%,
Buy,2024-07-22 - 2024-07-25,3 days,2024-07-29,183.2,2024-08-05,161.02,5 days,-12.1%,Rise by -1.69%,11.6%,
Buy,2024-07-25 - 2024-08-05,7 days,2024-08-07,162.77,2024-08-15,177.59,6 days,9.1%,Rise by 19.16%,20.7%,
Sell,2024-09-23 - 2024-09-24,1 days,2024-09-30,186.33,2024-10-02,184.76,2 days,0.8%,Fall by -5.79%,21.5%,
Sell,2024-10-22 - 2024-10-30,6 days,2024-11-11,206.84,2024-11-13,214.1,2 days,-3.5%,Fall by -5.28%,18.0%,
Sell,2024-12-06 - 2024-12-09,1 days,2024-12-13,227.46,2024-12-19,223.29,4 days,1.8%,Fall by 4.26%,19.9%,
Buy,2025-01-02 - 2025-01-14,8 days,2025-01-17,225.94,2025-03-06,200.7,34 days,-11.2%,Rise by -11.17%,8.7%,
Sell,2025-01-23 - 2025-01-28,3 days,2025-02-10,233.14,2025-02-11,232.76,1 days,0.2%,Fall by 10.47%,8.9%,
Buy,2025-02-24 - 2025-02-25,1 days,2025-03-05,208.36,2025-04-03,178.41,21 days,-14.4%,Rise by -1.27%,-5.5%,
Buy,2025-03-18 - 2025-03-31,9 days,2025-04-02,196.01,2025-04-04,171.0,2 days,-12.8%,Rise by -14.64%,-18.3%,
Sell,2025-05-12 - 2025-05-13,1 days,2025-05-16,205.59,2025-05-20,204.07,2 days,0.7%,Fall by -2.95%,-17.5%,
Sell,2025-06-10 - 2025-06-11,1 days,2025-06-23,208.47,2025-06-26,217.12,3 days,-4.1%,Fall by -1.53%,-21.7%,
Sell,2025-07-15 - 2025-07-22,5 days,2025-08-04,211.65,2025-08-06,222.31,2 days,-5.0%,Fall by -3.07%,-26.7%,
Sell,2025-09-08 - 2025-09-09,1 days,2025-09-12,228.15,2025-09-16,234.05,2 days,-2.6%,Fall by 6.62%,-29.3%,
Buy,2025-09-25 - 2025-10-06,7 days,2025-10-24,224.21,2025-10-31,244.22,5 days,8.9%,Rise by 8.92%,-20.4%,
