Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-12-13,5.345,2016-03-27,6.355,2015-11-22,Buy,15 Weeks,18.9%,Rise by 25.72%,18.9%,Absolute Extrema Case
2015-12-13,5.345,2016-03-27,6.355,2015-12-06,Buy,15 Weeks,18.9%,Rise by 25.72%,37.79%,Normal Case
2015-12-27,5.45,2016-03-27,6.355,2015-12-13,Buy,13 Weeks,16.61%,Rise by 23.3%,54.4%,Normal Case
2016-01-10,5.65,2016-03-27,6.355,2016-01-03,Buy,11 Weeks,12.48%,Rise by 18.94%,66.88%,Normal Case
2016-01-17,5.59,2016-03-27,6.355,2016-01-10,Buy,10 Weeks,13.69%,Rise by 20.21%,80.56%,Normal Case
2016-02-07,5.59,2016-05-29,6.41,2016-01-31,Buy,16 Weeks,14.67%,Rise by 17.53%,95.23%,Normal Case
2016-02-21,6.34,2016-05-29,6.41,2016-02-07,Buy,14 Weeks,1.1%,Rise by 3.63%,96.33%,Normal Case
2016-05-08,6.545,2016-08-28,7.2,2016-05-01,Buy,16 Weeks,10.01%,Rise by 12.76%,106.34%,Normal Case
2016-05-22,6.25,2016-08-28,7.2,2016-05-08,Buy,14 Weeks,15.2%,Rise by 18.08%,121.54%,Normal Case
2016-06-19,6.5,2016-08-28,7.2,2016-06-05,Buy,10 Weeks,10.77%,Rise by 17.23%,132.31%,Normal Case
2016-08-07,7.25,2017-03-19,7.06,2016-07-31,Buy,32 Weeks,-2.62%,Rise by -12.69%,129.69%,Normal Case
2016-09-04,7.62,2017-03-19,7.06,2016-08-28,Buy,28 Weeks,-7.35%,Rise by -10.5%,122.34%,Normal Case
2016-09-11,7.355,2017-03-19,7.06,2016-09-04,Buy,27 Weeks,-4.01%,Rise by -10.94%,118.33%,Normal Case
2016-10-16,6.62,2017-03-19,7.06,2016-07-03,Buy,22 Weeks,6.65%,Rise by 9.21%,124.98%,Local Extrema Case
2016-10-30,6.55,2017-03-19,7.06,2016-10-23,Buy,20 Weeks,7.79%,Rise by 10.38%,132.76%,Normal Case
2017-01-01,6.25,2017-03-19,7.06,2016-12-18,Buy,11 Weeks,12.96%,Rise by 15.68%,145.72%,Normal Case
2017-01-15,6.725,2017-03-19,7.06,2016-12-25,Buy,9 Weeks,4.98%,Rise by 7.51%,150.7%,Normal Case
2017-01-29,6.86,2017-05-21,6.86,2017-01-22,Buy,16 Weeks,0.0%,Rise by 3.94%,150.7%,Normal Case
2017-05-21,6.86,2017-12-31,6.48,2017-04-30,Buy,32 Weeks,-5.54%,Rise by -10.13%,145.17%,Normal Case
2017-07-02,7.13,2017-12-31,6.48,2017-06-25,Buy,26 Weeks,-9.12%,Rise by -11.5%,136.05%,Normal Case
2017-08-20,7.05,2017-12-31,6.48,2017-08-13,Buy,19 Weeks,-8.09%,Rise by -11.06%,127.96%,Normal Case
2017-10-01,6.44,2017-12-31,6.48,2017-09-24,Buy,13 Weeks,0.62%,Rise by 4.35%,128.58%,Normal Case
2017-10-29,6.225,2017-12-31,6.48,2017-10-22,Buy,9 Weeks,4.1%,Rise by 7.95%,132.68%,Normal Case
2018-02-04,6.65,2018-07-01,6.78,2018-01-21,Buy,21 Weeks,1.95%,Rise by 4.21%,134.64%,Normal Case
2018-02-11,6.28,2018-07-01,6.78,2017-11-19,Buy,20 Weeks,7.96%,Rise by 10.35%,142.6%,Local Extrema Case
2018-04-08,6.34,2018-07-01,6.78,2018-04-01,Buy,12 Weeks,6.94%,Rise by 9.31%,149.54%,Normal Case
2018-05-06,6.45,2018-09-16,6.995,2018-04-29,Buy,19 Weeks,8.45%,Rise by 7.44%,157.99%,Normal Case
2018-05-13,6.66,2018-09-16,6.995,2018-04-22,Buy,18 Weeks,5.03%,Rise by 4.05%,163.02%,Normal Case
2018-07-01,6.78,2018-09-16,6.995,2018-06-24,Buy,11 Weeks,3.17%,Rise by 8.85%,166.19%,Normal Case
2018-08-19,6.865,2018-12-23,7.21,2018-08-12,Buy,18 Weeks,5.03%,Rise by 11.0%,171.21%,Normal Case
2018-10-07,7.25,2018-12-23,7.21,2018-09-23,Buy,11 Weeks,-0.55%,Rise by 5.1%,170.66%,Normal Case
2018-10-28,6.81,2019-01-13,7.22,2018-08-05,Buy,11 Weeks,6.02%,Rise by 11.89%,176.68%,Local Extrema Case
2018-11-11,7.2,2019-01-13,7.22,2018-10-21,Buy,9 Weeks,0.28%,Rise by 5.83%,176.96%,Normal Case
2018-11-25,7.0,2019-02-17,7.5,2018-09-16,Buy,12 Weeks,7.14%,Rise by 8.86%,184.1%,Local Extrema Case
2018-12-09,7.25,2019-02-17,7.5,2018-12-02,Buy,10 Weeks,3.45%,Rise by 5.1%,187.55%,Normal Case
2018-12-30,7.14,2019-04-21,8.0,2018-12-23,Buy,16 Weeks,12.04%,Rise by 14.01%,199.6%,Normal Case
2019-01-06,7.28,2019-04-21,8.0,2018-12-16,Buy,15 Weeks,9.89%,Rise by 11.81%,209.49%,Normal Case
2019-03-10,7.69,2019-07-14,9.56,2019-03-03,Buy,18 Weeks,24.32%,Rise by 28.09%,233.8%,Normal Case
