Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,25.28,2016-04-03,22.09,2015-11-15,Buy,19 Weeks,-12.62%,Rise by -14.56%,-12.62%,Absolute Extrema Case
2015-12-27,23.93,2016-04-03,22.09,2015-12-13,Buy,14 Weeks,-7.69%,Rise by -15.09%,-20.31%,Normal Case
2016-01-10,23.57,2016-04-03,22.09,2015-12-20,Buy,12 Weeks,-6.28%,Rise by -10.06%,-26.59%,Absolute Extrema Case
2016-02-14,20.32,2016-06-19,24.5,2016-02-07,Buy,18 Weeks,20.57%,Rise by 33.81%,-6.02%,Absolute Extrema Case
2016-05-01,23.68,2016-07-10,24.35,2016-04-24,Buy,10 Weeks,2.83%,Rise by 14.82%,-3.19%,Normal Case
2016-05-08,23.57,2016-07-10,24.35,2016-05-01,Buy,9 Weeks,3.31%,Rise by 15.36%,0.12%,Normal Case
2016-05-22,23.99,2016-09-25,26.9,2016-05-15,Buy,18 Weeks,12.13%,Rise by 13.34%,12.25%,Normal Case
2016-08-07,25.7,2017-01-08,34.26,2016-07-31,Buy,22 Weeks,33.31%,Rise by 37.67%,45.56%,Normal Case
2016-08-21,26.55,2017-01-08,34.26,2016-08-14,Buy,20 Weeks,29.04%,Rise by 33.26%,74.6%,Normal Case
2016-08-28,26.58,2017-01-08,34.26,2016-08-21,Buy,19 Weeks,28.89%,Rise by 33.11%,103.49%,Normal Case
2016-09-04,27.19,2017-01-08,34.26,2016-08-28,Buy,18 Weeks,26.0%,Rise by 30.12%,129.5%,Normal Case
2016-09-11,26.8,2017-01-08,34.26,2016-09-04,Buy,17 Weeks,27.84%,Rise by 32.01%,157.33%,Normal Case
2016-10-16,27.37,2017-01-08,34.26,2016-07-03,Buy,12 Weeks,25.17%,Rise by 29.27%,182.51%,Local Extrema Case
2016-10-16,27.37,2017-01-08,34.26,2016-10-09,Buy,12 Weeks,25.17%,Rise by 29.27%,207.68%,Normal Case
2016-10-30,29.6,2017-01-08,34.26,2016-10-23,Buy,10 Weeks,15.74%,Rise by 19.53%,223.42%,Normal Case
2016-11-06,30.6,2017-01-08,34.26,2016-10-30,Buy,9 Weeks,11.96%,Rise by 16.93%,235.38%,Normal Case
2017-01-01,35.0,2017-08-13,29.17,2015-12-06,Buy,32 Weeks,-16.66%,Rise by -12.2%,218.73%,Tangent Case
2017-01-01,35.0,2017-08-13,29.17,2016-12-25,Buy,32 Weeks,-16.66%,Rise by -12.2%,202.07%,Normal Case
2017-04-02,31.05,2017-08-13,29.17,2017-03-26,Buy,19 Weeks,-6.05%,Rise by -11.43%,196.01%,Normal Case
2017-07-02,27.97,2017-10-29,31.58,2017-06-25,Buy,17 Weeks,12.91%,Rise by 17.05%,208.92%,Normal Case
2017-08-13,29.17,2017-10-29,31.58,2017-08-06,Buy,11 Weeks,8.26%,Rise by 12.24%,217.18%,Normal Case
2017-08-20,29.74,2017-10-29,31.58,2017-08-13,Buy,10 Weeks,6.19%,Rise by 10.09%,223.37%,Normal Case
2017-10-01,32.16,2018-01-21,32.85,2017-09-24,Buy,16 Weeks,2.15%,Rise by 5.66%,225.51%,Normal Case
2017-12-31,32.86,2018-07-08,41.36,2017-12-24,Buy,27 Weeks,25.87%,Rise by 47.41%,251.38%,Normal Case
2018-02-11,30.31,2018-07-08,41.36,2017-11-19,Buy,21 Weeks,36.46%,Rise by 59.82%,287.84%,Local Extrema Case
2018-03-04,32.2,2018-07-08,41.36,2018-02-25,Buy,18 Weeks,28.45%,Rise by 50.43%,316.29%,Normal Case
2018-03-25,32.95,2018-07-08,41.36,2018-03-18,Buy,15 Weeks,25.52%,Rise by 47.01%,341.81%,Normal Case
2018-04-08,33.95,2018-07-08,41.36,2017-12-10,Buy,13 Weeks,21.83%,Rise by 42.68%,363.64%,Local Extrema Case
2018-04-08,33.95,2018-07-08,41.36,2018-04-01,Buy,13 Weeks,21.83%,Rise by 42.68%,385.46%,Normal Case
2018-04-29,36.75,2018-07-08,41.36,2018-04-22,Buy,10 Weeks,12.54%,Rise by 31.81%,398.01%,Normal Case
2018-05-06,36.6,2018-07-08,41.36,2018-04-29,Buy,9 Weeks,13.01%,Rise by 32.35%,411.01%,Normal Case
2018-06-03,39.74,2018-09-16,47.77,2018-05-27,Buy,15 Weeks,20.21%,Rise by 21.89%,431.22%,Normal Case
2018-06-24,41.65,2018-09-16,47.77,2018-06-17,Buy,12 Weeks,14.69%,Rise by 16.3%,445.91%,Normal Case
2018-08-19,47.13,2019-03-17,40.55,2018-08-12,Buy,30 Weeks,-13.96%,Rise by -12.12%,431.95%,Normal Case
2018-09-30,46.88,2019-03-17,40.55,2016-01-03,Buy,24 Weeks,-13.5%,Rise by -11.65%,418.45%,Tangent Case
2018-10-28,42.46,2019-03-17,40.55,2018-07-29,Buy,20 Weeks,-4.5%,Rise by -11.4%,413.95%,Local Extrema Case
2018-11-04,43.51,2019-03-17,40.55,2018-10-28,Buy,19 Weeks,-6.8%,Rise by -21.17%,407.15%,Normal Case
2019-03-10,39.58,2019-05-12,43.14,2019-02-24,Buy,9 Weeks,8.99%,Rise by 11.9%,416.14%,Normal Case
2019-05-12,43.14,2019-08-18,37.94,2019-04-21,Buy,14 Weeks,-12.05%,Rise by -10.04%,404.09%,Normal Case
2019-05-19,44.29,2019-08-18,37.94,2019-05-12,Buy,13 Weeks,-14.34%,Rise by -10.02%,389.75%,Normal Case
2019-08-04,39.69,2019-11-24,43.82,2019-07-28,Buy,16 Weeks,10.41%,Rise by 20.96%,400.16%,Normal Case
2020-03-29,29.44,2020-06-28,46.47,2020-03-22,Buy,13 Weeks,57.85%,Rise by 104.59%,458.0%,Normal Case
2020-05-10,37.78,2020-09-13,57.67,2020-05-03,Buy,18 Weeks,52.65%,Rise by 59.42%,510.65%,Normal Case
2020-06-14,44.18,2020-09-13,57.67,2020-06-07,Buy,13 Weeks,30.53%,Rise by 36.33%,541.18%,Normal Case
2020-07-05,49.42,2020-09-13,57.67,2020-06-28,Buy,10 Weeks,16.69%,Rise by 21.87%,557.88%,Normal Case
2020-10-25,66.05,2021-01-24,65.09,2020-10-18,Buy,13 Weeks,-1.45%,Rise by 46.66%,556.42%,Normal Case
2020-11-01,59.32,2021-01-24,65.09,2020-10-11,Buy,12 Weeks,9.73%,Rise by 63.3%,566.15%,Normal Case
2021-01-31,84.94,2021-06-20,109.91,2021-01-24,Buy,20 Weeks,29.4%,Rise by 36.33%,595.55%,Normal Case
2021-02-28,88.89,2021-06-20,109.91,2021-02-21,Buy,16 Weeks,23.65%,Rise by 30.27%,619.19%,Normal Case
2021-05-09,107.51,2021-08-15,139.79,2021-05-02,Buy,14 Weeks,30.03%,Rise by 34.01%,649.22%,Normal Case
2021-05-16,108.37,2021-08-15,139.79,2021-05-09,Buy,13 Weeks,28.99%,Rise by 32.94%,678.21%,Normal Case
2021-06-20,109.91,2021-09-19,144.07,2021-06-13,Buy,13 Weeks,31.08%,Rise by 31.08%,709.29%,Normal Case
2021-07-25,130.4,2021-11-14,143.06,2021-07-18,Buy,16 Weeks,9.71%,Rise by 10.48%,719.0%,Normal Case
2021-08-22,137.59,2021-11-14,143.06,2021-08-01,Buy,12 Weeks,3.98%,Rise by 6.29%,722.98%,Normal Case
2021-09-19,144.07,2022-04-10,103.84,2021-09-12,Buy,29 Weeks,-27.92%,Rise by -15.87%,695.05%,Normal Case
2021-11-28,143.36,2022-04-10,103.84,2021-11-21,Buy,19 Weeks,-27.57%,Rise by -15.46%,667.49%,Normal Case
2021-12-26,141.1,2022-04-10,103.84,2021-12-19,Buy,15 Weeks,-26.41%,Rise by -16.14%,641.08%,Normal Case
2022-02-13,136.46,2022-09-11,136.2,2022-02-06,Buy,30 Weeks,-0.19%,Rise by -23.9%,640.89%,Normal Case
2022-02-20,130.44,2022-09-11,136.2,2021-12-05,Buy,29 Weeks,4.42%,Rise by -20.39%,645.3%,Local Extrema Case
2022-02-20,130.44,2022-09-11,136.2,2022-02-13,Buy,29 Weeks,4.42%,Rise by -20.39%,649.72%,Normal Case
