Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2004-01-31,4.14,2004-05-31,4.66,Sell,84 days,Fall by 2.630000%,-12.49
2005-01-31,4.13,2005-08-31,4.02,Sell,151 days,Fall by 4.550000%,2.73
2005-03-31,4.5,2005-03-31,4.5,Buy,0 days,Rise by -7.120000%,0.0
