Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
1969-12-31,7.88,1976-09-30,7.55,Buy,1760 days,Rise by -17.510000%,-4.19,
1974-09-30,7.94,1979-03-31,9.11,Buy,1174 days,Rise by 6.800000%,14.74,
1976-12-31,6.81,1979-09-30,9.44,Sell,715 days,Fall by -29.370000%,-38.62,
1980-12-31,12.43,1982-03-31,14.18,Buy,324 days,Rise by 27.430000%,14.08,
1982-12-31,10.36,1986-12-31,7.23,Sell,1042 days,Fall by 1.060000%,30.21,
1991-12-31,6.71,1994-06-30,7.33,Sell,651 days,Fall by 10.130000%,-9.23,
1993-06-30,5.8,1994-09-30,7.6,Sell,326 days,Fall by 3.880000%,-31.02,
1994-09-30,7.6,1997-09-30,6.11,Buy,781 days,Rise by -18.370000%,-19.63,
1997-12-31,5.74,1999-06-30,5.81,Sell,389 days,Fall by 23.160000%,-1.24,
1999-12-31,6.44,2005-06-30,3.94,Buy,1433 days,Rise by -10.210000%,-38.69,
2003-06-30,3.53,2003-06-30,3.53,Sell,0 days,Fall by -18.370000%,0.0,
