Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2023-06-08 - 2023-06-09,1 days,2023-06-23,9.49,2023-06-27,9.94,2 days,-4.7%,Fall by -6.11%,63.8%,
Sell,2023-06-16 - 2023-06-28,8 days,2023-07-06,10.41,2023-07-07,10.79,1 days,-3.7%,Fall by 3.27%,60.1%,
Sell,2023-07-12 - 2023-07-17,3 days,2023-07-21,12.76,2023-07-28,12.73,5 days,0.2%,Fall by 13.01%,60.4%,
Buy,2023-10-16 - 2023-10-20,4 days,2023-10-24,9.32,2023-11-08,8.365,11 days,-10.2%,Rise by -14.91%,50.1%,
Buy,2023-11-10 - 2023-11-16,4 days,2023-11-22,8.22,2023-11-28,8.64,4 days,5.1%,Rise by 61.31%,55.2%,
Sell,2023-12-11 - 2023-12-14,3 days,2023-12-29,12.74,2024-01-04,11.98,4 days,6.0%,Fall by 16.25%,61.2%,
Sell,2023-12-18 - 2024-01-03,12 days,2024-01-10,12.14,2024-01-18,10.67,6 days,12.1%,Fall by 11.53%,73.3%,
Sell,2023-12-20 - 2023-12-27,5 days,2024-01-02,12.37,2024-01-04,11.98,2 days,3.2%,Fall by 13.42%,76.5%,
Buy,2024-01-17 - 2024-01-19,2 days,2024-02-02,10.92,2024-02-09,11.55,5 days,5.8%,Rise by 84.34%,82.2%,
Sell,2024-02-12 - 2024-02-14,2 days,2024-02-21,13.59,2024-02-22,13.97,1 days,-2.8%,Fall by -19.43%,79.4%,
Sell,2024-03-08 - 2024-03-14,4 days,2024-04-01,19.41,2024-04-03,19.21,2 days,1.0%,Fall by 12.0%,80.5%,
Buy,2024-04-16 - 2024-04-17,1 days,2024-04-22,17.19,2024-05-15,18.52,17 days,7.7%,Rise by 37.87%,88.2%,
Buy,2024-04-17 - 2024-05-10,17 days,2024-05-14,18.02,2024-05-29,21.085,11 days,17.0%,Rise by 31.52%,105.2%,
Sell,2024-05-07 - 2024-05-09,2 days,2024-05-23,19.24,2024-05-24,20.51,1 days,-6.6%,Fall by -11.07%,98.6%,
Sell,2024-05-21 - 2024-06-03,9 days,2024-06-11,23.22,2024-06-18,21.86,5 days,5.9%,Fall by 12.14%,104.5%,
Sell,2024-07-08 - 2024-07-09,1 days,2024-07-19,23.41,2024-07-26,21.2,5 days,9.4%,Fall by 26.48%,113.9%,
Sell,2024-09-19 - 2024-09-30,7 days,2024-10-03,22.43,2024-10-07,23.32,2 days,-4.0%,Fall by -4.73%,109.9%,
Sell,2024-10-10 - 2024-10-15,3 days,2024-10-18,26.83,2024-10-28,27.88,6 days,-3.9%,Fall by -37.68%,106.0%,
Sell,2024-11-08 - 2024-11-11,1 days,2024-11-15,32.32,2024-11-18,35.0,1 days,-8.3%,Fall by -14.29%,97.7%,
Sell,2024-12-05 - 2024-12-16,7 days,2024-12-19,36.94,2024-12-20,38.33,1 days,-3.8%,Fall by 3.55%,94.0%,
Sell,2025-01-23 - 2025-01-24,1 days,2025-02-03,51.9,2025-02-05,54.2,2 days,-4.4%,Fall by 11.52%,89.5%,
Sell,2025-01-31 - 2025-02-10,6 days,2025-02-18,60.44,2025-02-26,48.85,6 days,19.2%,Fall by 25.81%,108.7%,
Sell,2025-05-21 - 2025-05-27,4 days,2025-05-30,66.15,2025-06-02,67.98,1 days,-2.8%,Fall by -51.02%,105.9%,
Sell,2025-07-17 - 2025-07-18,1 days,2025-07-23,102.08,2025-07-25,104.85,2 days,-2.7%,Fall by 1.23%,103.2%,
Sell,2025-08-11 - 2025-08-12,1 days,2025-08-26,108.8,2025-09-03,100.82,6 days,7.3%,Fall by -34.91%,110.6%,
Buy,2025-09-04 - 2025-09-05,1 days,2025-09-29,136.72,2025-10-02,145.7,3 days,6.6%,Rise by 7.36%,117.1%,
Sell,2025-10-01 - 2025-10-06,3 days,2025-10-14,134.95,2025-10-15,134.15,1 days,0.6%,Fall by -8.77%,117.7%,
