Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2021-08-23 - 2021-08-31,6 days,2021-09-02,44.49,2021-09-14,40.02,8 days,-10.0%,Rise by 5.37%,-10.0%,
Buy,2021-09-09 - 2021-09-14,3 days,2021-09-16,41.95,2021-09-22,46.88,4 days,11.8%,Rise by -15.52%,1.7%,
Buy,2021-10-14 - 2021-10-25,7 days,2021-10-29,34.97,2021-11-08,37.98,6 days,8.6%,Rise by -12.7%,10.3%,
Buy,2021-11-19 - 2021-11-23,2 days,2021-12-07,22.73,2021-12-10,20.13,3 days,-11.4%,Rise by -16.85%,-1.1%,
Buy,2022-01-20 - 2022-01-24,2 days,2022-01-31,14.15,2022-02-04,15.18,4 days,7.3%,Rise by -13.43%,6.2%,
Buy,2022-02-23 - 2022-02-24,1 days,2022-03-07,11.42,2022-03-09,12.42,2 days,8.8%,Rise by 39.32%,14.9%,
Buy,2022-03-04 - 2022-03-15,7 days,2022-04-04,13.83,2022-04-07,12.07,3 days,-12.7%,Rise by -24.51%,2.2%,
Sell,2022-03-10 - 2022-03-11,1 days,2022-03-24,12.96,2022-03-28,12.81,2 days,1.2%,Fall by 12.42%,3.3%,
Sell,2022-03-22 - 2022-03-29,5 days,2022-04-01,13.5,2022-04-12,11.43,7 days,15.3%,Fall by 20.67%,18.7%,
Buy,2022-04-22 - 2022-04-26,2 days,2022-05-02,10.48,2022-05-10,9.27,6 days,-11.5%,Rise by -13.07%,7.1%,
Sell,2022-08-08 - 2022-08-11,3 days,2022-08-18,10.17,2022-08-23,9.18,3 days,9.7%,Fall by 9.14%,16.9%,
Sell,2022-09-12 - 2022-09-15,3 days,2022-09-20,9.94,2022-09-26,9.24,4 days,7.0%,Fall by 1.11%,23.9%,
Sell,2022-10-28 - 2022-10-31,1 days,2022-11-07,12.03,2022-11-10,9.27,3 days,22.9%,Fall by 21.36%,46.8%,
Sell,2022-12-05 - 2022-12-13,6 days,2022-12-16,8.61,2022-12-23,7.95,5 days,7.7%,Fall by 0.46%,54.5%,
Buy,2023-02-28 - 2023-03-06,4 days,2023-03-09,9.44,2023-04-06,10.01,20 days,6.0%,Rise by 6.67%,60.6%,
Sell,2023-03-17 - 2023-03-22,3 days,2023-04-05,9.75,2023-04-06,10.01,1 days,-2.7%,Fall by 13.23%,57.9%,
Sell,2023-04-03 - 2023-04-06,3 days,2023-04-14,10.0,2023-04-18,9.84,2 days,1.6%,Fall by 15.4%,59.5%,
Buy,2023-04-26 - 2023-05-03,5 days,2023-05-05,8.85,2023-05-11,9.65,4 days,9.0%,Rise by 48.25%,68.5%,
