Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-09-12,3.31,2024-11-13,5.39,567 days,2022-06-17/3.2,62.84%,62.84%,Rise by -7.85%,62.84%,
Buy,2025-03-05,5.38,2025-03-05,5.38,0 days,2024-12-04/5.36,0.00%,0.00%,Rise by 0%,62.84%,
