Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2014-09-14,6.29,2015-05-17,4.95,174 days,2014-04-06/6.2,-21.30%,-21.30%,Rise by -11.61%,-21.30%
Buy,2015-12-06,5.77,2018-10-14,4.55,744 days,2015-09-27/5.6,-21.14%,-21.14%,Rise by 3.12%,-42.45%
Buy,2020-09-06,4.0,2022-04-24,3.18,424 days,2020-02-23/3.99,-20.50%,-20.50%,Rise by 15.25%,-62.95%
Buy,2023-08-13,3.86,2023-10-01,3.02,34 days,2023-05-07/3.73,-21.76%,-21.76%,Rise by -21.76%,-84.71%
Buy,2024-03-17,3.59,2025-03-23,5.8,264 days,2023-09-24/3.55,61.56%,61.56%,Rise by 14.76%,-23.15%
Buy,2025-05-11,6.0,2025-05-11,6.0,0 days,2025-03-23/5.8,0.00%,0.00%,Rise by 0%,-23.15%
