Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-08-31,24.88,2020-09-09,24.74,Sell,6 days,Fall by 3.540000%,0.56
2020-11-20,25.76,2020-11-26,26.04,Buy,3 days,Rise by 2.800000%,1.09
2020-11-24,25.97,2020-12-08,26.46,Buy,9 days,Rise by 1.960000%,1.89
2020-12-30,26.28,2021-01-06,26.73,Sell,4 days,Fall by 0.990000%,-1.71
2021-01-15,26.96,2021-01-27,26.07,Sell,7 days,Fall by 3.490000%,3.3
2021-01-21,26.86,2021-02-01,26.43,Sell,6 days,Fall by -0.410000%,1.6
2021-06-15,30.57,2021-08-03,30.93,Buy,34 days,Rise by 0.720000%,1.18
2021-07-19,30.03,2021-07-23,30.74,Sell,3 days,Fall by -2.660000%,-2.36
2021-09-14,31.0,2021-09-23,30.91,Sell,6 days,Fall by 2.000000%,0.29
2021-09-20,30.41,2021-10-07,30.97,Sell,12 days,Fall by -2.630000%,-1.84
2021-10-21,32.21,2021-11-09,32.84,Buy,12 days,Rise by 3.010000%,1.96
2021-11-05,32.65,2021-11-16,33.08,Buy,6 days,Rise by 0.250000%,1.32
2021-11-30,31.53,2021-12-06,31.87,Sell,3 days,Fall by 0.130000%,-1.08
2021-12-01,31.21,2021-12-06,31.87,Sell,2 days,Fall by -0.900000%,-2.11
2021-12-13,31.73,2021-12-22,32.28,Sell,6 days,Fall by 0.320000%,-1.73
2022-02-18,32.28,2022-02-25,32.24,Sell,4 days,Fall by 1.730000%,0.12
2022-06-01,31.59,2022-06-15,29.95,Sell,9 days,Fall by 8.900000%,5.19
2022-08-05,30.07,2022-08-15,30.94,Buy,5 days,Rise by 1.400000%,2.89
2022-09-09,30.2,2022-11-15,30.75,Buy,46 days,Rise by -1.790000%,1.82
2022-10-26,29.57,2022-11-01,29.98,Buy,3 days,Rise by 6.020000%,1.39
2022-12-06,30.59,2022-12-20,29.5,Sell,9 days,Fall by -0.160000%,3.56
2022-12-21,29.88,2023-01-11,30.55,Buy,14 days,Rise by 6.360000%,2.24
2023-04-26,31.18,2023-05-26,30.23,Sell,21 days,Fall by 4.810000%,3.05
2023-09-15,31.25,2023-12-19,31.78,Buy,66 days,Rise by -3.940000%,1.7
2023-10-13,29.65,2023-10-25,28.9,Sell,7 days,Fall by 3.710000%,2.53
2023-10-19,29.48,2023-10-25,28.9,Sell,3 days,Fall by -7.390000%,1.97
2023-12-07,30.88,2023-12-13,31.47,Sell,3 days,Fall by -2.530000%,-1.91
2024-03-13,33.5,2024-04-10,33.7,Buy,19 days,Rise by 1.340000%,0.6
2024-04-12,33.24,2024-04-19,33.14,Sell,4 days,Fall by 0.840000%,0.3
2024-04-16,32.83,2024-04-23,33.48,Sell,4 days,Fall by -0.400000%,-1.98
2024-05-29,32.96,2024-05-31,33.63,Sell,1 days,Fall by 1.520000%,-2.03
2024-08-16,35.1,2024-09-17,35.91,Buy,21 days,Rise by 7.260000%,2.31
2024-08-30,35.31,2024-09-17,35.91,Buy,11 days,Rise by 6.630000%,1.7
2024-10-10,36.84,2024-10-17,37.48,Buy,4 days,Rise by 5.430000%,1.74
2024-10-17,37.48,2024-11-14,38.2,Buy,19 days,Rise by 3.630000%,1.92
2024-10-25,37.09,2024-11-05,36.99,Sell,6 days,Fall by 0.240000%,0.27
2024-11-01,36.77,2024-11-07,37.68,Sell,3 days,Fall by -0.630000%,-2.47
2024-12-19,37.0,2025-01-03,37.97,Sell,10 days,Fall by -0.650000%,-2.62
2025-01-20,38.18,2025-01-27,38.63,Buy,4 days,Rise by 0.730000%,1.18
2025-02-24,38.39,2025-03-07,37.61,Sell,8 days,Fall by 4.530000%,2.03
2025-03-04,37.32,2025-03-14,37.24,Sell,7 days,Fall by 8.070000%,0.21
2025-03-11,36.78,2025-03-17,37.55,Sell,3 days,Fall by 6.720000%,-2.09
2025-04-04,35.35,2025-04-09,36.08,Sell,2 days,Fall by -15.110000%,-2.07
2025-05-08,38.46,2025-05-15,39.5,Buy,4 days,Rise by 4.110000%,2.7
2025-05-28,39.68,2025-06-13,39.88,Buy,11 days,Rise by 0.910000%,0.5
2025-07-17,41.32,2025-08-11,41.86,Buy,16 days,Rise by 2.010000%,1.31
