Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2013-07-28,34.01,2013-12-22,55.12,104 days,2013-01-13/31.72,62.07%,62.07%,Rise by 59.42%,62.07%,
Buy,2014-07-27,75.19,2016-07-24,121.0,519 days,2014-03-09/69.8,60.93%,60.93%,Rise by 7.29%,123.00%,
Buy,2016-09-04,126.51,2018-07-08,203.23,479 days,2016-08-07/125.15,60.64%,60.64%,Rise by 4.39%,183.64%,
Buy,2019-04-07,175.72,2020-08-30,293.66,364 days,2019-03-10/169.6,67.12%,67.12%,Rise by 16.59%,250.76%,
Buy,2021-04-04,298.66,2022-02-06,237.09,219 days,2020-08-30/293.66,-20.62%,-20.62%,Rise by 23.82%,230.14%,
Buy,2023-02-05,186.53,2023-07-16,308.87,114 days,2022-08-14/180.5,65.59%,65.59%,Rise by 74.49%,295.73%,
Buy,2023-11-12,328.77,2024-04-07,527.34,104 days,2023-07-30/325.48,60.40%,60.40%,Rise by 60.4%,356.13%,
Buy,2024-07-07,539.91,2024-07-07,539.91,0 days,2024-04-07/527.34,0.00%,0.00%,Rise by 0%,356.13%,
