Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-03-12,33.71,2020-03-13,36.14,Sell,0 days,Fall by -3.260000%,-7.21,
2020-05-13,36.39,2020-05-18,37.44,Sell,2 days,Fall by -19.570000%,-2.89,
2020-09-04,44.34,2020-09-14,44.64,Sell,5 days,Fall by 3.250000%,-0.68,
2020-09-23,43.1,2020-09-30,44.09,Sell,4 days,Fall by -3.740000%,-2.3,
2020-10-12,46.23,2020-11-10,47.71,Buy,20 days,Rise by 10.490000%,3.2,
2020-12-04,50.85,2021-01-05,53.25,Buy,21 days,Rise by 10.760000%,4.72,
2021-02-26,53.73,2021-03-01,55.17,Sell,0 days,Fall by 3.820000%,-2.68,
2021-03-24,51.68,2021-03-26,53.27,Sell,1 days,Fall by -0.640000%,-3.08,
2021-04-08,54.01,2021-04-23,54.63,Sell,10 days,Fall by 3.700000%,-1.15,
2021-04-30,53.98,2021-05-07,54.69,Sell,4 days,Fall by -0.430000%,-1.32,
2021-06-09,55.28,2021-06-21,54.46,Sell,7 days,Fall by 4.780000%,1.48,
2021-11-10,50.98,2021-11-29,48.89,Sell,12 days,Fall by 4.470000%,4.1,
2021-11-12,52.0,2022-12-07,38.81,Buy,277 days,Rise by -2.210000%,-25.37,
2021-11-19,50.92,2021-11-29,48.89,Sell,5 days,Fall by 6.830000%,3.99,
2022-01-27,47.06,2022-01-31,48.84,Sell,1 days,Fall by 11.730000%,-3.78,
2022-03-04,44.62,2022-03-09,44.31,Sell,2 days,Fall by 7.780000%,0.69,
2022-09-14,38.55,2022-09-20,37.7,Sell,3 days,Fall by 10.270000%,2.2,
2022-09-26,35.54,2022-10-04,36.61,Sell,5 days,Fall by 4.530000%,-3.01,
2022-09-30,34.88,2022-10-04,36.61,Sell,1 days,Fall by 2.720000%,-4.96,
2022-10-07,35.65,2022-10-13,34.73,Sell,3 days,Fall by 4.820000%,2.58,
2022-10-10,35.15,2022-10-14,34.21,Sell,3 days,Fall by 3.470000%,2.67,
2022-11-11,38.16,2022-12-02,39.54,Buy,14 days,Rise by 3.620000%,3.62,
2023-01-05,39.25,2023-01-11,40.83,Buy,3 days,Rise by 8.280000%,4.03,
2023-03-29,39.12,2023-04-04,39.54,Buy,3 days,Rise by 2.070000%,1.07,
2023-04-21,39.01,2023-04-27,38.93,Sell,3 days,Fall by 1.180000%,0.21,
2023-04-26,38.41,2023-05-05,39.39,Sell,6 days,Fall by -0.360000%,-2.55,
2023-05-03,38.56,2023-06-02,39.54,Sell,21 days,Fall by 0.960000%,-2.54,
2023-05-24,38.4,2023-06-02,39.54,Sell,6 days,Fall by -2.010000%,-2.97,
2023-05-31,38.19,2023-06-02,39.54,Sell,1 days,Fall by -2.570000%,-3.53,
2023-06-02,39.54,2023-06-14,40.64,Buy,7 days,Rise by 4.300000%,2.78,
2023-08-16,38.57,2023-08-28,39.29,Sell,7 days,Fall by -0.160000%,-1.87,
2023-09-06,39.09,2023-09-26,37.76,Sell,13 days,Fall by 4.960000%,3.4,
2023-10-13,37.86,2023-10-23,36.76,Sell,5 days,Fall by 3.510000%,2.91,
2023-11-03,38.46,2023-11-17,39.36,Buy,9 days,Rise by 3.610000%,2.34,
2023-11-20,39.85,2024-02-22,40.62,Buy,67 days,Rise by 1.130000%,1.93,
2025-01-24,42.95,2025-02-11,43.55,Buy,11 days,Rise by 4.840000%,1.4,
2025-02-13,44.07,2025-02-20,45.03,Buy,4 days,Rise by 2.880000%,2.18,
2025-03-11,43.72,2025-03-17,45.34,Sell,3 days,Fall by 10.640000%,-3.71,
