Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2019-11-24 - 2019-11-25,0 days,2019-12-05,149.249,2019-12-16,133.614,7 days,-10.5%,Rise by -17.85%,-10.5%,
Buy,2019-12-17 - 2019-12-18,1 days,2019-12-26,126.3612,2019-12-29,134.758,1 days,6.6%,Rise by 38.78%,-3.8%,
Sell,2020-01-14 - 2020-01-15,1 days,2020-01-20,167.1205,2020-01-25,161.2839,4 days,3.5%,Fall by 32.77%,-0.3%,
Sell,2020-02-09 - 2020-02-15,4 days,2020-02-26,225.6803,2020-02-29,219.8485,2 days,2.6%,Fall by 10.5%,2.2%,
Buy,2020-03-10 - 2020-03-12,2 days,2020-03-14,123.306,2020-03-16,110.6059,0 days,-10.3%,Rise by 40.01%,-8.1%,
Sell,2020-04-06 - 2020-04-07,1 days,2020-04-10,158.4124,2020-04-11,158.216,0 days,0.1%,Fall by -17.36%,-7.9%,
Buy,2020-04-13 - 2020-04-16,3 days,2020-04-28,198.4154,2020-04-29,216.9682,1 days,9.4%,Rise by 8.12%,1.4%,
Sell,2020-04-29 - 2020-04-30,1 days,2020-05-05,206.7744,2020-05-06,204.0558,1 days,1.3%,Fall by -7.83%,2.7%,
Buy,2020-05-08 - 2020-05-18,6 days,2020-05-22,207.1692,2020-05-28,219.8404,4 days,6.1%,Rise by 19.44%,8.9%,
Sell,2020-05-30 - 2020-06-02,1 days,2020-06-07,245.1673,2020-06-09,244.9115,1 days,0.1%,Fall by 9.06%,9.0%,
Sell,2020-08-01 - 2020-08-02,0 days,2020-08-07,379.5128,2020-08-08,393.9874,0 days,-3.8%,Fall by 11.66%,5.1%,
Buy,2020-09-23 - 2020-09-24,1 days,2020-10-08,350.7661,2020-10-10,370.9676,1 days,5.8%,Rise by 17.96%,10.9%,
Sell,2020-10-11 - 2020-10-12,0 days,2020-10-15,377.4418,2020-10-17,368.8559,1 days,2.3%,Fall by -44.6%,13.2%,
Sell,2020-11-23 - 2020-11-24,1 days,2020-11-27,517.4937,2020-11-28,538.2298,0 days,-4.0%,Fall by -5.47%,9.2%,
Sell,2020-11-24 - 2020-12-01,5 days,2020-12-05,596.5955,2020-12-07,591.8434,0 days,0.8%,Fall by -137.35%,10.0%,
Sell,2021-01-08 - 2021-01-10,0 days,2021-01-13,1130.7394,2021-01-14,1218.453,1 days,-7.8%,Fall by -25.23%,2.2%,
Sell,2021-01-19 - 2021-01-25,4 days,2021-01-28,1332.4922,2021-01-29,1382.5228,1 days,-3.8%,Fall by -6.27%,-1.5%,
Sell,2021-02-04 - 2021-02-05,1 days,2021-02-15,1779.791,2021-02-17,1848.4583,2 days,-3.9%,Fall by 17.97%,-5.4%,
Sell,2021-02-19 - 2021-02-20,0 days,2021-02-23,1570.204,2021-02-24,1626.5757,1 days,-3.6%,Fall by -1.48%,-9.0%,
Buy,2021-02-27 - 2021-02-28,0 days,2021-03-13,1924.6854,2021-03-22,1691.334,5 days,-12.1%,Rise by -17.11%,-21.1%,
Sell,2021-03-10 - 2021-03-13,2 days,2021-03-16,1806.9718,2021-03-26,1702.842,8 days,5.8%,Fall by -16.75%,-15.4%,
Buy,2021-03-24 - 2021-03-25,1 days,2021-04-08,2088.5737,2021-04-13,2299.1877,3 days,10.1%,Rise by 99.6%,-5.3%,
Sell,2021-04-15 - 2021-04-16,1 days,2021-04-19,2166.1887,2021-04-20,2330.2109,1 days,-7.6%,Fall by 2.61%,-12.8%,
Sell,2021-05-03 - 2021-05-06,3 days,2021-05-16,3587.5061,2021-05-18,3380.0701,1 days,5.8%,Fall by 32.55%,-7.1%,
Buy,2021-06-21 - 2021-06-22,1 days,2021-07-03,2226.1143,2021-07-13,1940.084,6 days,-12.8%,Rise by -14.15%,-19.9%,
Sell,2021-07-04 - 2021-07-07,2 days,2021-07-12,2036.7211,2021-07-15,1911.1757,3 days,6.2%,Fall by -57.68%,-13.7%,
Buy,2021-07-19 - 2021-07-20,1 days,2021-08-04,2724.6199,2021-08-06,2890.9417,2 days,6.1%,Rise by 45.05%,-7.6%,
Sell,2021-09-02 - 2021-09-03,1 days,2021-09-07,3426.3943,2021-09-11,3270.2781,3 days,4.6%,Fall by 13.64%,-3.1%,
Sell,2021-10-15 - 2021-10-16,0 days,2021-10-19,3877.6509,2021-10-20,4155.9922,1 days,-7.2%,Fall by -3.17%,-10.3%,
Buy,2021-10-27 - 2021-10-28,1 days,2021-11-02,4584.7988,2021-11-18,4000.6509,12 days,-12.7%,Rise by -12.74%,-23.0%,
Sell,2021-11-09 - 2021-11-10,1 days,2021-11-14,4626.3589,2021-11-15,4557.5039,0 days,1.5%,Fall by 12.87%,-21.5%,
Sell,2021-11-20 - 2021-11-26,4 days,2021-12-11,4084.4524,2021-12-14,3745.4404,1 days,8.3%,Fall by 11.16%,-13.2%,
Buy,2022-01-08 - 2022-01-22,9 days,2022-01-25,2455.9351,2022-01-31,2688.2788,4 days,9.5%,Rise by 31.9%,-3.8%,
Sell,2022-02-06 - 2022-02-10,3 days,2022-02-13,2883.4634,2022-02-15,3179.8772,1 days,-10.3%,Fall by 11.39%,-14.0%,
Buy,2022-02-21 - 2022-02-24,3 days,2022-03-12,2574.7542,2022-03-16,2772.0557,2 days,7.7%,Rise by 36.82%,-6.4%,
Sell,2022-03-25 - 2022-03-29,2 days,2022-04-07,3233.2747,2022-04-08,3192.074,1 days,1.3%,Fall by 13.14%,-5.1%,
Sell,2022-04-20 - 2022-04-21,1 days,2022-04-24,2922.7327,2022-04-25,3009.3936,0 days,-3.0%,Fall by 13.87%,-8.1%,
Buy,2022-04-24 - 2022-04-26,1 days,2022-04-28,2936.9409,2022-05-07,2636.093,6 days,-10.2%,Rise by -20.21%,-18.3%,
Sell,2022-04-27 - 2022-04-28,1 days,2022-05-06,2694.9797,2022-05-13,2014.4182,5 days,25.3%,Fall by 28.88%,6.9%,
Buy,2022-05-09 - 2022-05-12,3 days,2022-05-20,1961.3157,2022-05-27,1724.9229,5 days,-12.1%,Rise by -15.11%,-5.1%,
Buy,2022-06-12 - 2022-06-18,4 days,2022-06-20,1127.6425,2022-06-24,1226.8447,4 days,8.8%,Rise by 75.71%,3.7%,
Buy,2022-06-22 - 2022-06-30,6 days,2022-07-14,1191.5262,2022-07-16,1352.6265,1 days,13.5%,Rise by 66.29%,17.2%,
Sell,2022-07-22 - 2022-07-24,0 days,2022-07-30,1695.9695,2022-08-03,1618.8745,2 days,4.5%,Fall by 11.1%,21.8%,
Sell,2022-08-12 - 2022-08-14,0 days,2022-08-19,1612.9873,2022-08-23,1662.7699,2 days,-3.1%,Fall by 11.19%,18.7%,
Buy,2022-09-25 - 2022-09-28,2 days,2022-10-04,1362.1266,2022-10-25,1461.6654,15 days,7.3%,Rise by 20.77%,26.0%,
Buy,2022-10-14 - 2022-10-18,2 days,2022-10-22,1314.2992,2022-10-25,1461.6654,1 days,11.2%,Rise by 25.17%,37.2%,
