Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-03-09,37.5000,2022-03-22,39.3000,9 days,4.80%,4.8000%,Rise by 14.35%,4.8000%,
Buy,2022-05-17,39.3000,2022-05-31,40.5000,10 days,3.05%,3.0534%,Rise by 4.2%,7.8534%,
Buy,2023-05-23,42.9100,2023-06-06,37.3800,10 days,-12.89%,-12.8874%,Rise by -17.27%,-5.0340%,
Buy,2023-06-09,35.8500,2023-06-20,37.4600,7 days,4.49%,4.4909%,Rise by 6.0%,-0.5431%,
Buy,2023-06-28,36.5000,2023-07-05,37.9000,5 days,3.84%,3.8356%,Rise by 5.62%,3.2925%,
Buy,2024-03-28,34.2500,2024-04-15,35.5000,12 days,3.65%,3.6496%,Rise by 3.65%,6.9422%,
Buy,2024-06-11,32.8000,2024-07-12,33.9800,23 days,3.60%,3.5976%,Rise by 11.59%,10.5397%,
Buy,2025-09-01,33.2800,2025-09-25,29.2000,18 days,-12.26%,-12.2596%,Rise by -13.31%,-1.7199%,
Buy,2025-09-26,30.0000,2025-10-22,28.1700,18 days,-6.10%,-6.1000%,Rise by -3.67%,-7.8199%,
