Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-02-03 - 2020-02-10,5 days,2020-02-12,105.54,2020-02-25,93.9,9 days,-11.0%,Rise by -12.12%,-11.0%,
Buy,2020-02-27 - 2020-02-28,1 days,2020-03-10,92.82,2020-03-18,99.26,6 days,6.9%,Rise by 7.5%,-4.1%,
Sell,2020-04-16 - 2020-04-17,1 days,2020-04-22,97.61,2020-04-24,100.18,2 days,-2.6%,Fall by -60.28%,-6.7%,
Buy,2020-05-04 - 2020-05-14,8 days,2020-05-18,96.1,2020-06-05,106.65,14 days,11.0%,Rise by 14.93%,4.3%,
Sell,2020-06-04 - 2020-06-08,2 days,2020-06-11,100.47,2020-06-15,105.64,2 days,-5.1%,Fall by -55.72%,-0.9%,
Sell,2020-07-17 - 2020-07-27,6 days,2020-08-03,142.18,2020-08-07,156.9,4 days,-10.4%,Fall by -10.04%,-11.2%,
Sell,2020-08-07 - 2020-08-10,1 days,2020-08-13,159.29,2020-08-21,159.03,6 days,0.2%,Fall by 1.78%,-11.1%,
Sell,2020-10-13 - 2020-10-21,6 days,2020-10-26,168.0,2020-10-29,161.36,3 days,4.0%,Fall by 2.24%,-7.1%,
Sell,2020-11-18 - 2020-11-24,4 days,2020-11-30,171.07,2020-12-03,167.83,3 days,1.9%,Fall by 9.39%,-5.2%,
Sell,2020-12-21 - 2020-12-23,2 days,2020-12-29,169.03,2021-01-11,161.86,9 days,4.2%,Fall by 8.3%,-1.0%,
Buy,2021-01-07 - 2021-01-08,1 days,2021-01-21,160.1,2021-03-29,168.14,47 days,5.0%,Rise by 4.26%,4.0%,
Sell,2021-02-09 - 2021-02-10,1 days,2021-02-26,157.83,2021-03-05,164.4,5 days,-4.2%,Fall by -0.93%,-0.1%,
Sell,2021-04-13 - 2021-04-16,3 days,2021-04-21,178.57,2021-04-27,194.13,4 days,-8.7%,Fall by -10.75%,-8.8%,
Sell,2021-05-07 - 2021-05-10,1 days,2021-05-24,213.43,2021-05-27,212.8,3 days,0.3%,Fall by 7.34%,-8.6%,
