Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-21 - 2020-01-22,1 days,2020-01-31,12.71,2020-02-06,13.22,4 days,-4.0%,Fall by 11.25%,-4.0%,
Buy,2020-03-30 - 2020-04-03,4 days,2020-04-17,9.5,2020-04-28,10.09,7 days,6.2%,Rise by -12.32%,2.2%,
Sell,2020-07-16 - 2020-07-23,5 days,2020-07-31,11.24,2020-08-05,11.84,3 days,-5.3%,Fall by 6.85%,-3.1%,
Sell,2020-11-30 - 2020-12-04,4 days,2020-12-16,12.83,2020-12-24,13.17,6 days,-2.7%,Fall by 7.4%,-5.8%,
Buy,2020-12-18 - 2020-12-21,1 days,2020-12-23,13.09,2021-03-10,13.82,55 days,5.6%,Rise by 10.77%,-0.2%,
Sell,2021-03-03 - 2021-03-04,1 days,2021-03-18,14.11,2021-03-26,13.87,6 days,1.7%,Fall by 5.03%,1.5%,
Sell,2021-04-26 - 2021-04-27,1 days,2021-05-05,14.9,2021-05-13,13.48,6 days,9.5%,Fall by 6.78%,11.0%,
Sell,2021-06-24 - 2021-07-05,7 days,2021-07-08,14.38,2021-07-09,14.31,1 days,0.5%,Fall by 4.17%,11.5%,
Buy,2021-08-20 - 2021-08-30,6 days,2021-09-13,13.95,2021-09-28,12.55,11 days,-10.0%,Rise by -1.0%,1.5%,
Sell,2021-10-20 - 2021-10-21,1 days,2021-10-28,13.53,2021-10-29,13.45,1 days,0.6%,Fall by 8.94%,2.1%,
Sell,2021-10-21 - 2021-11-08,12 days,2021-11-18,12.97,2021-12-01,12.34,9 days,4.9%,Fall by 4.63%,6.9%,
Buy,2021-11-01 - 2021-11-11,8 days,2021-11-15,13.25,2022-04-11,11.81,105 days,-10.9%,Rise by 0.68%,-4.0%,
Buy,2021-12-01 - 2021-12-20,13 days,2021-12-22,12.78,2022-04-14,11.5,81 days,-10.0%,Rise by 4.38%,-14.0%,
Buy,2022-02-22 - 2022-02-24,2 days,2022-03-02,12.67,2022-04-22,11.27,37 days,-11.0%,Rise by -11.05%,-25.0%,
Buy,2022-03-09 - 2022-03-15,4 days,2022-03-25,12.09,2022-05-13,13.03,35 days,7.8%,Rise by 17.2%,-17.2%,
Buy,2022-03-28 - 2022-03-30,2 days,2022-04-04,12.26,2022-05-09,11.0,25 days,-10.3%,Rise by -10.28%,-27.5%,
Buy,2022-04-18 - 2022-04-26,6 days,2022-04-28,11.43,2022-05-10,12.21,8 days,6.8%,Rise by 23.97%,-20.7%,
Buy,2022-04-27 - 2022-05-05,6 days,2022-05-10,12.21,2022-05-13,13.03,3 days,6.7%,Rise by 16.05%,-14.0%,
Sell,2022-05-31 - 2022-06-02,2 days,2022-06-09,13.8,2022-06-14,13.34,3 days,3.3%,Fall by -16.38%,-10.6%,
Sell,2022-08-17 - 2022-08-18,1 days,2022-08-23,16.84,2022-08-30,16.43,5 days,2.4%,Fall by 5.64%,-8.2%,
Sell,2022-10-17 - 2022-10-18,1 days,2022-10-21,17.39,2022-10-25,17.93,2 days,-3.1%,Fall by -5.06%,-11.3%,
Sell,2022-10-18 - 2022-10-27,7 days,2022-11-03,18.02,2022-11-18,18.55,11 days,-2.9%,Fall by -1.39%,-14.3%,
Sell,2022-11-25 - 2022-12-01,4 days,2022-12-06,18.64,2022-12-07,19.3,1 days,-3.5%,Fall by 1.98%,-17.8%,
Buy,2022-12-30 - 2023-01-05,4 days,2023-01-09,18.54,2023-01-19,19.5,8 days,5.2%,Rise by 5.39%,-12.6%,
Sell,2023-01-17 - 2023-01-18,1 days,2023-01-25,19.0,2023-02-01,18.63,5 days,1.9%,Fall by 10.05%,-10.7%,
Sell,2023-02-21 - 2023-02-23,2 days,2023-03-02,19.31,2023-03-14,18.35,8 days,5.0%,Fall by 11.03%,-5.7%,
Buy,2023-03-13 - 2023-03-15,2 days,2023-03-31,17.75,2023-05-10,20.35,28 days,14.6%,Rise by 15.94%,8.9%,
Sell,2023-05-15 - 2023-05-16,1 days,2023-05-19,20.3,2023-05-26,20.15,5 days,0.7%,Fall by 1.67%,9.7%,
Sell,2023-07-13 - 2023-07-14,1 days,2023-07-19,20.99,2023-07-24,20.93,3 days,0.3%,Fall by 2.95%,10.0%,
Buy,2023-09-13 - 2023-09-14,1 days,2023-09-18,19.87,2023-11-16,20.87,43 days,5.0%,Rise by 0.65%,15.0%,
Buy,2023-09-19 - 2023-09-28,7 days,2023-10-04,19.43,2023-11-16,20.87,31 days,7.4%,Rise by 14.05%,22.4%,
Buy,2023-10-20 - 2023-10-23,1 days,2023-11-01,18.88,2023-11-03,19.83,2 days,5.0%,Rise by 17.37%,27.4%,
Sell,2023-11-06 - 2023-11-07,1 days,2023-11-22,21.01,2023-11-30,21.86,6 days,-4.0%,Fall by -0.19%,23.4%,
Sell,2023-11-29 - 2023-12-01,2 days,2023-12-07,21.93,2023-12-21,21.14,10 days,3.6%,Fall by 0.91%,27.0%,
Sell,2024-01-16 - 2024-01-24,6 days,2024-02-05,22.48,2024-02-23,23.21,14 days,-3.2%,Fall by 5.65%,23.8%,
Buy,2024-03-25 - 2024-03-26,1 days,2024-04-05,21.88,2024-05-08,23.25,23 days,6.3%,Rise by 13.07%,30.0%,
Sell,2024-05-21 - 2024-05-22,1 days,2024-05-27,24.34,2024-05-30,23.96,3 days,1.6%,Fall by 2.47%,31.6%,
Sell,2024-06-07 - 2024-06-10,1 days,2024-06-13,24.53,2024-06-18,24.08,3 days,1.8%,Fall by -2.24%,33.4%,
Sell,2024-07-12 - 2024-07-16,2 days,2024-07-19,26.17,2024-08-07,25.08,13 days,4.2%,Fall by 4.17%,37.6%,
Sell,2024-08-16 - 2024-08-19,1 days,2024-08-28,27.58,2024-09-05,27.57,6 days,0.0%,Fall by 1.85%,37.6%,
Sell,2024-09-12 - 2024-09-16,2 days,2024-09-23,28.18,2024-10-08,28.99,11 days,-2.9%,Fall by 3.94%,34.7%,
Sell,2024-10-15 - 2024-10-16,1 days,2024-10-23,28.88,2024-10-25,28.58,2 days,1.0%,Fall by 6.27%,35.8%,
Sell,2024-11-26 - 2024-11-27,1 days,2024-12-02,29.56,2024-12-13,28.6,9 days,3.2%,Fall by 4.4%,39.0%,
Sell,2025-03-27 - 2025-03-28,1 days,2025-04-07,27.74,2025-04-08,26.96,1 days,2.8%,Fall by -14.6%,41.8%,
Sell,2025-04-25 - 2025-04-28,1 days,2025-05-06,31.01,2025-05-14,31.89,6 days,-2.8%,Fall by -2.52%,39.0%,
Sell,2025-05-20 - 2025-05-21,1 days,2025-05-29,32.49,2025-06-03,32.16,3 days,1.0%,Fall by -11.02%,40.0%,
Sell,2025-08-13 - 2025-08-14,1 days,2025-08-20,36.84,2025-08-26,36.56,4 days,0.8%,Fall by 2.52%,40.8%,
Sell,2025-09-15 - 2025-09-17,2 days,2025-09-23,36.31,2025-09-26,36.01,3 days,0.8%,Fall by -4.19%,41.6%,
