Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-06-05,63.63,2020-06-16,62.26,Sell,6 days,Fall by 3.520000%,2.15,
2020-07-09,61.41,2020-07-15,64.45,Sell,3 days,Fall by -0.310000%,-4.95,
2020-07-15,64.45,2020-11-13,65.4,Buy,86 days,Rise by 0.430000%,1.47,
2020-07-24,62.94,2020-08-03,64.59,Sell,5 days,Fall by 2.130000%,-2.62,
2020-08-07,63.76,2020-09-10,61.6,Sell,23 days,Fall by 3.390000%,3.39,
2021-01-11,69.16,2021-01-22,70.65,Buy,8 days,Rise by 1.710000%,2.15,
2021-01-19,70.58,2021-05-17,72.53,Buy,83 days,Rise by -0.340000%,2.76,
2021-02-01,68.64,2021-02-12,70.34,Sell,8 days,Fall by 3.760000%,-2.48,
2021-02-19,69.09,2021-02-25,67.99,Sell,3 days,Fall by 1.640000%,1.59,
2021-03-29,69.33,2021-04-26,70.2,Buy,19 days,Rise by 1.630000%,1.25,
2021-04-21,70.46,2021-05-13,71.76,Buy,15 days,Rise by 3.930000%,1.85,
2021-05-13,71.76,2021-05-25,72.38,Buy,7 days,Rise by 4.470000%,0.86,
2021-09-10,74.05,2021-09-21,73.02,Sell,6 days,Fall by 2.800000%,1.39,
2021-09-13,74.07,2021-09-20,72.64,Sell,4 days,Fall by 2.820000%,1.93,
2021-09-14,73.62,2021-09-22,72.92,Sell,5 days,Fall by 2.230000%,0.95,
2022-01-11,78.11,2022-03-23,78.64,Buy,50 days,Rise by -0.880000%,0.68,
2022-01-21,74.73,2022-01-31,75.85,Sell,5 days,Fall by 1.160000%,-1.5,
2022-04-05,80.36,2022-04-12,81.68,Buy,4 days,Rise by -0.240000%,1.64,
2022-04-08,83.96,2022-12-20,76.9,Buy,181 days,Rise by -10.460000%,-8.41,
2022-06-10,75.74,2022-06-16,72.65,Sell,3 days,Fall by 0.900000%,4.08,
2022-10-10,67.31,2022-10-17,69.3,Sell,4 days,Fall by -14.190000%,-2.96,
2022-10-24,70.72,2022-10-31,72.85,Buy,4 days,Rise by 12.080000%,3.01,
2022-12-28,77.19,2023-01-06,79.63,Sell,6 days,Fall by -0.250000%,-3.16,
2023-01-18,78.49,2023-02-02,77.4,Sell,10 days,Fall by 1.410000%,1.39,
2023-04-06,79.81,2023-07-26,80.55,Buy,78 days,Rise by -1.230000%,0.93,
2023-10-27,74.32,2023-11-02,76.17,Sell,3 days,Fall by -13.360000%,-2.49,
2023-11-20,77.76,2023-12-06,78.32,Buy,11 days,Rise by 10.200000%,0.72,
2024-01-04,83.8,2024-01-11,85.43,Buy,4 days,Rise by 8.100000%,1.95,
2024-04-02,88.77,2024-04-10,87.07,Sell,5 days,Fall by 4.390000%,1.92,
2024-06-10,92.66,2024-08-14,95.83,Buy,46 days,Rise by 0.620000%,3.42,
2024-06-24,93.03,2024-08-14,95.83,Buy,36 days,Rise by 0.530000%,3.01,
2024-06-28,91.48,2024-07-11,92.82,Sell,8 days,Fall by -0.040000%,-1.46,
2024-07-03,90.59,2024-07-11,92.82,Sell,5 days,Fall by -1.030000%,-2.46,
2024-07-19,91.9,2024-08-01,94.47,Sell,8 days,Fall by 0.410000%,-2.8,
2024-08-14,95.83,2024-08-20,97.34,Buy,3 days,Rise by 3.760000%,1.58,
2024-10-03,93.26,2024-10-30,91.91,Sell,18 days,Fall by 7.150000%,1.45,
2025-03-26,90.32,2025-04-09,83.04,Sell,9 days,Fall by 11.120000%,8.06,
2025-06-02,88.52,2025-06-11,90.42,Buy,6 days,Rise by 0.950000%,2.15,
2025-08-20,88.77,2025-10-06,93.72,Buy,32 days,Rise by 1.520000%,5.58,
2025-10-01,94.26,2025-10-01,94.26,Buy,0 days,Rise by -1.820000%,0.0,
