Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-01-28,35.66,2021-02-01,33.96,2020-11-04-2021-01-27,10.55-45.0,Sell,2 days,4.77%,Fall by 18.02%,4.77%
2021-04-21,22.63,2021-05-04,21.64,2021-01-27-2021-03-05,24.68-32.25,Sell,9 days,4.37%,Fall by 1.25%,9.14%
2021-07-02,24.44,2021-07-07,22.89,2021-05-11-2021-06-28,17.055-27.5,Sell,3 days,6.34%,Fall by -5.42%,15.48%
2021-07-06,24.68,2021-07-07,22.89,2021-04-14-2021-05-11,20.3-23.65,Sell,1 days,7.25%,Fall by -5.42%,22.74%
2021-07-12,22.95,2025-07-01,130.68,2021-05-11-2021-06-28,17.055-27.5,Buy,1036 days,469.41%,Rise by 43.07%,492.15%
2021-08-05,22.52,2021-08-06,21.82,2021-06-28-2021-07-19,21.69-26.86,Sell,1 days,3.11%,Fall by -6.19%,495.26%
2021-09-30,24.04,2021-10-04,23.17,2021-05-11-2021-09-17,17.055-29.29,Sell,2 days,3.62%,Fall by 10.88%,498.88%
2021-10-04,23.17,2021-10-06,23.58,2021-07-19-2021-09-17,20.55-29.29,Sell,2 days,-1.77%,Fall by 12.43%,497.11%
2021-10-06,23.58,2024-08-28,30.36,2021-05-11-2021-09-17,17.055-29.29,Buy,755 days,28.75%,Rise by 43.35%,525.86%
2021-11-02,25.92,2021-11-09,24.25,2021-09-17-2021-10-04,24.05-28.07,Sell,5 days,6.44%,Fall by 15.09%,532.3%
2021-11-12,22.83,2024-08-28,30.36,2021-07-19-2021-09-17,20.55-29.29,Buy,728 days,32.98%,Rise by 43.35%,565.29%
2021-12-08,19.82,2021-12-08,19.82,2020-11-04-2021-01-27,10.55-45.0,Buy,0 days,0.0%,Rise by 0%,565.29%
2022-04-20,12.79,2023-06-23,14.03,2022-02-24-2022-04-05,9.74-14.86,Buy,307 days,9.7%,Rise by 42.48%,574.98%
2022-05-05,10.12,2022-05-06,9.48,2022-02-24-2022-04-05,9.74-14.86,Sell,1 days,6.32%,Fall by 14.77%,581.3%
2022-08-11,9.42,2022-08-19,8.51,2022-05-12-2022-08-05,6.44-11.62,Sell,6 days,9.66%,Fall by 13.04%,590.96%
2022-08-12,9.91,2022-08-17,9.43,2022-04-05-2022-05-12,7.38-13.795,Sell,3 days,4.84%,Fall by 18.13%,595.81%
2022-09-08,7.53,2023-07-24,16.32,2022-05-12-2022-08-05,6.44-11.62,Buy,227 days,116.73%,Rise by -13.3%,712.54%
2022-11-07,7.02,2022-11-09,6.98,2022-09-23-2022-11-01,7.13-9.06,Sell,2 days,0.57%,Fall by 14.04%,713.11%
2022-12-20,6.31,2022-12-23,6.29,2022-08-05-2022-11-07,7.85-10.85,Sell,3 days,0.32%,Fall by -16.85%,713.43%
2023-02-09,7.95,2023-02-10,7.51,2022-08-05-2022-09-23,7.42-10.85,Sell,1 days,5.53%,Fall by 2.13%,718.96%
2023-02-21,8.47,2023-02-23,8.17,2022-12-27-2023-02-16,5.92-10.31,Sell,2 days,3.54%,Fall by 10.04%,722.5%
2023-02-24,8.09,2023-02-28,7.84,2022-04-05-2022-12-27,6.22-13.795,Sell,2 days,3.09%,Fall by -1.79%,725.6%
2023-03-08,8.13,2023-03-09,7.69,2022-09-23-2023-02-16,7.13-10.31,Sell,1 days,5.41%,Fall by -3.77%,731.01%
2023-04-11,8.61,2023-04-21,8.18,2022-09-23-2022-11-01,7.13-9.06,Buy,8 days,-4.99%,Rise by 102.93%,726.01%
2023-04-24,8.1,2023-04-25,7.74,2023-02-16-2023-03-13,8.15-9.6,Sell,1 days,4.44%,Fall by -80.1%,730.46%
2023-05-17,10.25,2023-05-18,11.74,2022-11-01-2022-12-27,6.22-8.56,Sell,1 days,-14.54%,Fall by -18.74%,715.92%
2023-06-14,15.91,2023-06-21,14.64,2021-09-17-2022-02-24,11.87-28.07,Sell,5 days,7.98%,Fall by 3.42%,723.9%
2023-06-26,13.94,2023-07-03,15.52,2021-11-08-2022-05-12,7.38-26.12,Sell,5 days,-11.33%,Fall by 8.89%,712.57%
2023-07-26,16.43,2023-07-31,19.84,2021-11-08-2022-12-27,6.22-26.12,Sell,3 days,-20.75%,Fall by 20.77%,691.81%
2023-08-07,17.99,2023-08-08,17.04,2022-02-24-2023-08-01,9.74-20.24,Sell,1 days,5.28%,Fall by 13.91%,697.09%
2023-08-08,17.04,2023-08-09,15.25,2023-04-17-2023-05-04,7.52-8.78,Sell,1 days,10.5%,Fall by 7.28%,707.6%
2023-08-15,15.37,2024-03-12,24.7,2023-05-04-2023-08-01,7.28-20.24,Buy,150 days,60.7%,Rise by -11.34%,768.3%
2023-09-07,15.21,2023-09-07,15.21,2021-04-14-2022-05-12,7.38-23.65,Sell,0 days,-0.0%,Fall by 0%,768.3%
2023-09-19,15.15,2023-09-21,14.0,2023-08-01-2023-08-18,14.6-19.23,Sell,2 days,7.59%,Fall by -4.93%,775.89%
2023-10-06,16.61,2023-10-18,17.2,2023-08-01-2023-09-21,14.599-19.23,Sell,8 days,-3.55%,Fall by 13.26%,772.34%
2023-10-18,17.2,2023-10-18,17.2,2021-06-28-2022-02-24,11.87-26.86,Sell,0 days,-0.0%,Fall by 0%,772.34%
2023-11-22,19.69,2023-11-27,19.08,2023-09-21-2023-11-21,13.68-21.85,Sell,3 days,3.1%,Fall by 10.01%,775.44%
2023-11-29,19.84,2023-12-04,18.4,2023-06-07-2023-06-23,14.14-14.52,Sell,3 days,7.26%,Fall by 12.55%,782.7%
2023-12-04,18.4,2023-12-06,17.13,2022-02-24-2023-11-21,9.74-21.85,Sell,2 days,6.9%,Fall by 6.71%,789.6%
2023-12-06,17.13,2024-01-02,16.58,2023-05-04-2023-11-21,7.28-21.85,Sell,19 days,3.21%,Fall by 2.96%,792.81%
2024-01-09,16.39,2024-08-28,30.36,2022-12-27-2023-11-21,5.92-21.85,Buy,166 days,85.23%,Rise by 43.35%,878.04%
2024-01-19,16.78,2024-02-22,23.59,2023-05-04-2023-11-21,7.28-21.85,Buy,24 days,40.58%,Rise by 12.17%,918.63%
2024-01-29,17.09,2024-01-31,16.09,2023-11-21-2023-12-06,17.83-19.72,Sell,2 days,5.85%,Fall by -27.22%,924.48%
2024-02-05,16.72,2024-02-22,23.59,2022-09-23-2023-11-21,7.13-21.85,Buy,13 days,41.09%,Rise by 12.17%,965.57%
2024-02-20,23.4,2024-03-06,26.16,2023-10-11-2023-11-01,14.96-17.73,Sell,11 days,-11.79%,Fall by 12.04%,953.77%
2024-03-14,24.43,2024-03-15,23.49,2021-01-27-2022-02-24,11.87-32.25,Sell,1 days,3.85%,Fall by 10.05%,957.62%
2024-03-15,23.49,2024-04-02,22.72,2023-09-21-2024-03-07,13.68-27.5,Sell,12 days,3.28%,Fall by 9.9%,960.9%
2024-03-21,24.49,2024-03-21,24.49,2024-01-05-2024-03-07,15.664-27.5,Buy,0 days,0.0%,Rise by 0%,960.9%
2024-03-22,24.18,2024-03-28,23.01,2024-01-05-2024-03-07,15.664-27.5,Sell,4 days,4.84%,Fall by 11.04%,965.74%
