Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-11-18,3.23,2012-12-23,2.92,Sell,24 days,Fall by 11.460000%,9.6
2014-09-07,1.77,2014-10-26,2.06,Buy,34 days,Rise by 19.210000%,16.38
2014-10-12,1.92,2014-11-23,2.06,Buy,29 days,Rise by 39.580000%,7.29
2015-05-31,3.17,2016-01-17,3.78,Buy,164 days,Rise by -11.200000%,19.24
2015-12-27,3.8,2016-03-20,4.04,Buy,59 days,Rise by 6.180000%,6.18
2016-03-27,4.0,2016-07-31,4.48,Buy,89 days,Rise by 15.890000%,12.14
2016-04-10,4.03,2016-07-31,4.48,Buy,79 days,Rise by 15.030000%,11.3
2016-09-25,3.73,2016-11-27,3.89,Sell,44 days,Fall by 5.090000%,-4.29
2017-06-18,4.72,2018-10-07,4.85,Buy,339 days,Rise by -1.480000%,2.75
2017-08-27,4.65,2018-10-07,4.85,Buy,289 days,Rise by -14.410000%,4.3
2017-09-10,3.89,2017-11-19,4.16,Sell,49 days,Fall by -0.900000%,-6.94
2018-06-24,4.26,2018-09-16,4.79,Buy,59 days,Rise by 17.250000%,12.44
2018-07-15,4.38,2018-09-30,4.86,Buy,54 days,Rise by 14.040000%,10.96
2018-09-09,4.86,2019-03-03,5.31,Buy,124 days,Rise by 3.190000%,9.15
2019-09-01,5.04,2019-11-24,5.6,Sell,59 days,Fall by -22.820000%,-11.11
2019-11-10,5.19,2019-11-24,5.6,Sell,9 days,Fall by -19.270000%,-7.9
2019-12-01,5.9,2020-01-19,6.57,Buy,34 days,Rise by 11.440000%,11.36
2020-12-06,8.11,2021-01-10,8.05,Sell,24 days,Fall by 14.300000%,0.74
2021-02-21,8.05,2021-04-11,6.55,Sell,34 days,Fall by 18.630000%,18.63
2022-03-06,7.37,2022-08-14,7.78,Buy,114 days,Rise by 9.770000%,5.5
2022-03-13,7.42,2022-08-21,7.8,Buy,114 days,Rise by 9.030000%,5.19
2022-05-15,7.1,2022-07-17,7.48,Sell,44 days,Fall by -6.400000%,-5.28
2022-07-24,7.8,2022-12-11,8.17,Buy,99 days,Rise by 8.210000%,4.74
2023-03-05,8.06,2023-04-16,8.68,Sell,29 days,Fall by -2.110000%,-7.69
2023-08-27,7.86,2023-10-08,7.7,Sell,29 days,Fall by 7.820000%,2.1
2023-09-03,7.87,2023-10-01,7.58,Sell,19 days,Fall by 7.880000%,3.62
2023-09-10,7.68,2023-11-19,7.61,Sell,49 days,Fall by 5.540000%,0.85
2024-09-15,9.22,2025-09-21,9.43,Buy,264 days,Rise by -2.010000%,2.22
2025-03-09,8.06,2025-06-08,8.46,Sell,64 days,Fall by 2.610000%,-5.02
2025-08-17,9.24,2025-09-21,9.43,Buy,24 days,Rise by 1.300000%,2.06
