Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-03-05,7.56,2020-06-08,7.81,Buy,66 days,Rise by -17.010000%,3.38
2020-08-13,7.66,2020-08-21,8.01,Buy,5 days,Rise by 20.370000%,4.57
2020-11-06,8.64,2020-11-12,8.9,Buy,3 days,Rise by -11.110000%,3.01
2020-11-18,8.57,2020-11-27,8.42,Sell,6 days,Fall by 10.390000%,1.75
2020-11-24,8.35,2020-12-04,8.11,Sell,7 days,Fall by 8.020000%,2.87
2020-12-02,8.06,2020-12-16,7.75,Sell,9 days,Fall by 6.080000%,3.85
2020-12-08,7.92,2020-12-17,7.8,Sell,6 days,Fall by 4.420000%,1.52
2020-12-14,7.8,2020-12-29,8.05,Sell,10 days,Fall by 2.950000%,-3.21
2021-01-13,8.05,2021-01-28,8.26,Buy,10 days,Rise by 8.200000%,2.61
2021-03-29,7.21,2021-04-07,6.54,Sell,6 days,Fall by 10.960000%,9.29
2021-06-08,6.58,2021-08-24,6.76,Buy,54 days,Rise by -2.430000%,2.74
2021-07-26,6.17,2021-08-12,6.38,Sell,12 days,Fall by -5.510000%,-3.4
2021-10-08,6.5,2021-10-15,6.4,Sell,4 days,Fall by 4.150000%,1.54
2021-11-22,6.38,2021-11-29,6.6,Buy,4 days,Rise by 13.170000%,3.45
2021-12-06,6.76,2021-12-13,7.22,Buy,4 days,Rise by 7.250000%,6.8
2022-01-11,7.02,2022-01-28,6.84,Sell,12 days,Fall by 4.560000%,2.56
2022-02-02,7.07,2022-03-03,7.46,Buy,20 days,Rise by 5.520000%,5.52
2022-06-08,7.18,2022-06-17,6.85,Sell,6 days,Fall by -8.210000%,4.66
2022-07-20,7.7,2022-07-27,7.86,Buy,4 days,Rise by 5.190000%,2.08
2022-10-25,7.88,2022-11-16,7.96,Buy,15 days,Rise by 5.330000%,1.02
2022-12-29,8.16,2023-01-26,8.44,Sell,19 days,Fall by 2.080000%,-3.43
2023-02-07,8.62,2023-12-13,7.67,Buy,220 days,Rise by 2.200000%,-11.07
2023-02-20,8.17,2023-02-28,8.3,Sell,5 days,Fall by 4.770000%,-1.59
2023-02-21,7.99,2023-02-28,8.3,Sell,4 days,Fall by 2.630000%,-3.88
2023-04-17,8.7,2023-12-13,7.67,Buy,171 days,Rise by -1.840000%,-11.84
2023-06-16,8.57,2023-12-13,7.67,Buy,127 days,Rise by 0.350000%,-10.5
2023-07-07,8.15,2023-07-13,8.41,Sell,3 days,Fall by 9.500000%,-3.13
2023-07-20,8.22,2023-07-27,8.52,Sell,4 days,Fall by 10.220000%,-3.65
2023-08-17,8.36,2023-08-25,7.86,Sell,5 days,Fall by 11.720000%,5.92
2023-08-22,7.92,2023-09-07,7.67,Sell,11 days,Fall by 6.760000%,3.1
2023-12-08,7.66,2024-01-29,7.92,Sell,35 days,Fall by 0.330000%,-3.46
2024-01-16,7.77,2024-01-29,7.92,Sell,8 days,Fall by -0.390000%,-1.93
2024-02-26,7.8,2024-03-12,8.12,Sell,10 days,Fall by 2.690000%,-4.17
2024-03-15,7.84,2024-03-21,7.7,Sell,3 days,Fall by 8.230000%,1.79
2024-03-18,7.68,2024-04-08,7.6,Sell,14 days,Fall by 6.320000%,1.11
2024-10-23,8.95,2025-06-23,8.55,Buy,172 days,Rise by 2.010000%,-4.47
2025-02-18,8.8,2025-06-23,8.55,Buy,88 days,Rise by -11.590000%,-2.84
2025-02-25,8.32,2025-03-10,8.14,Sell,8 days,Fall by 7.930000%,2.16
2025-03-06,8.07,2025-03-20,7.82,Sell,9 days,Fall by 4.580000%,3.04
2025-04-28,8.03,2025-05-13,8.3,Buy,10 days,Rise by 8.220000%,3.36
2025-05-02,8.19,2025-05-14,8.24,Buy,7 days,Rise by 6.110000%,0.67
2025-05-05,8.2,2025-06-09,8.46,Buy,24 days,Rise by 5.980000%,3.23
2025-07-08,8.45,2025-07-18,8.75,Sell,7 days,Fall by 0.650000%,-3.55
2025-07-30,8.65,2025-08-05,8.8,Buy,3 days,Rise by 14.450000%,1.73
2025-08-07,9.2,2025-08-22,9.42,Buy,10 days,Rise by 7.610000%,2.39
2025-08-28,9.81,2025-08-28,9.81,Buy,0 days,Rise by -2.550000%,0.0
2025-10-09,9.26,2025-10-16,9.11,Sell,4 days,Fall by -1.080000%,1.62
