Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-05-21,342.04,2024-10-24,423.78,2020-11-04-2021-05-10,275.56-351.09,Buy,894 days,23.9%,Rise by 6.41%,23.9%
2021-08-23,353.45,2021-09-16,348.18,2021-05-10-2021-06-18,335.25-347.59,Sell,18 days,1.49%,Fall by 2.84%,25.39%
2021-09-16,348.18,2024-02-15,388.25,2021-06-18-2021-08-16,332.68-356.6,Buy,630 days,11.51%,Rise by 0.79%,36.9%
2021-10-14,349.13,2021-11-15,361.24,2021-08-16-2021-09-20,342.16-352.66,Sell,22 days,-3.47%,Fall by 5.75%,33.43%
2021-12-03,346.24,2021-12-03,346.24,2021-09-20-2021-11-08,335.99-365.64,Buy,0 days,0.0%,Rise by 0%,33.43%
2022-01-12,362.95,2022-01-19,350.35,2021-11-08-2021-12-01,350.38-363.33,Sell,5 days,3.47%,Fall by 6.8%,36.9%
2022-01-26,341.46,2024-01-18,374.81,2021-09-20-2022-01-05,335.99-369.5,Buy,516 days,9.77%,Rise by 4.4%,46.67%
2022-02-16,349.67,2022-02-16,349.67,2021-05-10-2022-01-24,344.12-347.59,Sell,0 days,-0.0%,Fall by 0%,46.67%
2022-02-22,336.01,2022-02-28,339.34,2021-12-01-2022-01-05,340.32-369.5,Sell,4 days,-0.99%,Fall by 7.93%,45.68%
2022-02-23,331.52,2022-02-23,331.52,2021-09-20-2022-01-05,335.99-369.5,Sell,0 days,-0.0%,Fall by 0%,45.68%
2022-03-07,328.47,2022-04-11,343.2,2021-06-18-2022-01-05,332.68-369.5,Sell,25 days,-4.48%,Fall by 8.97%,41.19%
2022-03-08,326.53,2022-04-05,346.34,2021-06-18-2021-08-16,332.68-356.6,Sell,20 days,-6.07%,Fall by 9.79%,35.12%
2022-03-10,332.11,2022-03-10,332.11,2021-11-08-2022-02-24,332.74-363.33,Sell,0 days,-0.0%,Fall by 0%,35.12%
2022-04-05,346.34,2022-04-11,343.2,2022-02-09-2022-02-24,332.74-356.66,Sell,4 days,0.91%,Fall by 8.97%,36.03%
2022-05-11,318.46,2022-05-16,322.78,2022-02-24-2022-04-21,322.69-354.88,Sell,3 days,-1.36%,Fall by 7.45%,34.67%
2022-06-08,329.38,2022-06-10,314.37,2022-01-05-2022-05-20,315.07-363.98,Sell,2 days,4.56%,Fall by 2.54%,39.23%
2022-07-06,310.41,2022-07-06,310.41,2021-08-16-2022-06-17,301.58-352.66,Sell,0 days,-0.0%,Fall by 0%,39.23%
2022-07-15,312.66,2022-07-18,310.65,2022-01-05-2022-06-17,301.58-363.98,Sell,1 days,0.64%,Fall by 7.52%,39.87%
2022-08-23,329.11,2022-08-30,318.04,2022-06-01-2022-06-17,301.58-326.1,Sell,5 days,3.36%,Fall by 9.67%,43.24%
2022-09-23,295.86,2022-09-29,292.21,2022-06-17-2022-08-16,296.39-343.09,Sell,4 days,1.23%,Fall by -12.04%,44.47%
2022-11-07,328.42,2023-08-04,350.65,2022-06-17-2022-08-16,296.39-343.09,Buy,194 days,6.77%,Rise by -0.36%,51.24%
2022-12-02,344.74,2024-02-29,389.95,2022-02-24-2022-04-21,322.69-354.88,Buy,324 days,13.11%,Rise by 2.0%,64.36%
2022-12-08,338.46,2022-12-08,338.46,2022-04-21-2022-10-13,301.73-347.18,Sell,0 days,-0.0%,Fall by 0%,64.36%
2022-12-21,333.6,2024-02-15,388.25,2022-10-13-2022-12-13,286.62-348.22,Buy,301 days,16.38%,Rise by 0.79%,80.74%
2022-12-27,332.37,2024-07-23,403.49,2022-06-17-2022-12-13,296.39-348.22,Buy,410 days,21.4%,Rise by 3.15%,102.13%
2023-04-21,338.11,2023-04-21,338.11,2022-12-13-2023-03-15,319.81-339.5,Sell,0 days,-0.0%,Fall by 0%,102.13%
2023-05-18,336.06,2023-08-04,350.65,2023-03-15-2023-05-01,314.97-342.59,Buy,56 days,4.34%,Rise by -0.36%,106.48%
2023-06-26,337.14,2023-06-28,338.63,2023-05-01-2023-05-25,328.73-340.26,Sell,2 days,-0.44%,Fall by -0.71%,106.03%
2023-08-10,351.89,2024-02-21,386.05,2023-05-25-2023-08-01,325.82-356.7,Buy,139 days,9.71%,Rise by 3.03%,115.74%
2023-08-23,344.83,2024-10-02,421.91,2022-10-13-2023-08-01,286.62-356.7,Buy,290 days,22.35%,Rise by 2.54%,138.09%
2023-10-24,331.44,2023-10-24,331.44,2023-08-01-2023-10-06,335.64-355.14,Sell,0 days,-0.0%,Fall by 0%,138.09%
2024-01-09,375.18,2024-01-09,375.18,2023-05-01-2023-10-27,327.88-340.26,Sell,0 days,-0.0%,Fall by 0%,138.09%
2024-04-08,389.1,2025-09-26,462.28,2023-10-27-2024-03-21,323.21-398.82,Buy,384 days,18.81%,Rise by 2.9%,156.9%
2024-04-19,379.8,2024-07-23,403.49,2022-10-13-2024-03-21,286.62-398.82,Buy,67 days,6.24%,Rise by 3.15%,163.14%
2024-05-23,390.66,2024-06-03,386.24,2024-03-21-2024-04-17,380.19-395.81,Sell,7 days,1.13%,Fall by -0.15%,164.27%
2024-06-03,386.24,2024-07-23,403.49,2023-10-27-2024-05-16,323.21-401.0,Buy,36 days,4.47%,Rise by 3.15%,168.74%
2024-06-18,389.14,2024-06-18,389.14,2024-04-17-2024-05-16,376.14-401.0,Buy,0 days,0.0%,Rise by 0%,168.74%
2024-07-26,405.97,2024-08-05,386.81,2024-04-17-2024-07-18,376.14-413.86,Buy,6 days,-4.72%,Rise by 7.6%,164.02%
2024-08-07,387.77,2024-08-07,387.77,2022-10-13-2024-07-18,286.62-413.86,Buy,0 days,0.0%,Rise by 0%,164.02%
2024-09-09,409.05,2024-09-10,408.26,2024-07-18-2024-08-05,390.3-406.05,Sell,1 days,0.19%,Fall by -2.3%,164.21%
2024-12-11,442.51,2024-12-18,424.22,2024-10-18-2024-11-04,420.3-430.33,Sell,5 days,4.13%,Fall by 1.15%,168.34%
2024-12-24,432.5,2025-09-26,462.28,2024-04-17-2024-12-04,376.14-451.55,Buy,198 days,6.89%,Rise by 2.9%,175.23%
2025-01-15,432.24,2025-10-10,454.87,2020-11-04-2024-12-04,275.56-451.55,Buy,192 days,5.24%,Rise by 4.57%,180.47%
2025-02-07,443.12,2025-02-14,445.79,2024-12-04-2025-01-13,423.24-448.78,Sell,5 days,-0.6%,Fall by 8.3%,179.86%
2025-02-14,445.79,2025-02-24,434.53,2025-01-13-2025-01-31,418.51-450.36,Buy,6 days,-2.53%,Rise by -2.0%,177.34%
2025-03-12,413.95,2025-03-17,419.21,2025-01-13-2025-01-31,418.51-450.36,Sell,3 days,-1.27%,Fall by 10.19%,176.07%
2025-04-02,422.03,2025-04-03,405.22,2024-12-04-2025-03-13,414.19-448.78,Sell,1 days,3.98%,Fall by -4.08%,180.05%
2025-04-08,376.48,2025-04-09,406.08,2024-04-17-2024-12-04,376.14-451.55,Sell,1 days,-7.86%,Fall by -3.86%,172.19%
2025-04-14,405.42,2025-04-17,391.36,2022-10-13-2024-12-04,286.62-451.55,Sell,3 days,3.47%,Fall by -7.77%,175.66%
2025-04-15,403.71,2025-04-17,391.36,2022-06-17-2024-12-04,296.39-451.55,Sell,2 days,3.06%,Fall by -7.77%,178.71%
2025-04-16,396.77,2025-04-21,381.62,2020-11-04-2024-12-04,275.56-451.55,Sell,3 days,3.82%,Fall by -10.52%,182.53%
2025-05-27,423.85,2025-05-27,423.85,2024-12-04-2025-04-07,392.21-448.78,Sell,0 days,-0.0%,Fall by 0%,182.53%
