Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-15,69.3,2016-04-17,73.91,2015-11-08,Buy,22 Weeks,6.65%,Rise by -10.3%,6.65%,Absolute Extrema Case,
2015-11-22,67.25,2016-04-17,73.91,2015-11-15,Buy,21 Weeks,9.9%,Rise by 14.39%,16.56%,Normal Case,
2015-12-06,69.69,2016-04-17,73.91,2015-11-29,Buy,19 Weeks,6.06%,Rise by -10.12%,22.61%,Normal Case,
2015-12-13,68.55,2016-04-17,73.91,2015-12-06,Buy,18 Weeks,7.82%,Rise by 12.22%,30.43%,Normal Case,
2016-01-31,63.52,2016-04-17,73.91,2016-01-10,Buy,11 Weeks,16.36%,Rise by 21.11%,46.79%,Normal Case,
2016-02-07,62.57,2016-04-17,73.91,2016-01-31,Buy,10 Weeks,18.12%,Rise by 22.95%,64.91%,Normal Case,
2016-02-14,62.05,2016-04-17,73.91,2016-01-24,Buy,9 Weeks,19.11%,Rise by 23.98%,84.02%,Absolute Extrema Case,
2016-03-06,65.17,2016-05-22,74.88,2015-12-20,Buy,11 Weeks,14.9%,Rise by 18.05%,98.92%,Local Extrema Case,
2016-05-01,75.39,2016-08-07,78.74,2016-04-24,Buy,14 Weeks,4.44%,Rise by 16.45%,103.37%,Normal Case,
2016-05-08,75.81,2016-08-07,78.74,2016-05-01,Buy,13 Weeks,3.86%,Rise by 15.8%,107.23%,Normal Case,
2016-06-26,72.68,2016-09-18,83.65,2016-06-19,Buy,12 Weeks,15.09%,Rise by 20.79%,122.33%,Normal Case,
2016-08-21,84.91,2016-12-04,85.77,2016-08-14,Buy,15 Weeks,1.01%,Rise by 5.28%,123.34%,Normal Case,
2016-08-28,85.39,2016-12-04,85.77,2016-08-21,Buy,14 Weeks,0.45%,Rise by 4.68%,123.78%,Normal Case,
2016-09-04,87.79,2016-12-04,85.77,2016-08-28,Buy,13 Weeks,-2.3%,Rise by 1.82%,121.48%,Normal Case,
2016-10-16,85.17,2017-03-26,83.8,2016-08-07,Buy,23 Weeks,-1.61%,Rise by 7.4%,119.87%,Local Extrema Case,
2016-10-16,85.17,2017-03-26,83.8,2016-10-09,Buy,23 Weeks,-1.61%,Rise by 7.4%,118.27%,Normal Case,
2017-01-01,85.56,2017-03-26,83.8,2016-12-25,Buy,12 Weeks,-2.06%,Rise by 6.91%,116.21%,Normal Case,
2017-01-08,85.3,2017-03-26,83.8,2016-12-18,Buy,11 Weeks,-1.76%,Rise by 7.23%,114.45%,Normal Case,
2017-01-29,86.35,2017-07-02,96.15,2017-01-22,Buy,22 Weeks,11.35%,Rise by 18.26%,125.8%,Normal Case,
2017-03-12,91.47,2017-07-02,96.15,2017-03-05,Buy,16 Weeks,5.12%,Rise by 11.64%,130.92%,Normal Case,
2017-04-02,84.81,2017-07-02,96.15,2017-03-26,Buy,13 Weeks,13.37%,Rise by 20.41%,144.29%,Normal Case,
2017-04-23,85.81,2017-07-02,96.15,2017-04-09,Buy,10 Weeks,12.05%,Rise by 19.01%,156.34%,Normal Case,
2017-05-21,89.42,2017-11-12,93.0,2017-05-14,Buy,25 Weeks,4.0%,Rise by 13.44%,160.34%,Normal Case,
2017-07-02,96.15,2017-11-12,93.0,2017-06-25,Buy,19 Weeks,-3.28%,Rise by 5.5%,157.06%,Normal Case,
2017-08-20,93.2,2017-11-12,93.0,2017-08-13,Buy,12 Weeks,-0.21%,Rise by 8.84%,156.85%,Normal Case,
2017-10-01,91.68,2017-12-31,100.89,2017-09-24,Buy,13 Weeks,10.05%,Rise by 10.65%,166.9%,Normal Case,
2017-10-29,95.59,2017-12-31,100.89,2017-10-22,Buy,9 Weeks,5.54%,Rise by 11.64%,172.44%,Normal Case,
2017-11-19,93.65,2018-01-28,103.67,2017-11-12,Buy,10 Weeks,10.7%,Rise by 13.96%,183.14%,Normal Case,
2017-12-31,100.89,2018-03-25,104.42,2017-12-24,Buy,12 Weeks,3.5%,Rise by 8.89%,186.64%,Normal Case,
2018-02-04,103.59,2018-05-13,104.88,2018-01-28,Buy,14 Weeks,1.25%,Rise by 17.98%,187.88%,Normal Case,
2018-02-25,104.62,2018-05-13,104.88,2018-02-04,Buy,11 Weeks,0.25%,Rise by 16.82%,188.13%,Normal Case,
2018-03-04,108.2,2018-05-13,104.88,2018-02-25,Buy,10 Weeks,-3.07%,Rise by 12.96%,185.06%,Normal Case,
2018-03-25,104.42,2018-07-08,119.72,2018-03-04,Buy,15 Weeks,14.65%,Rise by 17.05%,199.72%,Normal Case,
2018-04-08,107.4,2018-07-08,119.72,2018-04-01,Buy,13 Weeks,11.47%,Rise by 13.8%,211.19%,Normal Case,
2018-04-29,109.88,2018-07-08,119.72,2018-04-22,Buy,10 Weeks,8.96%,Rise by 11.23%,220.14%,Normal Case,
2018-06-03,114.2,2018-08-05,120.0,2018-05-27,Buy,9 Weeks,5.08%,Rise by 13.92%,225.22%,Normal Case,
2018-06-24,118.79,2018-09-30,125.98,2018-06-17,Buy,14 Weeks,6.05%,Rise by 9.52%,231.27%,Normal Case,
2018-08-19,123.76,2019-02-24,124.03,2018-08-12,Buy,27 Weeks,0.22%,Rise by -11.42%,231.49%,Normal Case,
