Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-12-02,48.2900,2021-12-07,51.5900,3 days,6.83%,6.8337%,Rise by 37.42%,6.8337%,
Buy,2022-07-07,76.5500,2022-09-23,65.3200,56 days,-14.67%,-14.6702%,Rise by 1.96%,-7.8364%,
Buy,2022-12-12,64.4100,2022-12-14,67.3600,2 days,4.58%,4.5800%,Rise by 8.85%,-3.2564%,
Buy,2023-03-20,59.7900,2023-03-27,64.1500,5 days,7.29%,7.2922%,Rise by 21.14%,4.0358%,
Buy,2023-11-10,71.7900,2024-02-27,73.8500,77 days,2.87%,2.8695%,Rise by -10.5%,6.9053%,
Buy,2024-05-06,75.6600,2024-05-28,77.6600,16 days,2.64%,2.6434%,Rise by 2.64%,9.5487%,
Buy,2024-09-09,69.2700,2024-09-17,71.7200,6 days,3.54%,3.5369%,Rise by 14.34%,13.0856%,
Buy,2025-03-07,72.0900,2025-03-24,74.8800,11 days,3.87%,3.8702%,Rise by 7.84%,16.9557%,
Buy,2025-04-09,67.5800,2025-06-03,69.8900,39 days,3.42%,3.4182%,Rise by 2.97%,20.3739%,
Buy,2025-10-17,67.9800,2025-10-22,70.6300,3 days,3.90%,3.8982%,Rise by 6.74%,24.2721%,
