Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,1986-08-31,9.69,1991-09-30,4.69,1324 days,-51.610000%,-51.610000%,Rise by 14.190000%,-51.610000%
Buy,1996-01-31,9.88,2000-10-31,22.63,1238 days,129.110000%,129.110000%,Rise by -31.010000%,77.500000%
Buy,2011-10-31,5.83,2017-12-31,10.28,1609 days,76.330000%,76.330000%,Rise by 37.560000%,153.830000%
