Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2012-03-25,9.85,2012-12-02,9.86,Buy,179 days,Rise by -23.350000%,0.1,
2012-12-30,11.36,2013-04-07,11.97,Buy,69 days,Rise by 10.650000%,5.37,
2014-07-20,15.49,2014-09-14,16.79,Sell,39 days,Fall by 2.190000%,-8.39,
2015-07-12,16.7,2015-09-20,15.56,Sell,49 days,Fall by 7.900000%,6.83,
2016-01-17,14.46,2016-02-21,12.13,Sell,24 days,Fall by 10.930000%,16.11,
2016-06-19,13.4,2016-07-24,14.38,Sell,24 days,Fall by -66.720000%,-7.31,
2016-11-20,20.0,2016-12-18,22.66,Buy,19 days,Rise by 27.200000%,13.3,
2016-12-11,23.09,2017-03-12,25.31,Buy,64 days,Rise by 10.180000%,9.61,
2017-10-29,27.8,2017-12-31,29.52,Buy,44 days,Rise by 15.830000%,6.19,
2018-06-03,29.4,2018-07-29,31.06,Sell,39 days,Fall by 10.240000%,-5.65,
2018-07-29,31.06,2019-06-02,26.6,Buy,219 days,Rise by -15.040000%,-14.36,
2018-09-09,30.86,2018-10-28,26.39,Sell,34 days,Fall by 14.480000%,14.48,
2018-09-16,30.37,2018-11-11,28.52,Sell,39 days,Fall by 11.200000%,6.09,
2018-12-16,24.48,2019-01-06,25.58,Sell,14 days,Fall by -10.330000%,-4.49,
2018-12-23,23.37,2019-01-06,25.58,Sell,9 days,Fall by -15.580000%,-9.46,
2019-04-14,30.17,2019-11-17,32.93,Buy,154 days,Rise by -11.830000%,9.15,
2019-05-26,28.18,2019-06-30,29.0,Sell,24 days,Fall by 6.070000%,-2.91,
2020-03-08,25.71,2020-03-29,21.6,Sell,14 days,Fall by 13.730000%,15.99,
2020-09-27,23.49,2020-11-15,27.0,Sell,34 days,Fall by -60.490000%,-14.94,
2021-01-10,32.53,2021-03-14,37.94,Buy,44 days,Rise by 33.020000%,16.63,
2021-09-19,40.5,2021-10-10,44.34,Sell,14 days,Fall by -8.320000%,-9.48,
2021-10-10,44.34,2021-11-14,46.91,Buy,24 days,Rise by 10.920000%,5.8,
2022-09-25,31.73,2022-10-23,34.95,Sell,19 days,Fall by 0.090000%,-10.15,
2022-10-30,36.18,2024-03-03,34.35,Buy,349 days,Rise by -12.380000%,-5.06,
2023-01-15,35.23,2024-03-03,34.35,Buy,294 days,Rise by -14.080000%,-2.5,
2023-03-19,27.82,2023-04-23,29.87,Sell,24 days,Fall by 2.620000%,-7.37,
2023-06-04,28.71,2023-08-13,31.29,Buy,49 days,Rise by 11.390000%,8.99,
2023-12-10,30.96,2024-01-14,32.8,Buy,24 days,Rise by 22.480000%,5.94,
2024-04-28,37.83,2024-06-30,39.77,Buy,44 days,Rise by 13.400000%,5.13,
2025-04-06,34.39,2025-04-27,39.69,Sell,14 days,Fall by -55.420000%,-15.41,
2025-09-21,52.25,2025-09-21,52.25,Buy,0 days,Rise by 2.300000%,0.0,
2025-09-28,52.21,2025-09-28,52.21,Buy,0 days,Rise by 2.380000%,0.0,
2025-10-26,52.57,2025-10-26,52.57,Buy,0 days,Rise by 1.670000%,0.0,
