Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-06-04,26.78,2020-11-13,27.0,Buy,115 days,Rise by -11.090000%,0.82
2020-11-10,27.66,2020-11-30,28.16,Buy,13 days,Rise by 5.890000%,1.81
2021-05-05,41.39,2021-05-25,42.01,Buy,13 days,Rise by 4.540000%,1.5
2021-05-07,42.18,2021-06-04,43.27,Buy,19 days,Rise by 2.580000%,2.58
2021-05-24,42.63,2021-10-07,44.12,Buy,97 days,Rise by -11.050000%,3.5
2021-06-18,38.78,2021-06-24,40.83,Sell,3 days,Fall by 4.770000%,-5.29
2021-07-23,37.7,2021-08-06,40.15,Sell,9 days,Fall by -3.740000%,-6.5
2021-10-15,46.37,2021-10-26,47.96,Buy,6 days,Rise by 4.310000%,3.43
2021-11-15,47.05,2021-11-23,47.5,Sell,5 days,Fall by 6.820000%,-0.96
2022-01-04,47.99,2022-01-12,48.86,Buy,5 days,Rise by 2.900000%,1.81
2022-02-18,45.96,2022-03-01,42.47,Sell,6 days,Fall by 16.580000%,7.59
2022-03-07,38.34,2022-03-09,41.04,Sell,1 days,Fall by 6.940000%,-7.04
2022-04-01,40.9,2022-04-08,39.67,Sell,4 days,Fall by 10.880000%,3.01
2022-04-22,37.56,2022-04-28,36.81,Sell,3 days,Fall by 9.850000%,2.0
2022-05-26,36.67,2022-11-15,37.7,Buy,122 days,Rise by -12.680000%,2.81
2022-08-11,35.91,2022-11-09,36.52,Buy,63 days,Rise by -1.780000%,1.7
2022-09-26,31.03,2022-10-04,32.38,Sell,5 days,Fall by 4.060000%,-4.35
2022-10-05,31.92,2022-10-20,33.7,Buy,10 days,Rise by 20.330000%,5.58
2023-01-23,34.32,2023-01-31,35.48,Buy,5 days,Rise by 7.140000%,3.38
2023-02-07,36.77,2023-07-28,31.9,Buy,122 days,Rise by -10.250000%,-13.24
2023-03-01,34.14,2023-03-10,30.27,Sell,6 days,Fall by 16.550000%,11.34
2023-03-10,30.27,2023-03-16,28.97,Sell,3 days,Fall by 10.340000%,4.29
2023-05-26,28.31,2023-06-09,29.27,Buy,9 days,Rise by 15.330000%,3.39
2023-09-22,27.64,2023-10-05,26.06,Sell,8 days,Fall by 8.940000%,5.72
2023-11-03,28.42,2023-11-17,29.98,Buy,9 days,Rise by 8.940000%,5.49
2023-11-20,30.01,2023-12-05,30.58,Buy,10 days,Rise by 13.100000%,1.9
2023-11-30,30.49,2023-12-18,33.43,Buy,11 days,Rise by 11.320000%,9.64
2023-12-14,33.94,2024-03-04,35.15,Buy,56 days,Rise by 1.440000%,3.57
2024-04-09,37.73,2024-05-15,38.91,Buy,25 days,Rise by 1.700000%,3.13
2024-04-11,36.35,2024-04-19,36.97,Sell,5 days,Fall by -6.270000%,-1.71
2024-04-15,35.95,2024-04-19,36.97,Sell,3 days,Fall by -7.450000%,-2.84
2024-04-30,37.01,2024-05-10,38.45,Sell,7 days,Fall by -4.380000%,-3.89
2024-05-01,36.95,2024-05-10,38.45,Sell,6 days,Fall by -4.550000%,-4.06
2024-05-16,39.22,2024-06-06,39.7,Buy,14 days,Rise by 1.960000%,1.22
2024-06-26,39.0,2024-07-02,40.93,Sell,3 days,Fall by 6.030000%,-4.95
2024-07-10,41.74,2024-07-19,42.9,Buy,6 days,Rise by -12.190000%,2.78
2024-07-12,41.59,2024-07-18,43.01,Buy,3 days,Rise by -11.880000%,3.41
2024-07-16,44.13,2024-10-21,41.76,Buy,68 days,Rise by -10.490000%,-5.37
2024-08-02,37.58,2024-08-08,38.21,Sell,3 days,Fall by -2.850000%,-1.68
2024-08-21,38.75,2024-08-30,40.75,Sell,6 days,Fall by 0.260000%,-5.16
2024-09-06,38.76,2024-09-19,40.87,Sell,8 days,Fall by -1.190000%,-5.44
2024-11-06,45.41,2024-11-14,45.9,Buy,5 days,Rise by 5.200000%,1.08
2024-12-19,43.38,2025-01-06,45.4,Sell,11 days,Fall by 8.690000%,-4.66
2025-01-27,47.09,2025-06-17,44.23,Buy,100 days,Rise by -10.190000%,-6.07
2025-02-21,44.81,2025-02-28,46.1,Sell,4 days,Fall by 11.110000%,-2.88
2025-02-24,44.46,2025-02-28,46.1,Sell,3 days,Fall by 10.410000%,-3.69
2025-02-26,43.94,2025-02-28,46.1,Sell,1 days,Fall by 15.290000%,-4.92
2025-03-05,42.29,2025-03-11,39.61,Sell,3 days,Fall by 11.990000%,6.34
2025-05-05,41.12,2025-05-13,44.28,Buy,5 days,Rise by 8.880000%,7.68
2025-06-05,44.38,2025-06-23,46.3,Sell,11 days,Fall by -3.720000%,-4.33
2025-07-30,47.96,2025-08-06,45.42,Sell,4 days,Fall by -3.130000%,5.3
2025-08-01,45.66,2025-08-12,47.5,Sell,6 days,Fall by -8.320000%,-4.03
2025-08-04,45.85,2025-08-12,47.5,Sell,5 days,Fall by -7.870000%,-3.6
2025-08-25,49.48,2025-09-02,50.42,Buy,5 days,Rise by 5.940000%,1.9
2025-08-27,50.38,2025-09-22,51.92,Buy,17 days,Rise by 4.050000%,3.06
2025-09-19,52.25,2025-10-30,53.03,Buy,28 days,Rise by 2.300000%,1.49
2025-10-01,50.68,2025-10-13,48.86,Sell,7 days,Fall by -5.470000%,3.59
2025-10-07,50.29,2025-10-15,52.28,Sell,5 days,Fall by -6.280000%,-3.96
