Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-07-13,204.0,2020-07-28,194.04,Sell,10 days,Fall by 5.200000%,4.88
2020-08-20,205.7,2020-10-07,211.21,Buy,33 days,Rise by 3.460000%,2.68
2020-09-09,202.76,2020-09-21,195.82,Sell,7 days,Fall by 4.010000%,3.42
2020-11-12,216.51,2020-12-17,221.75,Buy,24 days,Rise by 6.250000%,2.42
2020-11-16,223.05,2020-12-29,225.0,Buy,30 days,Rise by 3.130000%,0.87
2021-01-26,237.9,2021-07-15,232.0,Buy,121 days,Rise by -10.450000%,-2.48
2021-02-22,214.12,2021-03-05,226.3,Sell,8 days,Fall by 0.550000%,-5.69
2021-03-30,216.08,2021-04-14,225.96,Sell,10 days,Fall by -3.720000%,-4.57
2021-07-23,242.0,2021-08-23,247.0,Buy,20 days,Rise by 2.970000%,2.07
2021-10-29,240.2,2021-11-15,212.39,Sell,10 days,Fall by 11.720000%,11.58
2022-02-10,182.74,2022-08-16,189.53,Buy,132 days,Rise by -10.600000%,3.72
2022-06-07,144.0,2022-07-21,155.17,Buy,31 days,Rise by -11.880000%,7.76
2022-06-24,136.32,2022-07-07,146.12,Buy,8 days,Rise by 42.390000%,7.19
2022-06-29,138.69,2022-07-11,144.55,Buy,7 days,Rise by 39.960000%,4.23
2022-07-06,142.25,2022-07-12,145.51,Buy,3 days,Rise by 36.460000%,2.29
2022-09-23,177.08,2022-10-06,185.78,Sell,8 days,Fall by -16.920000%,-4.91
2022-11-11,211.9,2023-02-17,215.41,Buy,69 days,Rise by 3.110000%,1.66
2022-12-22,209.0,2023-02-02,203.28,Sell,29 days,Fall by 5.290000%,2.74
2023-01-19,208.49,2023-02-02,203.28,Sell,9 days,Fall by -0.080000%,2.5
2023-01-25,206.07,2023-02-02,203.28,Sell,5 days,Fall by -1.250000%,1.35
2023-03-01,213.79,2023-03-29,213.67,Sell,19 days,Fall by 2.400000%,0.06
2023-03-20,211.0,2023-04-10,225.02,Sell,14 days,Fall by -1.200000%,-6.64
2023-03-21,208.65,2023-04-10,225.02,Sell,13 days,Fall by -2.340000%,-7.85
2023-03-28,211.11,2023-04-10,225.02,Sell,8 days,Fall by -1.150000%,-6.59
2023-04-14,215.51,2023-05-01,227.91,Sell,10 days,Fall by -13.360000%,-5.75
2023-04-17,213.62,2023-05-01,227.91,Sell,9 days,Fall by -14.360000%,-6.69
2023-04-28,225.95,2023-05-05,228.59,Buy,4 days,Rise by 11.800000%,1.17
2023-05-17,242.0,2023-06-01,248.0,Buy,10 days,Rise by 4.380000%,2.48
2023-09-13,249.1,2023-11-24,258.34,Buy,51 days,Rise by 4.880000%,3.71
2023-09-22,245.0,2023-10-02,242.18,Sell,5 days,Fall by 5.460000%,1.15
2023-10-12,240.0,2023-10-23,233.35,Sell,6 days,Fall by -11.960000%,2.77
2023-12-12,271.98,2023-12-28,276.99,Buy,11 days,Rise by 18.340000%,1.84
2024-02-12,304.6,2024-02-27,315.9,Buy,10 days,Rise by 5.660000%,3.71
2024-02-15,311.42,2024-11-21,218.47,Buy,199 days,Rise by 1.120000%,-29.85
2024-05-16,235.36,2024-06-03,230.94,Sell,11 days,Fall by 3.060000%,1.88
2024-06-13,261.28,2024-11-21,218.47,Buy,114 days,Rise by 0.820000%,-16.38
2024-07-16,263.41,2024-11-21,218.47,Buy,91 days,Rise by -13.420000%,-17.06
2024-07-25,229.88,2024-08-14,219.0,Sell,13 days,Fall by 10.100000%,4.73
2024-12-16,212.48,2024-12-24,215.46,Buy,5 days,Rise by 13.610000%,1.4
2025-01-13,212.75,2025-01-17,221.53,Buy,3 days,Rise by 13.460000%,4.13
2025-01-16,220.44,2025-01-23,228.5,Buy,4 days,Rise by 9.500000%,3.66
2025-06-05,196.63,2025-06-12,209.51,Sell,4 days,Fall by 4.690000%,-6.55
2025-07-23,210.57,2025-07-29,197.72,Sell,3 days,Fall by 11.000000%,6.1
2025-07-25,197.12,2025-08-06,192.78,Sell,7 days,Fall by -6.290000%,2.2
2025-08-01,189.18,2025-08-13,213.97,Sell,7 days,Fall by -10.750000%,-13.1
