Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-09-04,33.43,2020-09-09,33.6,Sell,2 days,Fall by 3.020000%,-0.51,
2021-01-11,41.45,2021-02-08,42.68,Buy,19 days,Rise by 3.980000%,2.97,
2021-05-07,42.74,2021-05-21,43.09,Buy,9 days,Rise by 6.200000%,0.82,
2021-07-19,43.81,2021-07-26,44.81,Sell,4 days,Fall by -11.570000%,-2.28,
2021-10-11,49.12,2021-10-13,49.97,Sell,1 days,Fall by 0.570000%,-1.73,
2021-11-10,50.0,2021-11-23,49.24,Sell,8 days,Fall by 10.440000%,1.52,
2021-11-16,50.26,2021-11-22,48.62,Sell,3 days,Fall by 10.900000%,3.26,
2021-11-29,47.38,2021-12-02,48.56,Sell,2 days,Fall by 7.910000%,-2.49,
2021-12-14,44.78,2021-12-22,44.76,Sell,5 days,Fall by 1.160000%,0.04,
2022-03-04,41.5,2022-03-08,40.92,Sell,1 days,Fall by 2.920000%,1.4,
2022-03-18,44.75,2022-04-06,45.58,Buy,12 days,Rise by 3.780000%,1.85,
2022-03-29,45.38,2022-08-08,43.11,Buy,93 days,Rise by -10.510000%,-5.0,
2022-07-29,42.68,2022-08-04,43.05,Buy,3 days,Rise by 3.300000%,0.87,
2022-08-03,43.25,2022-08-17,44.09,Buy,9 days,Rise by 1.940000%,1.94,
2022-11-11,44.03,2023-05-16,41.29,Buy,131 days,Rise by 0.480000%,-6.22,
2022-12-06,43.14,2022-12-20,42.53,Sell,9 days,Fall by 4.520000%,1.41,
2022-12-15,42.28,2022-12-27,41.79,Sell,7 days,Fall by 5.530000%,1.16,
2023-08-03,43.6,2023-08-17,43.2,Sell,9 days,Fall by 0.920000%,0.92,
2023-10-13,44.46,2023-10-25,43.25,Sell,7 days,Fall by -9.490000%,2.72,
2023-10-19,44.33,2023-10-25,43.25,Sell,3 days,Fall by -9.810000%,2.44,
2023-12-14,48.35,2023-12-29,48.81,Buy,10 days,Rise by 3.330000%,0.95,
2024-03-14,50.71,2024-03-27,51.09,Sell,8 days,Fall by -0.510000%,-0.75,
2024-07-02,56.17,2024-07-09,56.85,Buy,4 days,Rise by 2.230000%,1.21,
2024-10-02,58.01,2024-10-08,57.08,Sell,3 days,Fall by 8.600000%,1.6,
2024-11-13,53.27,2024-11-22,54.23,Sell,6 days,Fall by 5.970000%,-1.8,
2025-03-24,52.12,2025-04-24,53.74,Buy,22 days,Rise by 4.220000%,3.11,
2025-06-18,53.79,2025-06-24,54.8,Sell,3 days,Fall by 3.100000%,-1.88,
2025-09-16,53.87,2025-10-21,54.48,Buy,24 days,Rise by 0.190000%,1.13,
2025-09-24,52.74,2025-09-30,52.06,Sell,3 days,Fall by -2.330000%,1.29,
