Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2016-06-30,27.92,2017-05-31,32.55,Buy,238 days,Rise by 23.070000%,16.58
2017-04-30,32.08,2017-10-31,35.24,Buy,130 days,Rise by 16.120000%,9.85
2018-10-31,30.19,2019-03-31,35.25,Sell,107 days,Fall by -6.590000%,-16.76
2021-12-31,45.84,2022-08-31,43.02,Sell,172 days,Fall by 14.110000%,6.15
2023-02-28,38.8,2023-06-30,43.7,Sell,87 days,Fall by -23.970000%,-12.63
2023-06-30,43.7,2024-03-31,51.59,Buy,195 days,Rise by 33.940000%,18.05
2025-02-28,48.1,2025-05-31,54.31,Sell,65 days,Fall by -12.200000%,-12.91
