Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-03-08,125.07,2021-07-08,145.72,87 days,16.510000%,16.510000%,Rise by 19.520000%,16.510000%
Buy,2021-09-30,148.62,2021-11-26,172.91,40 days,16.340000%,16.340000%,Rise by 23.400000%,32.860000%
Buy,2022-01-21,157.55,2022-08-09,131.31,141 days,-16.650000%,-16.650000%,Rise by 6.770000%,16.210000%
Buy,2022-08-30,124.53,2022-12-06,122.72,69 days,-1.460000%,-1.460000%,Rise by -10.660000%,14.750000%
Buy,2022-12-20,118.42,2023-03-28,140.41,69 days,18.570000%,18.570000%,Rise by 22.320000%,33.320000%
Buy,2023-04-27,134.95,2023-06-22,164.47,39 days,21.880000%,21.880000%,Rise by 20.950000%,55.200000%
Buy,2023-08-14,166.91,2024-01-02,185.12,100 days,10.910000%,10.910000%,Rise by 2.250000%,66.100000%
Buy,2024-04-17,210.36,2025-10-10,271.99,386 days,29.300000%,29.300000%,Rise by 23.260000%,95.400000%
