Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-01-17 - 2020-02-04,12 days,2020-02-10,126.17,2020-02-13,124.96,3 days,1.0%,Fall by 10.04%,1.0%
Sell,2020-02-07 - 2020-02-21,10 days,2020-02-26,120.16,2020-03-02,119.56,3 days,0.5%,Fall by 14.76%,1.5%
Buy,2020-02-27 - 2020-03-12,10 days,2020-03-17,118.24,2020-03-20,102.43,3 days,-13.4%,Rise by 5.46%,-11.9%
Buy,2020-05-07 - 2020-05-14,5 days,2020-05-18,116.21,2020-07-07,122.22,36 days,5.2%,Rise by 20.91%,-6.7%
Sell,2020-06-03 - 2020-06-10,5 days,2020-06-15,116.69,2020-07-01,119.98,12 days,-2.8%,Fall by -16.5%,-9.6%
Sell,2020-08-04 - 2020-08-05,1 days,2020-08-14,135.1,2020-08-24,138.51,6 days,-2.5%,Fall by -0.62%,-12.1%
Sell,2020-08-25 - 2020-08-27,2 days,2020-09-01,138.18,2020-09-09,138.15,6 days,0.0%,Fall by 0.78%,-12.1%
Buy,2020-09-10 - 2020-09-21,7 days,2020-09-25,137.62,2021-02-26,123.53,110 days,-10.2%,Rise by 4.84%,-22.3%
Sell,2020-10-12 - 2020-10-16,4 days,2020-10-22,141.45,2020-11-02,138.5,7 days,2.1%,Fall by 4.2%,-20.2%
Sell,2020-10-16 - 2020-11-09,16 days,2020-11-18,139.7,2020-11-20,139.3,2 days,0.3%,Fall by 3.0%,-19.9%
Buy,2020-11-27 - 2020-12-03,4 days,2020-12-07,137.68,2021-02-26,123.53,59 days,-10.3%,Rise by 1.8%,-30.2%
Buy,2021-01-20 - 2021-01-28,6 days,2021-02-01,128.97,2021-03-29,137.57,40 days,6.7%,Rise by 6.67%,-23.5%
Buy,2021-02-02 - 2021-02-12,8 days,2021-02-17,128.46,2021-07-15,139.16,106 days,8.3%,Rise by 7.09%,-15.2%
Sell,2021-03-29 - 2021-04-08,8 days,2021-04-13,135.11,2021-04-28,131.4,11 days,2.7%,Fall by 1.65%,-12.5%
Buy,2021-06-01 - 2021-06-18,13 days,2021-06-22,133.12,2021-12-06,152.15,119 days,14.3%,Rise by 8.99%,1.8%
Sell,2021-07-16 - 2021-07-20,2 days,2021-07-29,139.48,2021-08-03,143.95,3 days,-3.2%,Fall by -2.03%,-1.4%
Sell,2021-08-17 - 2021-08-20,3 days,2021-08-25,142.67,2021-08-27,142.31,2 days,0.3%,Fall by 2.72%,-1.1%
Sell,2021-08-20 - 2021-09-13,16 days,2021-09-16,144.11,2021-09-21,143.11,3 days,0.7%,Fall by 3.69%,-0.4%
Sell,2021-11-05 - 2021-11-10,3 days,2021-11-30,144.58,2021-12-03,149.88,3 days,-3.7%,Fall by -8.4%,-4.1%
Sell,2021-12-16 - 2021-12-17,1 days,2021-12-31,163.58,2022-01-04,163.47,2 days,0.1%,Fall by 10.26%,-4.0%
