Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-01-23 - 2020-01-29,4 days,2020-02-03,28.78,2020-03-05,25.745,23 days,-10.5%,Rise by -10.55%,-10.5%
Buy,2020-02-27 - 2020-03-05,5 days,2020-03-10,25.345,2020-03-12,22.375,2 days,-11.7%,Rise by -18.68%,-22.3%
Sell,2020-04-14 - 2020-04-20,4 days,2020-04-27,20.295,2020-04-29,22.455,2 days,-10.6%,Fall by 10.22%,-32.9%
Sell,2020-06-11 - 2020-06-15,2 days,2020-06-30,22.73,2020-07-01,23.965,1 days,-5.4%,Fall by -0.66%,-38.3%
Sell,2020-06-12 - 2020-06-16,2 days,2020-06-30,22.73,2020-07-01,23.965,1 days,-5.4%,Fall by -0.66%,-43.8%
Buy,2020-08-05 - 2020-08-17,8 days,2020-08-19,23.595,2020-08-28,25.545,7 days,8.3%,Rise by 48.82%,-35.5%
Sell,2020-08-25 - 2020-08-26,1 days,2020-09-04,25.05,2020-09-08,24.735,2 days,1.3%,Fall by 4.91%,-34.3%
Sell,2020-10-23 - 2020-11-09,11 days,2020-11-12,33.3,2020-11-16,34.36,2 days,-3.2%,Fall by 0.0%,-37.4%
Sell,2020-11-17 - 2020-11-24,5 days,2020-12-03,34.015,2020-12-08,33.69,3 days,1.0%,Fall by -1.19%,-36.5%
Sell,2021-01-12 - 2021-01-14,2 days,2021-01-21,36.72,2021-01-28,36.0,5 days,2.0%,Fall by -7.76%,-34.5%
Sell,2021-02-09 - 2021-02-16,5 days,2021-02-23,39.935,2021-02-24,41.25,1 days,-3.3%,Fall by 13.72%,-37.8%
Buy,2021-02-23 - 2021-02-26,3 days,2021-03-16,41.165,2021-04-09,36.88,18 days,-10.4%,Rise by -10.41%,-48.2%
Buy,2021-04-07 - 2021-04-12,3 days,2021-04-22,34.635,2021-04-28,37.11,4 days,7.1%,Rise by 11.82%,-41.1%
Sell,2021-05-21 - 2021-05-24,1 days,2021-06-17,37.24,2021-07-02,36.575,11 days,1.8%,Fall by 7.06%,-39.3%
Buy,2021-06-18 - 2021-06-23,3 days,2021-06-25,37.45,2021-09-01,39.425,48 days,5.3%,Rise by 0.12%,-34.0%
Sell,2021-08-24 - 2021-08-31,5 days,2021-09-07,38.55,2021-09-08,38.36,1 days,0.5%,Fall by 6.6%,-33.5%
Buy,2021-09-14 - 2021-09-20,4 days,2021-09-23,36.99,2021-10-19,39.2,18 days,6.0%,Rise by 5.97%,-27.5%
Buy,2021-09-20 - 2021-09-28,6 days,2021-10-01,36.855,2021-10-19,39.2,12 days,6.4%,Rise by 6.36%,-21.2%
Buy,2021-11-08 - 2021-11-15,5 days,2021-11-18,35.98,2021-12-14,32.355,18 days,-10.1%,Rise by -10.08%,-31.3%
Buy,2021-12-15 - 2021-12-20,3 days,2021-12-22,31.755,2022-01-04,33.655,9 days,6.0%,Rise by 12.94%,-25.3%
Sell,2022-01-11 - 2022-01-12,1 days,2022-01-19,35.075,2022-01-25,33.67,4 days,4.0%,Fall by 11.38%,-21.3%
Buy,2022-04-18 - 2022-05-09,15 days,2022-05-11,26.675,2022-07-28,31.04,56 days,16.4%,Rise by 10.48%,-4.9%
Sell,2022-08-12 - 2022-08-16,2 days,2022-08-19,31.525,2022-08-23,31.1,2 days,1.3%,Fall by 10.44%,-3.6%
Sell,2022-09-12 - 2022-09-14,2 days,2022-09-19,33.035,2022-09-20,32.69,1 days,1.0%,Fall by 10.11%,-2.5%
Buy,2022-09-27 - 2022-09-29,2 days,2022-10-12,28.435,2022-10-17,29.97,3 days,5.4%,Rise by 24.09%,2.9%
Buy,2022-09-29 - 2022-10-13,10 days,2022-10-24,30.22,2022-11-10,33.345,13 days,10.3%,Rise by 16.76%,13.2%
Sell,2022-11-15 - 2022-11-30,11 days,2022-12-15,34.145,2022-12-20,35.005,3 days,-2.5%,Fall by 3.97%,10.7%
Buy,2023-03-13 - 2023-03-15,2 days,2023-03-27,32.19,2023-04-05,33.975,7 days,5.5%,Rise by 10.11%,16.3%
Sell,2023-04-06 - 2023-04-12,4 days,2023-04-18,34.465,2023-04-21,35.445,3 days,-2.8%,Fall by 4.27%,13.4%
Buy,2023-05-25 - 2023-05-31,4 days,2023-06-13,32.455,2023-06-22,34.19,7 days,5.3%,Rise by 9.06%,18.8%
Buy,2023-06-14 - 2023-06-15,1 days,2023-06-29,34.725,2023-08-31,31.155,45 days,-10.3%,Rise by 2.25%,8.5%
Sell,2023-06-21 - 2023-06-23,2 days,2023-07-06,33.215,2023-07-17,35.275,7 days,-6.2%,Fall by 6.2%,2.3%
Sell,2023-07-20 - 2023-07-26,4 days,2023-08-02,33.34,2023-08-21,31.83,13 days,4.5%,Fall by 6.55%,6.8%
Buy,2023-08-17 - 2023-08-25,6 days,2023-08-29,31.81,2023-10-19,28.625,37 days,-10.0%,Rise by -10.01%,-3.2%
Buy,2023-09-26 - 2023-10-03,5 days,2023-10-05,29.64,2023-12-04,31.63,42 days,6.7%,Rise by 13.39%,3.5%
Buy,2023-10-03 - 2023-10-26,17 days,2023-10-30,28.65,2023-12-28,33.61,43 days,17.3%,Rise by 17.31%,20.8%
Sell,2023-12-11 - 2023-12-14,3 days,2023-12-29,33.555,2024-01-04,33.135,4 days,1.3%,Fall by 15.78%,22.1%
Buy,2024-01-18 - 2024-01-23,3 days,2024-01-25,28.215,2024-04-04,29.64,50 days,5.1%,Rise by 1.01%,27.1%
Sell,2024-01-29 - 2024-02-01,3 days,2024-02-08,26.81,2024-02-14,26.39,4 days,1.6%,Fall by -1.44%,28.7%
Sell,2024-02-07 - 2024-02-20,9 days,2024-02-26,26.915,2024-02-29,26.75,3 days,0.6%,Fall by -1.04%,29.3%
Sell,2024-03-13 - 2024-04-05,17 days,2024-04-10,29.215,2024-04-17,28.41,5 days,2.8%,Fall by 5.31%,32.1%
Buy,2024-05-10 - 2024-05-15,3 days,2024-05-31,28.945,2024-06-03,30.615,1 days,5.8%,Rise by 15.68%,37.8%
Sell,2024-06-25 - 2024-06-27,2 days,2024-07-05,30.945,2024-07-11,30.16,4 days,2.5%,Fall by 6.22%,40.4%
Sell,2024-08-27 - 2024-09-05,7 days,2024-09-11,30.595,2024-09-16,31.43,3 days,-2.7%,Fall by 2.84%,37.6%
Sell,2024-09-23 - 2024-09-25,2 days,2024-09-30,31.28,2024-10-04,30.505,4 days,2.5%,Fall by 1.89%,40.1%
Sell,2024-10-25 - 2024-10-29,2 days,2024-11-01,31.6,2024-11-14,30.955,9 days,2.0%,Fall by 8.13%,42.1%
Sell,2024-12-05 - 2024-12-09,2 days,2024-12-17,32.75,2024-12-23,32.56,4 days,0.6%,Fall by 10.49%,42.7%
Buy,2025-01-10 - 2025-01-13,1 days,2025-01-28,30.17,2025-03-20,31.86,37 days,5.6%,Rise by 2.12%,48.3%
Buy,2025-02-24 - 2025-03-07,9 days,2025-03-11,29.91,2025-03-24,32.9,9 days,10.0%,Rise by 25.68%,58.3%
Sell,2025-03-25 - 2025-03-27,2 days,2025-04-01,32.625,2025-04-03,33.48,2 days,-2.6%,Fall by -6.51%,55.7%
Sell,2025-06-02 - 2025-06-06,4 days,2025-06-13,36.965,2025-06-25,37.98,8 days,-2.7%,Fall by -1.73%,53.0%
Sell,2025-06-06 - 2025-06-26,14 days,2025-07-08,38.085,2025-07-16,37.85,6 days,0.6%,Fall by 8.24%,53.6%
Buy,2025-08-12 - 2025-09-02,15 days,2025-09-15,35.08,2025-09-15,35.08,0 days,0.0%,Rise by 3.25%,53.6%
Buy,2025-09-29 - 2025-10-01,2 days,2025-10-06,34.83,2025-10-17,36.74,9 days,5.5%,Rise by 3.99%,59.1%
Sell,2025-10-21 - 2025-10-22,1 days,2025-10-31,36.22,2025-10-31,36.22,0 days,-0.0%,Fall by 0.0%,59.1%
