Symbol,Target for which Price has achieved over 90 percent of gain %,Current Trading Date/Price[$],Entry Signal Date/Price[$],Number of Trades/Historic Win Rate [%],Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Interval,Function,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType
UPS,89.4689 (Avg % Gain of Historic Winning trades),2025-10-27 (Price: 89.22),2025-10-17 (Price: 86.41),13/84.62%,0.76%/27.59%,"3.25%, 6 days",14.16%/0.81%/3.54%,89.901 (Historic Rise or Fall to Pivot)/113.84 (Exit Rule)/221.2667 (Horizontal)/228.7501 (F-Stack 1)/295.6013 (F-Stack 2),Daily,TRENDPULSE,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets),target_achieved
