Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-02-26 - 2020-02-28,2 days,2020-03-04,22.16,2020-03-09,18.96,3 days,-14.4%,Rise by -50.0%,-14.4%
Buy,2020-03-27 - 2020-04-02,4 days,2020-04-06,12.2,2020-04-07,13.2,1 days,8.2%,Rise by 40.08%,-6.2%
Sell,2020-04-17 - 2020-04-23,4 days,2020-05-01,15.65,2020-05-07,15.32,4 days,2.1%,Fall by -14.06%,-4.1%
Sell,2020-06-03 - 2020-06-05,2 days,2020-06-10,18.7,2020-06-16,19.25,4 days,-2.9%,Fall by 4.55%,-7.1%
Sell,2020-06-12 - 2020-06-16,2 days,2020-06-25,18.28,2020-06-29,18.14,2 days,0.8%,Fall by 3.01%,-6.3%
Sell,2020-07-06 - 2020-07-10,4 days,2020-07-17,18.98,2020-07-27,18.43,6 days,2.9%,Fall by 10.43%,-3.4%
Buy,2020-07-23 - 2020-07-31,6 days,2020-08-05,17.86,2020-08-26,19.14,15 days,7.2%,Rise by 10.86%,3.8%
Buy,2020-08-19 - 2020-08-20,1 days,2020-09-01,19.37,2020-09-18,17.4,13 days,-10.2%,Rise by -10.17%,-6.4%
Sell,2020-08-26 - 2020-08-27,1 days,2020-09-04,18.59,2020-09-14,17.53,6 days,5.7%,Fall by -5.65%,-0.7%
Buy,2020-09-14 - 2020-09-21,5 days,2020-09-23,17.16,2020-10-07,18.05,10 days,5.2%,Rise by 33.45%,4.5%
Sell,2020-11-16 - 2020-11-20,4 days,2020-11-25,23.54,2020-12-03,24.13,6 days,-2.5%,Fall by -5.31%,2.0%
Sell,2021-01-27 - 2021-01-29,2 days,2021-02-10,28.91,2021-02-12,28.32,2 days,2.0%,Fall by -1.0%,4.0%
Sell,2021-03-03 - 2021-03-09,4 days,2021-03-12,31.14,2021-03-16,30.84,2 days,1.0%,Fall by 6.23%,5.0%
Sell,2021-04-12 - 2021-04-14,2 days,2021-04-19,30.93,2021-04-22,30.75,3 days,0.6%,Fall by 6.6%,5.6%
Buy,2021-05-13 - 2021-05-14,1 days,2021-05-26,29.87,2021-06-08,31.79,9 days,6.4%,Rise by 25.44%,12.0%
Sell,2021-06-10 - 2021-06-15,3 days,2021-06-25,36.0,2021-06-30,37.08,3 days,-3.0%,Fall by 5.42%,9.0%
Buy,2021-07-16 - 2021-07-19,1 days,2021-07-30,36.59,2021-08-10,39.25,7 days,7.3%,Rise by 17.82%,16.2%
Sell,2021-08-10 - 2021-08-11,1 days,2021-08-16,39.29,2021-08-20,39.28,4 days,0.0%,Fall by -2.14%,16.3%
Sell,2021-08-11 - 2021-08-24,9 days,2021-08-27,40.0,2021-08-30,41.01,1 days,-2.5%,Fall by -0.33%,13.8%
Sell,2021-09-02 - 2021-09-17,11 days,2021-09-29,40.87,2021-10-01,40.81,2 days,0.1%,Fall by -20.43%,13.9%
Buy,2021-10-01 - 2021-10-12,7 days,2021-10-14,47.5,2021-11-09,51.07,18 days,7.5%,Rise by 11.37%,21.4%
Buy,2021-12-21 - 2022-01-10,14 days,2022-01-12,49.51,2022-01-13,58.87,1 days,18.9%,Rise by -10.42%,40.3%
Buy,2022-05-12 - 2022-05-24,8 days,2022-06-01,37.66,2022-06-16,33.04,11 days,-12.3%,Rise by -12.77%,28.1%
Sell,2022-08-10 - 2022-08-11,1 days,2022-08-22,43.43,2022-08-25,45.02,3 days,-3.7%,Fall by -0.92%,24.4%
Sell,2022-09-19 - 2022-09-28,7 days,2022-10-11,45.65,2022-10-12,48.62,1 days,-6.5%,Fall by 1.6%,17.9%
Sell,2022-10-26 - 2022-10-27,1 days,2022-11-03,52.0,2022-11-09,51.35,4 days,1.2%,Fall by 11.13%,19.1%
Buy,2022-11-21 - 2022-11-29,6 days,2022-12-01,51.42,2022-12-16,46.21,11 days,-10.1%,Rise by -12.29%,9.0%
Sell,2023-01-10 - 2023-01-11,1 days,2023-01-16,45.03,2023-01-17,46.41,1 days,-3.1%,Fall by 10.64%,5.9%
