Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2023-03-31 - 2023-04-03,1 days,2023-04-17,41.58,2023-04-19,43.09,2 days,-3.6%,Fall by 17.87%,2.3%
Sell,2023-07-04 - 2023-07-05,1 days,2023-07-10,33.99,2023-07-13,27.03,3 days,20.5%,Fall by 24.12%,22.8%
Buy,2023-07-12 - 2023-08-09,20 days,2023-08-11,23.98,2023-09-26,21.57,32 days,-10.1%,Rise by 7.05%,12.7%
Buy,2023-09-21 - 2023-09-27,4 days,2023-10-06,22.91,2023-10-11,24.47,3 days,6.8%,Rise by 9.34%,19.5%
Buy,2023-10-31 - 2023-11-01,1 days,2023-11-14,24.6,2023-11-29,26.08,11 days,6.0%,Rise by 6.99%,25.6%
Sell,2024-01-25 - 2024-01-26,1 days,2024-01-31,32.71,2024-02-01,35.1,1 days,-7.3%,Fall by -6.39%,18.3%
Sell,2024-02-07 - 2024-02-08,1 days,2024-02-13,37.83,2024-02-23,36.43,8 days,3.7%,Fall by 8.01%,22.0%
Sell,2024-03-15 - 2024-03-20,3 days,2024-04-03,36.06,2024-04-15,33.55,8 days,7.0%,Fall by 8.35%,28.9%
Buy,2024-04-08 - 2024-04-12,4 days,2024-04-17,34.81,2024-05-06,38.02,13 days,9.2%,Rise by 9.22%,38.1%
Buy,2024-04-16 - 2024-04-19,3 days,2024-04-23,34.4,2024-05-02,36.13,7 days,5.0%,Rise by 14.24%,43.2%
Sell,2024-05-01 - 2024-05-07,4 days,2024-05-10,34.49,2024-05-14,33.74,2 days,2.2%,Fall by 6.78%,45.3%
Buy,2024-05-24 - 2024-05-30,4 days,2024-06-03,34.68,2024-06-05,36.95,2 days,6.5%,Rise by 37.43%,51.9%
Sell,2024-07-12 - 2024-07-15,1 days,2024-07-19,46.89,2024-07-24,45.57,3 days,2.8%,Fall by 10.54%,54.7%
Sell,2024-08-27 - 2024-09-13,13 days,2024-09-19,46.68,2024-09-20,48.69,1 days,-4.3%,Fall by 10.13%,50.4%
Sell,2024-09-27 - 2024-10-04,5 days,2024-10-16,43.79,2024-10-18,45.1,2 days,-3.0%,Fall by 1.05%,47.4%
Buy,2024-10-17 - 2024-10-29,8 days,2024-10-31,44.83,2024-12-02,49.01,22 days,9.3%,Rise by 61.88%,56.7%
Sell,2024-12-12 - 2024-12-16,2 days,2024-12-24,53.09,2025-01-03,57.6,8 days,-8.5%,Fall by 21.83%,48.2%
Sell,2025-01-22 - 2025-01-28,4 days,2025-01-31,69.9,2025-02-04,69.22,2 days,1.0%,Fall by 10.23%,49.2%
Buy,2025-03-11 - 2025-03-13,2 days,2025-03-24,54.69,2025-04-03,41.5,8 days,-24.1%,Rise by -16.31%,25.1%
Buy,2025-03-21 - 2025-03-31,6 days,2025-04-02,52.15,2025-04-03,41.5,1 days,-20.4%,Rise by -18.1%,4.7%
Sell,2025-05-13 - 2025-05-14,1 days,2025-05-20,65.51,2025-05-28,67.8,6 days,-3.5%,Fall by 0.47%,1.2%
Sell,2025-06-05 - 2025-06-06,1 days,2025-06-13,65.2,2025-06-16,67.44,1 days,-3.4%,Fall by -8.82%,-2.3%
Sell,2025-07-04 - 2025-07-07,1 days,2025-07-15,72.13,2025-07-17,73.98,2 days,-2.6%,Fall by 1.64%,-4.8%
Sell,2025-09-02 - 2025-09-04,2 days,2025-09-23,87.43,2025-09-26,86.42,3 days,1.2%,Fall by 9.02%,-3.7%
