Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2019-12-30 - 2019-12-31,1 days,2020-01-08,57.4,2020-01-10,57.25,2 days,0.3%,Fall by 2.63%,0.3%,
Buy,2020-02-27 - 2020-03-12,10 days,2020-03-17,43.41,2020-03-23,37.19,4 days,-14.3%,Rise by 16.4%,-14.1%,
Sell,2020-04-14 - 2020-04-20,4 days,2020-04-30,48.66,2020-05-04,48.65,2 days,0.0%,Fall by -16.71%,-14.0%,
Sell,2020-06-03 - 2020-06-08,3 days,2020-06-12,53.57,2020-06-17,55.15,3 days,-2.9%,Fall by -6.01%,-17.0%,
Sell,2020-07-22 - 2020-08-05,10 days,2020-08-10,58.82,2020-08-17,58.27,5 days,0.9%,Fall by 4.34%,-16.1%,
Sell,2020-10-09 - 2020-10-13,2 days,2020-10-20,61.26,2020-10-27,61.2,5 days,0.1%,Fall by -5.99%,-16.0%,
Sell,2020-11-27 - 2020-12-02,3 days,2020-12-07,65.99,2020-12-10,67.49,3 days,-2.3%,Fall by 0.79%,-18.2%,
Buy,2021-01-19 - 2021-02-18,22 days,2021-02-24,65.3,2021-11-26,58.0,197 days,-11.2%,Rise by 0.21%,-29.4%,
Buy,2021-03-25 - 2021-03-26,1 days,2021-04-07,62.4,2021-05-05,65.55,20 days,5.0%,Rise by 5.27%,-24.4%,
Sell,2021-04-28 - 2021-05-05,5 days,2021-05-11,64.24,2021-05-14,62.93,3 days,2.0%,Fall by 6.74%,-22.3%,
Buy,2021-05-14 - 2021-05-19,3 days,2021-05-21,62.65,2022-01-20,55.97,174 days,-10.7%,Rise by -1.07%,-33.0%,
Sell,2021-07-13 - 2021-07-23,8 days,2021-08-06,61.81,2021-08-10,61.47,2 days,0.6%,Fall by 0.66%,-32.4%,
Buy,2021-09-30 - 2021-10-11,7 days,2021-10-13,62.13,2022-01-21,54.78,72 days,-11.8%,Rise by -4.62%,-44.3%,
Sell,2021-10-19 - 2021-10-20,1 days,2021-10-27,63.66,2021-10-28,63.58,1 days,0.1%,Fall by 8.89%,-44.1%,
Buy,2021-11-22 - 2021-11-26,4 days,2021-11-30,58.65,2022-01-28,51.5,43 days,-12.2%,Rise by 1.04%,-56.3%,
Buy,2022-01-21 - 2022-01-28,5 days,2022-02-01,53.18,2022-03-04,55.96,23 days,5.2%,Rise by 5.23%,-51.1%,
Sell,2022-03-04 - 2022-03-07,1 days,2022-03-15,53.8,2022-03-16,55.14,1 days,-2.5%,Fall by 13.22%,-53.6%,
Buy,2022-04-13 - 2022-04-19,4 days,2022-05-03,49.33,2022-06-13,43.86,29 days,-11.1%,Rise by -0.2%,-64.7%,
Buy,2022-05-03 - 2022-05-05,2 days,2022-05-11,46.49,2022-06-02,49.23,16 days,5.9%,Rise by 5.89%,-58.8%,
