Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2022-07-29 - 2022-08-01,1 days,2022-08-15,49.85,2022-08-22,48.05,5 days,3.6%,Fall by 11.05%,-55.2%,
Buy,2022-09-27 - 2022-09-30,3 days,2022-10-04,42.62,2022-11-10,44.93,27 days,5.4%,Rise by 17.22%,-49.8%,
Sell,2022-11-08 - 2022-11-11,3 days,2022-12-12,49.29,2022-12-16,48.75,4 days,1.1%,Fall by 2.9%,-48.7%,
Sell,2022-12-02 - 2022-12-13,7 days,2022-12-16,48.75,2022-12-23,48.51,5 days,0.5%,Fall by 2.52%,-48.2%,
Sell,2023-01-18 - 2023-01-20,2 days,2023-01-30,52.09,2023-02-08,51.73,7 days,0.7%,Fall by 8.77%,-47.5%,
Sell,2023-01-27 - 2023-02-02,4 days,2023-02-15,51.3,2023-02-16,51.09,1 days,0.4%,Fall by 7.37%,-47.1%,
Buy,2023-03-09 - 2023-03-15,4 days,2023-03-27,48.29,2023-05-08,50.82,30 days,5.2%,Rise by 4.64%,-41.8%,
Sell,2023-05-08 - 2023-05-10,2 days,2023-05-15,50.18,2023-05-16,50.08,1 days,0.2%,Fall by 5.84%,-41.6%,
Buy,2023-05-31 - 2023-06-07,5 days,2023-06-12,47.64,2023-07-13,51.29,23 days,7.7%,Rise by 7.66%,-34.0%,
Sell,2023-07-05 - 2023-07-07,2 days,2023-07-18,49.95,2023-07-24,49.4,4 days,1.1%,Fall by 10.29%,-32.9%,
Buy,2023-08-18 - 2023-08-21,1 days,2023-08-30,45.3,2023-12-13,47.87,75 days,5.7%,Rise by -0.18%,-27.2%,
Buy,2023-10-20 - 2023-10-27,5 days,2023-10-31,41.64,2023-11-03,44.31,3 days,6.4%,Rise by 16.88%,-20.8%,
Sell,2023-11-06 - 2023-11-15,7 days,2023-11-22,44.25,2023-11-28,45.69,4 days,-3.3%,Fall by -3.59%,-24.0%,
Sell,2023-12-14 - 2023-12-19,3 days,2024-01-02,47.76,2024-01-04,47.48,2 days,0.6%,Fall by 4.02%,-23.5%,
Buy,2024-02-14 - 2024-02-21,5 days,2024-02-23,45.88,2024-08-19,48.69,126 days,6.1%,Rise by -0.41%,-17.3%,
Buy,2024-03-19 - 2024-03-20,1 days,2024-04-02,45.45,2024-06-05,47.83,46 days,5.2%,Rise by 0.66%,-12.1%,
Sell,2024-06-04 - 2024-06-05,1 days,2024-06-10,45.99,2024-06-20,45.63,8 days,0.8%,Fall by 2.02%,-11.3%,
Sell,2024-08-19 - 2024-08-26,5 days,2024-09-16,49.66,2024-09-17,49.44,1 days,0.4%,Fall by 5.5%,-10.9%,
Sell,2024-09-13 - 2024-09-19,4 days,2024-09-25,48.7,2024-10-09,48.63,10 days,0.1%,Fall by 3.63%,-10.7%,
Buy,2024-10-07 - 2024-10-08,1 days,2024-10-24,48.34,2025-02-25,42.49,88 days,-12.1%,Rise by 1.3%,-22.8%,
Buy,2025-01-14 - 2025-02-03,14 days,2025-02-05,45.01,2025-04-04,40.13,42 days,-10.8%,Rise by -10.84%,-33.7%,
Buy,2025-03-03 - 2025-03-04,1 days,2025-03-14,42.45,2025-05-06,44.82,37 days,5.6%,Rise by 7.47%,-28.1%,
Buy,2025-03-04 - 2025-03-20,12 days,2025-04-01,42.39,2025-04-01,42.39,0 days,0.0%,Rise by 7.62%,-28.1%,
Sell,2025-04-28 - 2025-05-06,6 days,2025-05-19,45.15,2025-05-30,44.39,9 days,1.7%,Fall by 1.22%,-26.4%,
Buy,2025-05-30 - 2025-06-23,16 days,2025-06-26,45.32,2025-06-26,45.32,0 days,0.0%,Rise by 2.32%,-26.4%,
Sell,2025-06-12 - 2025-06-16,2 days,2025-06-20,44.6,2025-06-30,45.61,6 days,-2.3%,Fall by -0.65%,-28.7%,
Sell,2025-07-03 - 2025-07-21,12 days,2025-07-24,45.98,2025-07-29,45.83,3 days,0.3%,Fall by 2.85%,-28.3%,
Buy,2025-08-04 - 2025-08-27,17 days,2025-09-02,45.38,2025-09-02,45.38,0 days,0.0%,Rise by 3.99%,-28.3%,
Sell,2025-09-11 - 2025-09-17,4 days,2025-09-24,45.6,2025-09-26,45.37,2 days,0.5%,Fall by 1.16%,-27.8%,
Buy,2025-09-26 - 2025-10-14,12 days,2025-10-16,45.42,2025-10-16,45.42,0 days,0.0%,Rise by 1.03%,-27.8%,
