Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-11-17,157.3300,2022-01-20,147.6200,46 days,-6.17%,-6.1717%,Rise by -2.54%,-6.1717%,
Buy,2022-01-26,133.6000,2022-01-28,138.6300,2 days,3.76%,3.7650%,Rise by 17.03%,-2.4068%,
Buy,2022-03-09,133.6500,2022-03-17,139.4700,6 days,4.35%,4.3547%,Rise by 6.53%,1.9479%,
Buy,2022-04-27,115.2100,2022-05-20,102.4200,17 days,-11.10%,-11.1015%,Rise by -10.48%,-9.1536%,
Buy,2022-09-28,99.4000,2022-10-25,104.3600,19 days,4.99%,4.9899%,Rise by 7.18%,-4.1636%,
Buy,2023-03-15,93.1000,2023-03-21,96.5400,4 days,3.69%,3.6950%,Rise by 8.41%,-0.4687%,
Buy,2023-05-17,92.7700,2023-07-07,88.6400,37 days,-4.45%,-4.4519%,Rise by 1.16%,-4.9206%,
Buy,2024-05-13,105.8300,2024-06-14,99.9700,24 days,-5.54%,-5.5372%,Rise by -1.81%,-10.4577%,
Buy,2025-01-17,107.0200,2025-01-21,108.7000,2 days,1.57%,1.5698%,Rise by 6.52%,-8.8879%,
Buy,2025-03-13,96.8700,2025-03-19,100.2900,4 days,3.53%,3.5305%,Rise by -13.77%,-5.3574%,
Buy,2025-08-11,112.5500,2025-08-13,116.6400,2 days,3.63%,3.6339%,Rise by 1.55%,-1.7235%,
