Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2006-12-31,73.22,2008-12-31,44.86,522 days,2005-12-31/59.43,-38.73%,-38.73%,Rise by -24.5%,-38.73%
Buy,2013-12-31,67.1,2013-12-31,67.1,0 days,2010-12-31/58.22,0.00%,0.00%,Rise by 0%,-38.73%
