Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2016-09-30,45.44,2019-06-30,65.36,Buy,715 days,Rise by 23.460000%,43.84,
2023-12-31,56.51,2025-03-31,41.08,Sell,324 days,Fall by 18.100000%,27.3,
