Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-02-27,10.62,2020-03-04,10.47,Sell,3 days,Fall by 24.200000%,1.41
2020-05-05,8.91,2020-05-18,8.96,Sell,8 days,Fall by 0.560000%,-0.56
2020-10-29,14.28,2020-11-05,15.01,Sell,4 days,Fall by -18.210000%,-5.11
2020-11-09,14.83,2020-11-13,15.29,Sell,3 days,Fall by -13.820000%,-3.1
2021-01-11,18.76,2021-04-07,19.21,Buy,61 days,Rise by -10.020000%,2.4
2021-02-19,17.94,2021-03-11,19.08,Buy,13 days,Rise by 7.750000%,6.35
2021-03-02,18.02,2021-03-12,18.91,Buy,7 days,Rise by 7.270000%,4.94
2021-04-13,18.41,2021-04-16,18.18,Sell,2 days,Fall by 3.100000%,1.25
2021-06-07,19.4,2021-06-14,20.45,Buy,4 days,Rise by 10.570000%,5.41
2021-06-14,20.45,2021-06-28,21.29,Buy,9 days,Rise by 4.890000%,4.11
2021-09-10,22.99,2021-10-01,22.33,Sell,14 days,Fall by 3.910000%,2.87
2021-09-28,22.09,2021-10-15,23.38,Sell,12 days,Fall by -0.860000%,-5.84
2021-11-23,22.89,2021-12-02,23.44,Sell,6 days,Fall by -5.330000%,-2.4
2022-01-20,23.68,2022-01-27,21.81,Sell,4 days,Fall by 6.290000%,7.9
2022-06-13,17.85,2022-06-21,18.77,Sell,5 days,Fall by -0.280000%,-5.15
2022-10-31,18.73,2022-11-15,19.76,Buy,10 days,Rise by 9.500000%,5.5
2023-04-13,15.4,2023-04-20,14.85,Sell,4 days,Fall by 2.400000%,3.57
2023-04-14,15.18,2023-04-24,14.82,Sell,5 days,Fall by 0.990000%,2.37
2023-09-12,18.06,2023-12-20,18.42,Buy,70 days,Rise by -1.160000%,1.99
2023-11-09,16.36,2023-11-15,17.36,Sell,3 days,Fall by -10.270000%,-6.11
2023-11-15,17.36,2023-12-04,17.69,Buy,12 days,Rise by 8.290000%,1.9
2024-03-22,17.72,2024-04-18,16.51,Sell,18 days,Fall by 6.830000%,6.83
2024-07-03,19.37,2024-07-16,20.66,Buy,8 days,Rise by 17.660000%,6.66
2024-11-22,22.79,2024-12-11,23.36,Buy,12 days,Rise by 2.760000%,2.5
2025-01-17,21.19,2025-02-04,22.38,Sell,11 days,Fall by 10.480000%,-5.62
2025-09-17,17.68,2025-09-17,17.68,Buy,0 days,Rise by -3.510000%,0.0
2025-10-22,17.47,2025-10-22,17.47,Buy,0 days,Rise by -5.150000%,0.0
