Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-05-20,5.36,2012-08-12,5.22,Sell,59 days,Fall by 7.770000%,2.52
2013-01-13,6.53,2013-11-10,6.71,Buy,214 days,Rise by 5.440000%,2.8
2013-04-21,5.22,2013-07-14,5.77,Sell,59 days,Fall by 3.830000%,-10.61
2014-03-23,6.73,2014-08-10,7.23,Sell,99 days,Fall by 4.510000%,-7.44
2014-11-09,8.5,2015-02-15,9.15,Buy,69 days,Rise by 8.590000%,7.65
2015-05-03,7.8,2015-08-09,8.76,Sell,69 days,Fall by 0.740000%,-12.41
2016-01-10,8.09,2016-03-06,9.22,Sell,39 days,Fall by 1.670000%,-14.04
2016-07-24,8.28,2016-10-09,7.8,Sell,54 days,Fall by 12.430000%,5.85
2016-08-07,8.12,2016-11-13,7.26,Sell,69 days,Fall by 10.710000%,10.71
2016-09-18,8.04,2016-11-27,7.26,Sell,49 days,Fall by 13.570000%,9.58
2016-10-09,7.8,2016-11-27,7.26,Sell,34 days,Fall by 10.640000%,6.86
2016-11-13,7.26,2017-03-12,7.75,Sell,84 days,Fall by 4.340000%,-6.82
2017-07-02,7.51,2017-08-06,7.84,Buy,24 days,Rise by 23.170000%,4.33
2017-11-26,7.8,2018-01-07,8.18,Buy,29 days,Rise by 18.510000%,4.74
2019-10-20,10.57,2019-11-17,9.86,Sell,19 days,Fall by 20.720000%,6.72
2020-03-22,6.94,2020-03-29,8.51,Sell,4 days,Fall by -163.400000%,-22.62
2020-10-18,15.51,2021-01-17,18.17,Buy,64 days,Rise by 19.860000%,17.15
2021-08-08,22.81,2021-09-12,22.99,Buy,24 days,Rise by 3.900000%,0.79
2021-12-26,24.73,2024-03-10,19.26,Buy,574 days,Rise by 1.250000%,-22.12
2022-02-06,22.89,2022-03-20,25.04,Sell,29 days,Fall by 10.620000%,-9.39
2022-04-17,20.46,2022-06-05,19.38,Sell,34 days,Fall by 10.410000%,5.28
2022-06-19,17.76,2022-08-07,20.31,Sell,34 days,Fall by 6.480000%,-14.36
2023-02-12,19.16,2024-02-11,20.1,Buy,259 days,Rise by -20.770000%,4.91
2023-11-26,17.47,2024-01-14,19.6,Buy,34 days,Rise by 17.170000%,12.19
2023-12-10,17.89,2024-02-04,20.35,Buy,39 days,Rise by 14.420000%,13.75
2023-12-17,18.67,2024-02-11,20.1,Buy,39 days,Rise by 9.640000%,7.66
2023-12-24,18.76,2024-02-11,20.1,Buy,34 days,Rise by 9.120000%,7.14
2024-01-21,19.99,2024-08-11,21.3,Buy,144 days,Rise by -11.360000%,6.55
2024-04-21,16.81,2024-07-07,19.43,Sell,54 days,Fall by -23.500000%,-15.59
2024-04-28,16.94,2024-07-07,19.43,Sell,49 days,Fall by -22.550000%,-14.7
2024-05-26,17.36,2024-07-07,19.43,Buy,29 days,Rise by 31.280000%,11.92
2025-03-02,20.1,2025-04-06,16.58,Sell,24 days,Fall by 19.700000%,17.51
2025-08-03,16.41,2025-08-03,16.41,Sell,0 days,Fall by -0.980000%,0.0
