Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-01,13.8418,2023-08-29,48.784,2021-01-06-2021-02-16,12.586-15.3725,Buy,651 days,252.44%,Rise by -10.01%,252.44%
2021-03-04,12.3702,2021-03-08,11.5933,2021-01-06-2021-02-16,12.586-15.3725,Sell,2 days,6.28%,Fall by -8.12%,258.72%
2021-03-23,13.0708,2021-03-24,12.643,2021-02-16-2021-03-08,12.4712-14.95,Sell,1 days,3.27%,Fall by -8.09%,261.99%
2021-04-26,15.478,2021-04-26,15.478,2021-03-08-2021-04-15,11.5665-16.2143,Buy,0 days,0.0%,Rise by 0%,261.99%
2021-07-14,19.8415,2021-07-15,18.9662,2021-04-15-2021-05-13,14.0808-15.6315,Sell,1 days,4.41%,Fall by -0.39%,266.4%
2021-07-16,18.161,2021-07-29,19.662,2021-03-08-2021-07-07,11.5665-20.875,Sell,9 days,-8.26%,Fall by 3.16%,258.14%
2021-07-20,18.612,2021-07-21,19.41,2021-01-06-2021-07-07,12.586-20.875,Sell,1 days,-4.29%,Fall by 1.91%,253.85%
2021-07-21,19.41,2021-09-02,22.396,2021-01-06-2021-07-07,12.586-20.875,Buy,31 days,15.38%,Rise by 0.38%,269.24%
2021-07-29,19.662,2021-11-12,30.39,2021-03-08-2021-07-07,11.5665-20.875,Buy,76 days,54.56%,Rise by 9.83%,323.8%
2021-09-07,22.662,2021-09-10,22.478,2021-08-05-2021-08-19,20.495-20.342,Sell,3 days,0.81%,Fall by 12.22%,324.61%
2021-09-22,21.941,2021-11-12,30.39,2021-03-08-2021-08-30,11.5665-23.043,Buy,37 days,38.51%,Rise by 9.83%,363.12%
2021-10-04,19.732,2021-10-14,21.746,2021-03-08-2021-08-30,11.5665-23.043,Sell,8 days,-10.21%,Fall by -27.47%,352.91%
2021-11-16,30.203,2021-11-17,29.261,2021-08-30-2021-10-04,20.542-22.551,Sell,1 days,3.12%,Fall by 5.27%,356.03%
2021-12-13,28.161,2022-01-07,27.247,2021-03-08-2021-11-22,11.5665-34.647,Sell,19 days,3.25%,Fall by 14.22%,359.28%
2022-01-12,27.999,2022-01-12,27.999,2021-03-08-2021-11-22,11.5665-34.647,Buy,0 days,0.0%,Rise by 0%,359.28%
2022-02-17,24.507,2022-02-17,24.507,2021-11-22-2022-01-24,23.38-31.9,Sell,0 days,-0.0%,Fall by 0%,359.28%
2022-04-05,25.931,2022-04-06,24.407,2022-02-10-2022-03-08,22.373-25.6,Sell,1 days,5.88%,Fall by 17.31%,365.15%
2022-04-08,23.119,2022-04-11,21.917,2022-03-08-2022-03-29,20.65-28.946,Sell,1 days,5.2%,Fall by 14.28%,370.35%
2022-04-20,21.482,2022-04-20,21.482,2022-03-08-2022-03-29,20.65-28.946,Buy,0 days,0.0%,Rise by 0%,370.35%
2022-06-09,18.048,2022-06-10,16.974,2021-08-30-2022-05-12,16.788-22.551,Sell,1 days,5.95%,Fall by 10.69%,376.3%
2022-07-05,14.964,2022-07-07,15.858,2021-08-05-2022-05-12,16.788-20.342,Sell,2 days,-5.97%,Fall by 12.11%,370.33%
2022-07-28,17.984,2022-08-09,17.086,2022-06-02-2022-07-05,14.971-18.198,Sell,8 days,4.99%,Fall by 11.66%,375.32%
2022-09-01,13.937,2022-09-06,13.465,2022-07-05-2022-08-04,14.055-19.274,Sell,3 days,3.39%,Fall by 10.32%,378.71%
2022-09-14,13.128,2022-09-20,13.176,2021-03-08-2021-04-15,11.5665-16.2143,Sell,4 days,-0.37%,Fall by 11.43%,378.34%
2022-09-22,12.561,2022-09-28,12.736,2021-01-06-2021-04-15,12.586-16.2143,Sell,4 days,-1.39%,Fall by 11.85%,376.95%
2022-11-22,16.038,2022-12-13,18.072,2022-06-02-2022-10-13,12.078-18.198,Sell,15 days,-12.68%,Fall by 22.33%,364.27%
2022-12-16,16.571,2022-12-22,15.339,2022-10-13-2022-12-13,10.813-18.79,Sell,4 days,7.43%,Fall by -34.66%,371.7%
2022-12-20,16.085,2022-12-20,16.085,2021-11-22-2022-07-05,14.971-31.9,Sell,0 days,-0.0%,Fall by 0%,371.7%
2022-12-30,14.614,2023-06-02,39.327,2022-10-13-2022-12-13,10.813-18.79,Buy,110 days,169.1%,Rise by 11.39%,540.81%
2023-02-22,20.754,2023-02-23,23.664,2022-08-04-2022-10-13,12.078-18.76,Sell,1 days,-14.02%,Fall by -10.89%,526.79%
2023-04-11,27.169,2023-04-18,27.667,2022-12-13-2022-12-28,14.262-17.711,Sell,5 days,-1.83%,Fall by -65.9%,524.95%
2023-06-06,38.654,2023-06-07,37.475,2022-03-29-2022-10-13,12.078-27.98,Sell,1 days,3.05%,Fall by -9.02%,528.0%
2023-07-21,44.309,2023-08-09,42.554,2021-11-22-2022-10-13,12.078-31.9,Sell,13 days,3.96%,Fall by 3.61%,531.96%
2023-08-16,43.486,2024-01-29,62.465,2022-07-05-2023-07-14,14.055-48.088,Buy,118 days,43.64%,Rise by 48.35%,575.61%
2023-09-13,45.485,2023-11-27,48.242,2022-03-08-2023-08-24,20.65-50.266,Buy,53 days,6.06%,Rise by 3.8%,581.67%
2023-09-20,42.239,2024-06-25,126.09,2022-07-05-2023-08-24,14.055-50.266,Buy,199 days,198.52%,Rise by 7.0%,780.18%
2023-09-21,41.017,2023-10-06,45.762,2022-03-08-2023-08-24,20.65-50.266,Sell,11 days,-11.57%,Fall by 11.88%,768.62%
2023-09-25,42.222,2024-11-26,136.92,2022-10-13-2023-08-24,10.813-50.266,Buy,306 days,224.29%,Rise by 9.14%,992.9%
2023-10-26,40.326,2023-11-03,45.005,2022-10-13-2023-08-24,10.813-50.266,Sell,6 days,-11.6%,Fall by -1.11%,981.3%
2023-10-30,41.161,2024-03-13,90.888,2022-10-13-2023-07-14,10.813-48.088,Buy,97 days,120.81%,Rise by -0.3%,1102.11%
2023-11-28,47.821,2023-12-04,45.51,2023-07-14-2023-08-14,43.8-45.06,Sell,4 days,4.83%,Fall by -4.52%,1106.94%
2023-12-06,45.503,2024-06-25,126.09,2023-10-31-2023-11-20,39.23-50.548,Buy,144 days,177.1%,Rise by 7.0%,1284.04%
2024-02-20,69.452,2024-02-22,78.538,2023-10-12-2023-10-31,40.879-46.33,Sell,2 days,-13.08%,Fall by 2.98%,1270.96%
2024-03-21,91.435,2024-04-08,87.133,2023-10-31-2024-03-08,39.23-97.4,Buy,12 days,-4.7%,Rise by 55.6%,1266.26%
2024-04-19,76.2,2024-04-26,87.735,2022-07-05-2024-03-08,14.055-97.4,Sell,5 days,-15.14%,Fall by -34.62%,1251.12%
2024-04-23,82.423,2024-06-11,120.91,2022-10-13-2024-03-08,10.813-97.4,Buy,35 days,46.69%,Rise by 11.58%,1297.81%
2024-04-24,79.677,2024-04-26,87.735,2023-10-31-2024-03-08,39.23-97.4,Sell,2 days,-10.11%,Fall by -34.62%,1287.7%
2024-05-13,90.399,2024-05-23,103.799,2024-03-08-2024-04-19,84.324-86.506,Sell,8 days,-14.82%,Fall by -13.79%,1272.88%
2024-07-03,128.28,2024-07-16,126.36,2023-10-31-2024-06-20,39.23-140.76,Buy,9 days,-1.5%,Rise by -17.91%,1271.38%
2024-07-22,123.54,2024-11-27,135.34,2024-04-19-2024-06-20,75.606-140.76,Buy,92 days,9.55%,Rise by 10.41%,1280.93%
2024-07-23,122.59,2024-07-24,114.25,2024-04-19-2024-06-20,75.606-140.76,Sell,1 days,6.8%,Fall by 13.43%,1287.74%
2024-07-24,114.25,2024-07-30,103.73,2023-10-31-2024-06-20,39.23-140.76,Sell,4 days,9.21%,Fall by 0.87%,1296.94%
2024-07-25,112.28,2024-07-30,103.73,2022-10-13-2024-06-20,10.813-140.76,Sell,3 days,7.61%,Fall by 0.87%,1304.56%
2024-08-07,98.91,2024-11-15,141.98,2022-10-13-2024-06-20,10.813-140.76,Buy,72 days,43.54%,Rise by 5.25%,1348.1%
2024-09-03,108.0,2024-09-06,102.83,2024-06-20-2024-08-05,103.41-129.52,Sell,3 days,4.79%,Fall by -29.11%,1352.89%
2024-09-20,116.0,2024-09-20,116.0,2022-03-08-2024-06-20,20.65-140.76,Buy,0 days,0.0%,Rise by 0%,1352.89%
2024-12-02,138.63,2025-08-18,182.01,2024-04-19-2024-11-21,75.606-152.89,Buy,185 days,31.29%,Rise by 5.8%,1384.18%
2024-12-10,135.07,2024-12-17,130.39,2024-08-05-2024-11-21,90.69-152.89,Sell,5 days,3.46%,Fall by 10.53%,1387.65%
2024-12-16,132.0,2025-01-03,144.47,2024-04-19-2024-11-21,75.606-152.89,Sell,14 days,-9.45%,Fall by 18.03%,1378.2%
2024-12-19,130.68,2024-12-19,130.68,2024-08-05-2024-11-21,90.69-152.89,Buy,0 days,0.0%,Rise by 0%,1378.2%
2025-01-10,135.91,2025-01-14,131.76,2024-08-05-2025-01-07,90.69-153.13,Sell,2 days,3.05%,Fall by 11.46%,1381.25%
2025-01-14,131.76,2025-01-22,147.07,2024-04-19-2025-01-07,75.606-153.13,Sell,6 days,-11.62%,Fall by 15.12%,1369.63%
2025-01-27,118.42,2025-01-30,124.65,2024-12-17-2025-01-07,126.86-153.13,Sell,3 days,-5.26%,Fall by 11.3%,1364.37%
2025-01-30,124.65,2025-01-30,124.65,2024-08-05-2025-01-07,90.69-153.13,Buy,0 days,0.0%,Rise by 0%,1364.37%
2025-02-25,126.63,2025-02-27,120.15,2025-01-07-2025-02-03,118.57-140.01,Sell,2 days,5.12%,Fall by 15.27%,1369.49%
2025-03-03,114.06,2025-03-03,114.06,2022-10-13-2025-01-07,10.813-153.13,Sell,0 days,-0.0%,Fall by 0%,1369.49%
2025-03-06,110.57,2025-03-06,110.57,2023-10-31-2025-01-07,39.23-153.13,Buy,0 days,0.0%,Rise by 0%,1369.49%
2025-03-13,115.58,2025-03-13,115.58,2022-03-08-2024-11-21,20.65-152.89,Buy,0 days,0.0%,Rise by 0%,1369.49%
2025-03-24,121.41,2025-03-24,121.41,2024-11-21-2025-03-11,112.24-140.7,Sell,0 days,-0.0%,Fall by 0%,1369.49%
